iteration,seed,dropout,rnn_dropout,last_perf,min_perf,time
in,in,in,in,out,out,out
int,float,float,float,float,float,float
101,3430172015,0.25,0.175,1.462239718,1.330791259,43.978735
102,3430172015,0.275,0.175,1.472601366,1.258842683,48.858186
103,3430172015,0.3,0.175,1.506148267,1.325874817,46.690856
104,3430172015,0,0.2,6.277124071,6.248690259,175.082221
105,3430172015,0.025,0.2,1.174699068,1.108108592,50.743542
106,3430172015,0.05,0.2,1.23078208,1.120499444,45.965093
107,3430172015,0.075,0.2,1.313512647,1.207012188,50.210694
108,3430172015,0.1,0.2,1.244299042,1.171462297,51.824182
109,3430172015,0.125,0.2,1.313335407,1.197623146,50.385659
110,3430172015,0.15,0.2,1.338054192,1.192484212,44.751492
111,3430172015,0.175,0.2,1.316188443,1.176646638,45.578218
112,3430172015,0.2,0.2,1.335244453,1.201755059,44.791472
113,3430172015,0.225,0.2,1.323592901,1.20077765,47.013773
114,3430172015,0.25,0.2,1.462879157,1.238669574,47.323651
115,3430172015,0.275,0.2,1.434761453,1.271748543,43.255984
116,3430172015,0.3,0.2,1.454375923,1.236610782,47.659541
117,3430172015,0,0.225,1.554048336,1.441048229,116.12134
118,3430172015,0.025,0.225,1.168324423,1.093094647,51.732243
119,3430172015,0.05,0.225,1.23007158,1.126834834,45.989084
120,3430172015,0.075,0.225,1.262946141,1.156196976,51.618256
121,3430172015,0.1,0.225,1.290319538,1.185681331,47.856477
122,3430172015,0.125,0.225,1.321698213,1.227389145,47.621554
123,3430172015,0.15,0.225,1.255562842,1.165514112,50.823523
124,3430172015,0.175,0.225,1.287604678,1.194946361,51.057449
125,3430172015,0.2,0.225,1.31276629,1.17253629,51.094429
126,3430172015,0.225,0.225,1.290026116,1.149936914,49.555928
127,3430172015,0.25,0.225,1.38009218,1.235452223,45.534232
128,3430172015,0.275,0.225,1.376268816,1.269526792,46.806808
129,3430172015,0.3,0.225,1.481402433,1.253374708,43.225979
130,3430172015,0,0.25,1.609837437,1.539803767,122.929132
131,3430172015,0.025,0.25,1.180550051,1.092221856,55.434022
132,3430172015,0.05,0.25,1.26622057,1.160059094,44.944424
133,3430172015,0.075,0.25,1.276326108,1.167671251,46.186018
134,3430172015,0.1,0.25,1.270470667,1.180281174,45.37231
135,3430172015,0.125,0.25,1.302844775,1.216725588,47.332657
136,3430172015,0.15,0.25,1.278604472,1.168127143,50.220712
137,3430172015,0.175,0.25,1.331644201,1.217948508,45.611207
138,3430172015,0.2,0.25,1.35724715,1.225528193,43.800794
139,3430172015,0.225,0.25,1.314168561,1.208723104,47.989434
140,3430172015,0.25,0.25,1.461817455,1.28432796,44.255647
141,3430172015,0.275,0.25,1.436246836,1.283542204,47.350644
142,3430172015,0.3,0.25,1.512559736,1.310917854,41.317627
143,3430172015,0,0.275,3.725412893,3.655653477,116.820112
144,3430172015,0.025,0.275,1.211526287,1.123669147,48.180373
145,3430172015,0.05,0.275,1.250845838,1.141748261,47.154706
146,3430172015,0.075,0.275,1.295230448,1.180868292,49.862827
147,3430172015,0.1,0.275,1.309470689,1.192061412,46.413947
148,3430172015,0.125,0.275,1.332674575,1.218978441,43.266968
149,3430172015,0.15,0.275,1.352986312,1.231895685,44.536564
150,3430172015,0.175,0.275,1.296273625,1.169442582,46.919795
151,3430172015,0.2,0.275,1.32180897,1.169463825,47.974472
152,3430172015,0.225,0.275,1.315173674,1.174246109,52.111172
153,3430172015,0.25,0.275,1.4190045,1.231253874,46.796823
154,3430172015,0.275,0.275,1.421015418,1.281210005,40.746785
155,3430172015,0.3,0.275,1.538733792,1.287029636,43.752825
156,3430172015,0,0.3,1.713493371,1.639518976,98.624011
157,3430172015,0.025,0.3,1.178877199,1.094803226,48.907148
158,3430172015,0.05,0.3,1.220178592,1.121892202,48.088405
159,3430172015,0.075,0.3,1.273609459,1.171278584,47.498597
160,3430172015,0.1,0.3,1.283578885,1.204531562,47.289664
161,3430172015,0.125,0.3,1.252644348,1.182660794,49.313005
162,3430172015,0.15,0.3,1.300667441,1.202348316,51.378336
163,3430172015,0.175,0.3,1.339890099,1.178090334,46.825814
164,3430172015,0.2,0.3,1.310087287,1.186118245,47.099735
165,3430172015,0.225,0.3,1.405183291,1.249947155,50.945477
166,3430172015,0.25,0.3,1.369222271,1.211820853,46.419941
167,3430172015,0.275,0.3,1.447860992,1.273434818,48.763191
168,3430172015,0.3,0.3,1.523518586,1.347436953,45.532232
0,2498467357,0,0,1.172281754,1.053635144,45.862172
1,2498467357,0.025,0,1.254696941,1.160486853,43.151004
2,2498467357,0.05,0,1.28148216,1.171109068,43.159001
3,2498467357,0.075,0,1.269470799,1.16888411,40.858749
4,2498467357,0.1,0,1.252959907,1.146479642,43.679847
5,2498467357,0.125,0,1.296867979,1.180092001,44.073727
6,2498467357,0.15,0,1.314199948,1.180356264,42.326272
7,2498467357,0.175,0,1.32919172,1.211990583,42.536205
8,2498467357,0.2,0,1.349562359,1.229162526,45.053389
9,2498467357,0.225,0,1.382851803,1.200663054,40.144969
10,2498467357,0.25,0,1.351008081,1.20569663,45.711175
11,2498467357,0.275,0,1.36705941,1.223003423,45.0174
12,2498467357,0.3,0,1.401230693,1.242390072,44.516563
13,2498467357,0,0.025,1.190720236,1.069671512,45.402275
14,2498467357,0.025,0.025,1.232870913,1.138599527,49.6459
15,2498467357,0.05,0.025,1.267004371,1.133948636,46.489922
16,2498467357,0.075,0.025,1.221233487,1.108841383,50.873501
17,2498467357,0.1,0.025,1.268638504,1.163996315,43.854782
18,2498467357,0.125,0.025,1.318525767,1.229545391,44.09073
19,2498467357,0.15,0.025,1.313038361,1.203905964,43.855775
20,2498467357,0.175,0.025,1.346962667,1.213505483,48.028421
21,2498467357,0.2,0.025,1.341121364,1.190015876,46.914784
22,2498467357,0.225,0.025,1.382159603,1.222758198,45.42027
23,2498467357,0.25,0.025,1.394760621,1.220627606,42.301281
24,2498467357,0.275,0.025,1.372992575,1.259849298,41.568525
25,2498467357,0.3,0.025,1.38598963,1.212589693,49.643917
26,2498467357,0,0.05,1.166194999,1.053458345,46.543933
27,2498467357,0.025,0.05,1.21084944,1.092818916,49.499946
28,2498467357,0.05,0.05,1.260229957,1.13436619,45.251322
29,2498467357,0.075,0.05,1.226303387,1.100503838,51.768251
30,2498467357,0.1,0.05,1.284888983,1.195428824,44.849445
31,2498467357,0.125,0.05,1.297864616,1.208896995,45.769155
32,2498467357,0.15,0.05,1.293740737,1.205073559,45.557226
33,2498467357,0.175,0.05,1.377539325,1.232090902,41.408571
34,2498467357,0.2,0.05,1.345944452,1.221351242,43.778791
35,2498467357,0.225,0.05,1.354506886,1.252623594,46.477926
36,2498467357,0.25,0.05,1.372483814,1.260176671,42.831108
37,2498467357,0.275,0.05,1.354744053,1.208175361,46.273994
38,2498467357,0.3,0.05,1.438732433,1.286383009,47.727518
39,2498467357,0,0.075,1.218464124,1.092989767,44.729494
40,2498467357,0.025,0.075,1.209098184,1.106402361,47.633551
41,2498467357,0.05,0.075,1.208040476,1.093153179,50.015778
42,2498467357,0.075,0.075,1.268343604,1.170777869,46.048064
43,2498467357,0.1,0.075,1.228972948,1.136497915,47.500594
44,2498467357,0.125,0.075,1.286845112,1.178079033,48.445289
45,2498467357,0.15,0.075,1.305537581,1.185618448,43.049038
46,2498467357,0.175,0.075,1.314302611,1.184258461,48.411299
47,2498467357,0.2,0.075,1.365079892,1.205718589,45.179347
48,2498467357,0.225,0.075,1.306524444,1.202520156,45.094363
49,2498467357,0.25,0.075,1.36861912,1.241199768,41.243622
50,2498467357,0.275,0.075,1.381989825,1.220316386,45.409289
51,2498467357,0.3,0.075,1.46214627,1.322748792,42.428239
52,2498467357,0,0.1,1.223113835,1.101715803,43.814789
53,2498467357,0.025,0.1,1.230198264,1.117294586,47.922457
54,2498467357,0.05,0.1,1.167158008,1.092844558,53.61561
55,2498467357,0.075,0.1,1.223471963,1.084920669,54.533313
56,2498467357,0.1,0.1,1.259513581,1.174307835,46.390951
57,2498467357,0.125,0.1,1.291497278,1.172498393,49.391991
58,2498467357,0.15,0.1,1.279030216,1.154672086,49.967815
59,2498467357,0.175,0.1,1.354959381,1.205353343,44.821462
60,2498467357,0.2,0.1,1.331554282,1.173134255,47.827487
61,2498467357,0.225,0.1,1.331439269,1.230999839,45.112369
62,2498467357,0.25,0.1,1.348621082,1.211447191,51.830205
63,2498467357,0.275,0.1,1.366225922,1.247659254,46.171025
64,2498467357,0.3,0.1,1.443282461,1.364531314,44.069708
65,2498467357,0,0.125,1.193125582,1.064702892,46.085054
66,2498467357,0.025,0.125,1.229839611,1.150660288,48.278342
67,2498467357,0.05,0.125,1.178375769,1.095817006,50.50262
68,2498467357,0.075,0.125,1.279076147,1.147759128,47.966443
69,2498467357,0.1,0.125,1.211907685,1.099686861,55.208104
70,2498467357,0.125,0.125,1.288593125,1.162584639,49.486936
71,2498467357,0.15,0.125,1.308255458,1.20386405,49.208047
72,2498467357,0.175,0.125,1.356607568,1.272361994,45.283314
73,2498467357,0.2,0.125,1.370915782,1.278608298,40.182967
74,2498467357,0.225,0.125,1.369983256,1.277068913,39.88906
75,2498467357,0.25,0.125,1.39054811,1.251080298,45.315327
76,2498467357,0.275,0.125,1.443670964,1.245429087,41.772449
77,2498467357,0.3,0.125,1.34685328,1.217144966,45.191358
78,2498467357,0,0.15,1.16080513,1.024951422,49.587919
79,2498467357,0.025,0.15,1.240976274,1.149638259,46.168026
80,2498467357,0.05,0.15,1.219850075,1.130964208,47.329652
81,2498467357,0.075,0.15,1.206604087,1.100733447,49.272022
82,2498467357,0.1,0.15,1.202882802,1.133320999,50.984453
83,2498467357,0.125,0.15,1.275677407,1.195761335,45.000405
84,2498467357,0.15,0.15,1.330214989,1.192319095,42.681157
85,2498467357,0.175,0.15,1.343672764,1.189396966,46.98976
86,2498467357,0.2,0.15,1.363205934,1.214065945,46.291984
87,2498467357,0.225,0.15,1.319638407,1.2028687,43.288961
88,2498467357,0.25,0.15,1.377679896,1.211873305,42.071386
89,2498467357,0.275,0.15,1.370559227,1.225251949,43.313958
90,2498467357,0.3,0.15,1.429155433,1.268860292,42.441237
91,2498467357,0,0.175,1.206658673,1.069599235,47.034767
92,2498467357,0.025,0.175,1.232201362,1.170371473,49.792884
93,2498467357,0.05,0.175,1.238833928,1.151499212,42.875099
94,2498467357,0.075,0.175,1.208840048,1.119946587,49.611907
95,2498467357,0.1,0.175,1.29918927,1.164920223,44.775477
96,2498467357,0.125,0.175,1.310160005,1.196993542,45.286311
97,2498467357,0.15,0.175,1.310721111,1.182872796,47.667538
98,2498467357,0.175,0.175,1.3331267,1.220167959,44.853463
99,2498467357,0.2,0.175,1.341670322,1.217394769,42.998055
100,2498467357,0.225,0.175,1.36832093,1.257483292,46.15503
101,2498467357,0.25,0.175,1.412195635,1.281112111,44.658513
102,2498467357,0.275,0.175,1.367993951,1.203467,41.655488
103,2498467357,0.3,0.175,1.388186896,1.238745546,46.550917
104,2498467357,0,0.2,1.164217174,1.049597049,48.343333
105,2498467357,0.025,0.2,1.249579191,1.125160885,45.832133
106,2498467357,0.05,0.2,1.226765513,1.135338128,50.133741
107,2498467357,0.075,0.2,1.208008492,1.092485476,49.612937
108,2498467357,0.1,0.2,1.292933249,1.151527894,46.924815
109,2498467357,0.125,0.2,1.346049976,1.23812294,44.210648
110,2498467357,0.15,0.2,1.320513797,1.155261087,45.662192
111,2498467357,0.175,0.2,1.367243886,1.252286279,44.171695
112,2498467357,0.2,0.2,1.385302925,1.19253515,44.524559
113,2498467357,0.225,0.2,1.350616693,1.223366928,44.141691
114,2498467357,0.25,0.2,1.351176369,1.235917103,44.249649
115,2498467357,0.275,0.2,1.365306044,1.211612248,44.640526
116,2498467357,0.3,0.2,1.387430966,1.257576799,45.459256
117,2498467357,0,0.225,1.152159953,1.031409502,45.419268
118,2498467357,0.025,0.225,1.210900283,1.107308257,51.280374
119,2498467357,0.05,0.225,1.213436949,1.123373616,50.38366
120,2498467357,0.075,0.225,1.179999077,1.092204726,51.931168
121,2498467357,0.1,0.225,1.278513634,1.140086186,46.256008
122,2498467357,0.125,0.225,1.297590673,1.231962514,44.957419
123,2498467357,0.15,0.225,1.352695704,1.235966206,43.300957
124,2498467357,0.175,0.225,1.360207617,1.197669792,44.741491
125,2498467357,0.2,0.225,1.343867517,1.233474708,45.002403
126,2498467357,0.225,0.225,1.322024822,1.217166185,44.797472
127,2498467357,0.25,0.225,1.379550767,1.218309426,47.909472
128,2498467357,0.275,0.225,1.382222271,1.318471956,43.249972
129,2498467357,0.3,0.225,1.386481893,1.296725762,44.786474
130,2498467357,0,0.25,1.173203528,1.069709969,42.245298
131,2498467357,0.025,0.25,1.22383579,1.11944356,45.558223
132,2498467357,0.05,0.25,1.236761427,1.128574562,47.434613
133,2498467357,0.075,0.25,1.237679279,1.130877686,50.047765
134,2498467357,0.1,0.25,1.272707105,1.173369062,47.120716
135,2498467357,0.125,0.25,1.29459765,1.19096756,43.007058
136,2498467357,0.15,0.25,1.261001015,1.173558402,44.876448
137,2498467357,0.175,0.25,1.339799321,1.203974891,45.366293
138,2498467357,0.2,0.25,1.375385284,1.253742445,44.087701
139,2498467357,0.225,0.25,1.35882175,1.235396147,44.405596
140,2498467357,0.25,0.25,1.375052309,1.260065174,40.223954
141,2498467357,0.275,0.25,1.385767543,1.214289677,45.114376
142,2498467357,0.3,0.25,1.388801229,1.260124576,41.382589
143,2498467357,0,0.275,1.160936034,1.031638563,47.409625
144,2498467357,0.025,0.275,1.210674739,1.141548347,52.284052
145,2498467357,0.05,0.275,1.204328358,1.114880109,54.723273
146,2498467357,0.075,0.275,1.237867892,1.110837781,48.985111
147,2498467357,0.1,0.275,1.270214343,1.172213268,49.105073
148,2498467357,0.125,0.275,1.31954143,1.215024579,45.292341
149,2498467357,0.15,0.275,1.313369107,1.210109651,46.777828
150,2498467357,0.175,0.275,1.351126397,1.252807724,42.810126
151,2498467357,0.2,0.275,1.321659636,1.203955519,48.594242
152,2498467357,0.225,0.275,1.352853084,1.210774505,44.670511
153,2498467357,0.25,0.275,1.391287684,1.298044574,42.479222
154,2498467357,0.275,0.275,1.404478121,1.190331757,41.792446
155,2498467357,0.3,0.275,1.391369522,1.229613054,42.663163
156,2498467357,0,0.3,1.164363205,1.060383356,52.687914
157,2498467357,0.025,0.3,1.181816518,1.079807281,48.356316
158,2498467357,0.05,0.3,1.193254328,1.092245948,50.740548
159,2498467357,0.075,0.3,1.251470053,1.129223621,51.70923
160,2498467357,0.1,0.3,1.302847636,1.18005271,45.183345
161,2498467357,0.125,0.3,1.294161463,1.191083634,48.453285
162,2498467357,0.15,0.3,1.32472651,1.197965205,41.086675
163,2498467357,0.175,0.3,1.326532102,1.220259404,41.55852
164,2498467357,0.2,0.3,1.355591416,1.24398433,45.098384
165,2498467357,0.225,0.3,1.313536346,1.204072583,46.584897
166,2498467357,0.25,0.3,1.393266249,1.267865777,40.875729
167,2498467357,0.275,0.3,1.368190074,1.204708946,42.978061
168,2498467357,0.3,0.3,1.359105575,1.229168713,45.427267
0,1314624299,0,0,1.204424083,1.108930612,41.677483
1,1314624299,0.025,0,1.22116015,1.096481252,49.143077
2,1314624299,0.05,0,1.283999622,1.194683433,44.466579
3,1314624299,0.075,0,1.245869446,1.097519302,46.336969
4,1314624299,0.1,0,1.216142762,1.072985482,48.232357
5,1314624299,0.125,0,1.270384777,1.118191099,45.468254
6,1314624299,0.15,0,1.35971905,1.166752636,47.536597
7,1314624299,0.175,0,1.351666355,1.198401427,45.959096
8,1314624299,0.2,0,1.382793462,1.242714214,43.177996
9,1314624299,0.225,0,1.285426784,1.163113129,42.760133
10,1314624299,0.25,0,1.304989529,1.168193173,41.856424
11,1314624299,0.275,0,1.353785276,1.174224496,41.738494
12,1314624299,0.3,0,1.499740946,1.231518745,43.215981
13,1314624299,0,0.025,1.16267761,1.038520813,48.955122
14,1314624299,0.025,0.025,1.282079005,1.203342164,46.594902
15,1314624299,0.05,0.025,1.238256848,1.122789264,55.876877
16,1314624299,0.075,0.025,1.224603498,1.08398782,50.272695
17,1314624299,0.1,0.025,1.228280234,1.149349654,47.921457
18,1314624299,0.125,0.025,1.267524338,1.155619657,50.974468
19,1314624299,0.15,0.025,1.347696424,1.218636155,41.576516
20,1314624299,0.175,0.025,1.312046397,1.229072416,43.256969
21,1314624299,0.2,0.025,1.264128649,1.131951654,49.07909
22,1314624299,0.225,0.025,1.338965583,1.156215739,46.83881
23,1314624299,0.25,0.025,1.326662385,1.168885636,41.064681
24,1314624299,0.275,0.025,1.28616451,1.164914501,48.588241
25,1314624299,0.3,0.025,1.304023266,1.165721416,42.883093
26,1314624299,0,0.05,1.194052744,1.082736397,46.667863
27,1314624299,0.025,0.05,1.368142188,1.249824953,44.651518
28,1314624299,0.05,0.05,1.243766165,1.147072244,53.070784
29,1314624299,0.075,0.05,1.2981812,1.171811628,44.093698
30,1314624299,0.1,0.05,1.267150295,1.152824426,46.676906
31,1314624299,0.125,0.05,1.313796771,1.1741593,45.671188
32,1314624299,0.15,0.05,1.293657982,1.192511201,45.0164
33,1314624299,0.175,0.05,1.286087489,1.143804169,48.838186
34,1314624299,0.2,0.05,1.290267432,1.176381361,45.877119
35,1314624299,0.225,0.05,1.305577064,1.174825847,42.532206
36,1314624299,0.25,0.05,1.305378103,1.213560164,39.543173
37,1314624299,0.275,0.05,1.329686451,1.24189465,41.117665
38,1314624299,0.3,0.05,1.359467852,1.241913438,43.609855
39,1314624299,0,0.075,1.162658095,1.04308871,50.791526
40,1314624299,0.025,0.075,1.282689106,1.178693628,45.877118
41,1314624299,0.05,0.075,1.275540054,1.171039653,52.681912
42,1314624299,0.075,0.075,1.21747545,1.111853254,50.159795
43,1314624299,0.1,0.075,1.276251876,1.165928221,43.19599
44,1314624299,0.125,0.075,1.212074554,1.09514389,48.418295
45,1314624299,0.15,0.075,1.29663167,1.177648675,49.012105
46,1314624299,0.175,0.075,1.273697102,1.123166025,48.357324
47,1314624299,0.2,0.075,1.305392945,1.181369019,46.160033
48,1314624299,0.225,0.075,1.33544147,1.18913523,44.453582
49,1314624299,0.25,0.075,1.233184159,1.146840763,44.798469
50,1314624299,0.275,0.075,1.332998991,1.185852122,48.646228
51,1314624299,0.3,0.075,1.363693166,1.227973628,45.115379
52,1314624299,0,0.1,1.26310823,1.188339901,52.221061
53,1314624299,0.025,0.1,1.233487988,1.15232414,49.440974
54,1314624299,0.05,0.1,1.244644165,1.136658883,48.936143
55,1314624299,0.075,0.1,1.26242851,1.151402271,45.718171
56,1314624299,0.1,0.1,1.284206176,1.167885971,42.570192
57,1314624299,0.125,0.1,1.252800512,1.166240966,45.282316
58,1314624299,0.15,0.1,1.308014631,1.181827235,43.475899
59,1314624299,0.175,0.1,1.335318804,1.198054075,44.733492
60,1314624299,0.2,0.1,1.232607758,1.091752839,48.045424
61,1314624299,0.225,0.1,1.361869466,1.208152127,45.690203
62,1314624299,0.25,0.1,1.269576621,1.148283064,45.19934
63,1314624299,0.275,0.1,1.320440543,1.186253583,45.296308
64,1314624299,0.3,0.1,1.363358426,1.252281857,43.7858
65,1314624299,0,0.125,1.166347873,1.086467826,49.873826
66,1314624299,0.025,0.125,1.278538597,1.175626588,47.694547
67,1314624299,0.05,0.125,1.237205446,1.113285267,51.73822
68,1314624299,0.075,0.125,1.250791454,1.137663686,47.705529
69,1314624299,0.1,0.125,1.233057034,1.133646107,49.91981
70,1314624299,0.125,0.125,1.266859198,1.155556333,47.136722
71,1314624299,0.15,0.125,1.315204477,1.180979991,42.680171
72,1314624299,0.175,0.125,1.339484763,1.165373278,43.300956
73,1314624299,0.2,0.125,1.312846136,1.174632525,44.706499
74,1314624299,0.225,0.125,1.395077586,1.245540118,48.916135
75,1314624299,0.25,0.125,1.290748835,1.111406147,47.002754
76,1314624299,0.275,0.125,1.326870215,1.212033927,44.294639
77,1314624299,0.3,0.125,1.295950973,1.202743053,49.903814
78,1314624299,0,0.15,1.15971514,1.049201107,48.4703
79,1314624299,0.025,0.15,1.32630496,1.237481308,49.725873
80,1314624299,0.05,0.15,1.20892539,1.061266494,51.037444
81,1314624299,0.075,0.15,1.316411948,1.178515577,40.777773
82,1314624299,0.1,0.15,1.299012709,1.193915856,42.058358
83,1314624299,0.125,0.15,1.299525285,1.173259783,45.009401
84,1314624299,0.15,0.15,1.245844388,1.185637653,49.221033
85,1314624299,0.175,0.15,1.302863848,1.171618962,46.771828
86,1314624299,0.2,0.15,1.337755501,1.205347812,48.678212
87,1314624299,0.225,0.15,1.32958554,1.197244847,47.069732
88,1314624299,0.25,0.15,1.246379888,1.16192863,47.57057
89,1314624299,0.275,0.15,1.28181268,1.195506167,47.259669
90,1314624299,0.3,0.15,1.328941739,1.215755415,46.759832
91,1314624299,0,0.175,1.171267056,1.065458333,46.936775
92,1314624299,0.025,0.175,1.274793029,1.166261923,45.305306
93,1314624299,0.05,0.175,1.194933581,1.079333234,54.386358
94,1314624299,0.075,0.175,1.289838326,1.145124972,46.67686
95,1314624299,0.1,0.175,1.275120556,1.188821328,44.610528
96,1314624299,0.125,0.175,1.237587392,1.14473505,46.73984
97,1314624299,0.15,0.175,1.290695167,1.177915168,56.87958
98,1314624299,0.175,0.175,1.306291473,1.205040264,46.314978
99,1314624299,0.2,0.175,1.299315774,1.19793601,45.36632
100,1314624299,0.225,0.175,1.332239079,1.180967653,46.926788
101,1314624299,0.25,0.175,1.260198736,1.171198845,44.698503
102,1314624299,0.275,0.175,1.344165635,1.189034438,44.375607
103,1314624299,0.3,0.175,1.367357433,1.257085156,48.294335
104,1314624299,0,0.2,1.166502428,1.053910244,49.737868
105,1314624299,0.025,0.2,1.19507395,1.074165606,51.927157
106,1314624299,0.05,0.2,1.25782671,1.159355927,53.853541
107,1314624299,0.075,0.2,1.304100609,1.183702993,43.601858
108,1314624299,0.1,0.2,1.291609538,1.183577442,49.54993
109,1314624299,0.125,0.2,1.317409635,1.211070776,48.175375
110,1314624299,0.15,0.2,1.264947724,1.089782679,49.910814
111,1314624299,0.175,0.2,1.300110579,1.177073014,44.435588
112,1314624299,0.2,0.2,1.259230506,1.150360882,51.29737
113,1314624299,0.225,0.2,1.301957667,1.124851131,47.992432
114,1314624299,0.25,0.2,1.257796359,1.108563876,46.718848
115,1314624299,0.275,0.2,1.280976057,1.165139318,48.1404
116,1314624299,0.3,0.2,1.355131304,1.224848485,44.164674
117,1314624299,0,0.225,1.313015103,1.236833405,45.765156
118,1314624299,0.025,0.225,1.331265092,1.234276748,45.999081
119,1314624299,0.05,0.225,1.349107111,1.217847109,41.364581
120,1314624299,0.075,0.225,1.351406646,1.25804261,44.094698
121,1314624299,0.1,0.225,1.270029187,1.189934599,41.485549
122,1314624299,0.125,0.225,1.314818525,1.1863796,44.329623
123,1314624299,0.15,0.225,1.305785596,1.154653275,42.540203
124,1314624299,0.175,0.225,1.299673045,1.168469679,47.856477
125,1314624299,0.2,0.225,1.274134755,1.181172562,47.139712
126,1314624299,0.225,0.225,1.351369607,1.22751298,47.631552
127,1314624299,0.25,0.225,1.305304646,1.18312887,39.491193
128,1314624299,0.275,0.225,1.273070788,1.161368096,47.265671
129,1314624299,0.3,0.225,1.357199299,1.197663927,47.251677
130,1314624299,0,0.25,1.201942384,1.116207194,47.086751
131,1314624299,0.025,0.25,1.273365629,1.161918354,46.907785
132,1314624299,0.05,0.25,1.358280051,1.248422921,44.450584
133,1314624299,0.075,0.25,1.339979398,1.182937932,41.395591
134,1314624299,0.1,0.25,1.246113217,1.176018608,48.329332
135,1314624299,0.125,0.25,1.290078259,1.189681637,41.18364
136,1314624299,0.15,0.25,1.309062922,1.163092434,45.05242
137,1314624299,0.175,0.25,1.292198718,1.136127484,46.44396
138,1314624299,0.2,0.25,1.287956893,1.182962894,43.869773
139,1314624299,0.225,0.25,1.317184949,1.185663497,48.195367
140,1314624299,0.25,0.25,1.254076791,1.141960716,49.996783
141,1314624299,0.275,0.25,1.305406797,1.180216169,42.473225
142,1314624299,0.3,0.25,1.308681834,1.157841492,46.906788
143,1314624299,0,0.275,1.213741016,1.103411031,48.097403
144,1314624299,0.025,0.275,1.331044114,1.256697822,44.992409
145,1314624299,0.05,0.275,1.161154723,1.005397952,54.068464
146,1314624299,0.075,0.275,1.305514371,1.182497954,44.24165
147,1314624299,0.1,0.275,1.320514941,1.189712667,44.565546
148,1314624299,0.125,0.275,1.322500002,1.18606503,42.541212
149,1314624299,0.15,0.275,1.315008068,1.182743645,44.856451
150,1314624299,0.175,0.275,1.277723789,1.181801534,48.188386
151,1314624299,0.2,0.275,1.26755439,1.154265797,48.296337
152,1314624299,0.225,0.275,1.338236654,1.143314743,48.19237
153,1314624299,0.25,0.275,1.272665083,1.174754751,45.223333
154,1314624299,0.275,0.275,1.308601356,1.189600384,44.911422
155,1314624299,0.3,0.275,1.361003041,1.251896513,45.886138
156,1314624299,0,0.3,1.211912227,1.092527282,47.310656
157,1314624299,0.025,0.3,1.255818927,1.178295362,51.957151
158,1314624299,0.05,0.3,1.233445597,1.111139429,50.62858
159,1314624299,0.075,0.3,1.302328086,1.215815628,47.80451
160,1314624299,0.1,0.3,1.333771324,1.209142637,45.003405
161,1314624299,0.125,0.3,1.307703686,1.172962272,43.152003
162,1314624299,0.15,0.3,1.279252064,1.170975292,51.08843
163,1314624299,0.175,0.3,1.316013002,1.181660914,44.070705
164,1314624299,0.2,0.3,1.286549246,1.177016056,49.736871
165,1314624299,0.225,0.3,1.305910504,1.14591434,48.886159
166,1314624299,0.25,0.3,1.308772361,1.152513897,42.78414
167,1314624299,0.275,0.3,1.318901205,1.20800519,44.937427
168,1314624299,0.3,0.3,1.366123986,1.212591422,47.4846
0,767459593,0,0,12.93584347,12.93584347,27.995922
1,767459593,0.025,0,1.211488914,1.095260799,46.956758
2,767459593,0.05,0,1.202357304,1.124283814,44.722496
3,767459593,0.075,0,1.274988198,1.165356457,43.336931
4,767459593,0.1,0,1.23564887,1.129359078,47.114719
5,767459593,0.125,0,1.268566859,1.178891921,47.341655
6,767459593,0.15,0,1.260644257,1.176309657,45.421266
7,767459593,0.175,0,1.258875644,1.177653754,44.292632
8,767459593,0.2,0,1.301777387,1.174036825,41.654489
9,767459593,0.225,0,1.331490886,1.21875124,41.347589
10,767459593,0.25,0,1.337710452,1.166928339,43.728831
11,767459593,0.275,0,1.396136904,1.229039907,41.540532
12,767459593,0.3,0,1.386630476,1.275215483,45.11237
13,767459593,0,0.025,12.93584347,12.93584347,30.165215
14,767459593,0.025,0.025,1.304447603,1.199534321,43.770804
15,767459593,0.05,0.025,1.168632424,1.074671531,59.943558
16,767459593,0.075,0.025,1.235037398,1.159420049,47.156705
17,767459593,0.1,0.025,1.278742218,1.169413495,47.882546
18,767459593,0.125,0.025,1.251930416,1.148181748,48.671229
19,767459593,0.15,0.025,1.310606873,1.166721904,45.608206
20,767459593,0.175,0.025,1.33902396,1.227861905,41.894412
21,767459593,0.2,0.025,1.289784658,1.155872023,46.692856
22,767459593,0.225,0.025,1.34477216,1.208234751,49.261038
23,767459593,0.25,0.025,1.273756742,1.166757405,45.877121
24,767459593,0.275,0.025,1.299155867,1.197353065,47.427616
25,767459593,0.3,0.025,1.315998149,1.175735009,45.281313
26,767459593,0,0.05,12.93584347,12.93584347,30.132225
27,767459593,0.025,0.05,1.258715367,1.142583263,49.0221
28,767459593,0.05,0.05,1.222702754,1.111008203,49.559924
29,767459593,0.075,0.05,1.262943172,1.144971144,43.045037
30,767459593,0.1,0.05,1.286649895,1.207531762,45.020436
31,767459593,0.125,0.05,1.283986855,1.166386473,46.995759
32,767459593,0.15,0.05,1.288747883,1.170055163,46.693885
33,767459593,0.175,0.05,1.261560142,1.150180924,45.197342
34,767459593,0.2,0.05,1.226086533,1.123809481,50.270696
