iteration,seed,dense_layers,learning_rate,optimizer,activation,dropout,rnn_type,rnn_size,rnn_activation,rnn_dropout,last_activation,last_perf,min_perf,time
1,279730294,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.213506103,1.091257071,52.284067
0,218703730,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.299679744,1.139119613,48.165401
1,218703730,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,3.146328831,1.482178462,46.850826
0,376165406,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.2823856,1.159415698,43.586884
1,376165406,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.199990916,1.025719392,46.620903
0,357732735,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.237596416,1.14791522,48.576263
1,357732735,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.192099345,1.082469916,45.498283
0,1451448993,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.228708911,1.132432926,56.489704
1,1451448993,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.262052536,1.157454491,47.43264
0,2530373360,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.237972176,1.117500639,48.688242
1,2530373360,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.208781934,1.134413433,49.135091
0,987293500,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.266254437,1.158866656,48.231395
1,987293500,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.234145963,1.099970722,46.794847
0,2315537060,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.265982926,1.167186391,50.70662
1,2315537060,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.198066199,1.07512641,43.987755
0,1354810360,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.301445282,1.171143055,45.602234
1,1354810360,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.239939356,1.125432563,47.820512
0,1714879183,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.223415732,1.14174459,46.783833
1,1714879183,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.218241918,1.123485732,48.052461
0,3930305539,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.245936215,1.125640309,43.845803
1,3930305539,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.247917259,1.091527462,49.809868
0,3289830076,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.356948066,1.198250699,48.414321
1,3289830076,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.203198636,1.112376142,54.180453
0,149977562,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.292731071,1.149156237,45.347312
1,149977562,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.21154108,1.075304282,43.231999
0,1383874329,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.279473782,1.19935106,48.796193
1,1383874329,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.244958246,1.159035122,47.241706
0,4086446446,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.239701378,1.14497571,45.633219
1,4086446446,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.277166104,1.221056664,44.027744
0,4212888144,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.29629364,1.143824768,42.506239
1,4212888144,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.312214756,1.191335809,41.096689
0,4211829412,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.337741315,1.197016525,43.805813
1,4211829412,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.202622128,1.078716207,48.657248
0,2763697414,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.276983809,1.147650182,52.221087
1,2763697414,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.294444096,1.165933561,43.715843
0,3882888296,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.170782244,1.05043056,56.293772
1,3882888296,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.225399745,1.10330013,46.275013
0,1877479718,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.222551227,1.078131568,47.33967
1,1877479718,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.256356204,1.156092155,46.131058
0,2872218695,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.29872371,1.181633711,47.232726
1,2872218695,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.224633276,1.106506062,48.243383
0,3270733138,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.230416358,1.12056098,46.969795
1,3270733138,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.298057246,1.190600514,39.78712
0,1500534598,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.29695586,1.183129859,46.029099
1,1500534598,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.289103127,1.197156215,57.962233
0,680829999,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.290110266,1.172814322,46.962732
1,680829999,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.248365843,1.142074883,45.21436
0,3956471272,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.20169338,1.07608428,51.123442
1,3956471272,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,2.025743532,1.621934056,39.586166
0,2995118737,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.237336099,1.148898554,48.996135
1,2995118737,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.294257569,1.129746306,41.699493
0,2630761536,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.273058534,1.174820352,47.268694
1,2630761536,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.253658152,1.163224018,43.125022
0,809224430,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.255896354,1.168647599,43.465922
1,809224430,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.197276092,1.090368259,44.384624
0,205468284,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.241534364,1.156153977,48.765246
1,205468284,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.250521934,1.120418906,45.676207
0,3024846322,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.262665677,1.151816761,50.761784
1,3024846322,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.256023121,1.092040968,45.218344
0,2665396798,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.306312287,1.194022727,49.634926
1,2665396798,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.306536388,1.181703675,41.430575
0,56911771,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.257401252,1.166300261,43.464922
1,56911771,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.243955898,1.153148592,43.511906
0,3241786342,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.215906179,1.096071076,48.379248
1,3241786342,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.296119583,1.163589668,42.339284
0,750067668,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.279922175,1.191542757,48.283367
1,750067668,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.286243689,1.142195094,40.805784
0,2426370431,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.224576104,1.105280566,49.656919
1,2426370431,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,2.404608369,1.65399096,41.31662
0,240645349,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.270377386,1.154863203,42.435265
1,240645349,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.286709261,1.156944978,45.036461
0,2419410330,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.23248651,1.110251927,47.094751
1,2419410330,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.257950187,1.101083136,44.424633
0,46497599,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.348958898,1.194791293,44.877467
1,46497599,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.258860683,1.136453712,48.070433
0,3793779608,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.289018345,1.142085171,46.805843
1,3793779608,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.226647317,1.122489536,45.132383
0,2761730371,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.183131862,1.116000402,55.16917
1,2761730371,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.245588267,1.131064451,43.590884
0,2317571207,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.335055268,1.225938857,41.654572
1,2317571207,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.271216524,1.185558701,39.743195
0,3087789670,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.258940864,1.12882967,43.427937
1,3087789670,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.251957738,1.170650113,42.132365
0,1230232262,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.243204689,1.1332829,44.812486
1,1230232262,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.232915056,1.116165733,46.873847
0,147112133,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.228286731,1.110377276,51.710267
1,147112133,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.271916139,1.178891599,41.388594
0,2970078957,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.286891842,1.176736987,49.461981
1,2970078957,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.299357414,1.184493887,40.095034
0,929246203,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.306865585,1.1568524,46.547949
1,929246203,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.255733204,1.165202701,42.152348
0,360553703,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.204954362,1.111742187,48.902162
1,360553703,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.244345117,1.132044721,47.442694
0,1432863570,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.283944774,1.152019429,46.431004
1,1432863570,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.171207452,1.044249475,48.171414
0,278686735,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.293033218,1.174992013,49.012124
1,278686735,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.212623847,1.105369818,45.308334
0,2422136716,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.295701849,1.173936021,50.512641
1,2422136716,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.264510989,1.171223056,42.733138
0,531982530,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.270058513,1.155599749,44.071714
1,531982530,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.304627621,1.121326077,45.608228
0,1062533807,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.266137254,1.08033067,48.355366
1,1062533807,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.231410384,1.123059666,46.374012
0,602900524,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.25246861,1.142076075,46.55084
1,602900524,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.250550115,1.167939126,46.529951
0,1880597992,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.184911561,1.070444167,53.041902
1,1880597992,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.352315211,1.225291443,44.460622
0,2743762388,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.230549848,1.125077617,46.749851
1,2743762388,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.288986421,1.158964145,43.29897
0,2036835952,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.355838346,1.213447094,40.725817
1,2036835952,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.220535052,1.065029073,46.609915
0,1673126943,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.273639286,1.144335592,46.54532
1,1673126943,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.248693895,1.122669196,45.406291
0,2606708950,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.253158307,1.168157554,44.050732
1,2606708950,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.268308353,1.166638768,40.290966
0,364924154,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.328089046,1.21008414,47.378657
1,364924154,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.275623608,1.14987092,46.883815
0,1984906107,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.235469151,1.094484079,49.132092
1,1984906107,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.299481857,1.156412542,42.569208
0,850586538,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.296229756,1.184718263,50.201755
1,850586538,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,2.812664819,1.545330799,45.712111
0,2306248505,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.265790033,1.152787316,42.474262
1,2306248505,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.229544258,1.134886372,46.815827
0,3893057773,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.236187315,1.128856611,49.158115
1,3893057773,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.270653486,1.085719585,43.910777
0,1018441131,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.286297905,1.163740587,49.657926
1,1018441131,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.252797794,1.150077724,48.895157
0,1795659266,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.294969249,1.19999429,44.693529
1,1795659266,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.233512092,1.12747345,47.143735
0,66199122,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.355857515,1.234079599,45.481292
1,66199122,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.291619515,1.117900431,40.316951
0,1490793073,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.278492785,1.156239605,46.857823
1,1490793073,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.216364014,1.104882038,45.619239
0,4069617656,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.296059692,1.193362224,45.979109
1,4069617656,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.269671226,1.182560635,51.534309
0,3499066377,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.29413209,1.145953262,44.233694
1,3499066377,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.258424497,1.165708172,43.582926
0,984482326,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.245547259,1.123227727,51.682285
1,984482326,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.19785037,1.071065235,48.349343
0,3697330164,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.266036892,1.109697771,45.840168
1,3697330164,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.288089132,1.185024226,42.87712
0,906894787,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.259048879,1.146636772,41.625368
1,906894787,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.241450667,1.142830813,48.246374
0,1970021487,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.227300513,1.064813364,47.739543
1,1970021487,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.31155653,1.166763234,40.545867
0,2959070543,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.233124113,1.180207658,52.840886
1,2959070543,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.223353076,1.089706731,47.249701
0,1586631768,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.288095927,1.187641203,46.975784
1,1586631768,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.261270154,1.12391808,48.727262
0,3378175238,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.298136961,1.164737535,48.248378
1,3378175238,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.266828549,1.16889739,44.240688
0,3389793232,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.229319501,1.10261786,44.000757
1,3389793232,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.233080482,1.089199698,46.418024
0,3790394804,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.287615013,1.166915011,42.399267
1,3790394804,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,leaky_relu,0.1,lstm,230,tanh,0.1,relu,1.234848464,1.09049046,45.246345
0,127597928,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.1,lstm,230,tanh,0.1,relu,1.260036135,1.144740057,47.685573
