iteration,seed,activation,rnn_activation,last_perf,min_perf,time
in,in,in,in,out,out,out
int,float,str,str,float,float,float
0,2917910295,relu,tanh,1.302322078,1.174125111,47.250138
1,2917910295,relu,relu,1.310150743,1.130244291,47.294999
0,3571281231,relu,tanh,1.220145178,1.122180712,47.668168
1,3571281231,relu,relu,1.265846598,1.185841978,48.247001
0,1781758496,relu,tanh,1.231624007,1.132217991,52.076096
1,1781758496,relu,relu,1.301471722,1.138572979,49.453337
0,2112573045,relu,tanh,1.278080487,1.135555291,47.139009
1,2112573045,relu,relu,1.277944791,1.170792699,49.076094
0,333828904,relu,tanh,1.182870185,1.107868719,50.960731
1,333828904,relu,relu,1.269880068,1.125405884,48.691383
0,3214189557,relu,tanh,1.350859857,1.212336814,47.800004
1,3214189557,relu,relu,1.346585894,1.246553946,47.053364
0,294390744,relu,tanh,1.2847404,1.184269106,47.793132
1,294390744,relu,relu,1.317515373,1.181903327,47.624112
0,1823772611,relu,tanh,1.30163368,1.173162973,48.748917
1,1823772611,relu,relu,1.280806911,1.157883787,49.979703
0,3484064995,relu,tanh,1.336226439,1.199705231,47.584895
1,3484064995,relu,relu,1.356502533,1.182870328,46.019338
0,2785618176,relu,tanh,1.170540166,1.091371667,50.980164
1,2785618176,relu,relu,1.275228024,1.180567789,48.146272
0,1478667064,relu,tanh,1.244583464,1.07914325,49.090039
1,1478667064,relu,relu,1.348188031,1.246448863,49.124559
0,734244665,relu,tanh,1.285945535,1.17850064,49.214917
1,734244665,relu,relu,1.32344501,1.157316005,48.550709
0,2056010955,relu,tanh,1.231143773,1.138484931,47.231032
1,2056010955,relu,relu,1.350978231,1.206075013,47.339362
0,4270505259,relu,tanh,1.317632115,1.160120082,46.606949
1,4270505259,relu,relu,1.321715105,1.1964697,48.672666
0,1823030788,relu,tanh,1.288586855,1.159686446,47.000054
1,1823030788,relu,relu,1.351375782,1.183969069,49.248013
0,486511073,relu,tanh,1.169585896,1.072830999,50.723732
1,486511073,relu,relu,1.292086637,1.188095808,47.90422
0,772611730,relu,tanh,1.246730912,1.119875705,49.232021
1,772611730,relu,relu,1.378092301,1.232474685,50.817548
0,1177456398,relu,tanh,1.214885294,1.108029282,49.367341
1,1177456398,relu,relu,1.315961754,1.204128468,46.496142
0,1017998982,relu,tanh,1.208379519,1.111893058,49.736217
1,1017998982,relu,relu,1.321816421,1.189226282,47.145864
0,3137092669,relu,tanh,1.368513048,1.186873257,48.131426
1,3137092669,relu,relu,1.322408581,1.194316387,45.849363
0,2615273847,relu,tanh,1.278029382,1.152446938,47.187041
1,2615273847,relu,relu,1.388187993,1.22117641,44.752884
0,2838787999,relu,tanh,1.241855478,1.113766348,48.225646
1,2838787999,relu,relu,1.324860787,1.181432688,45.775968
0,1682413477,relu,tanh,1.311708164,1.173931408,46.747178
1,1682413477,relu,relu,1.355088973,1.207155335,47.042131
0,1745023970,relu,tanh,1.253341675,1.140077055,49.125449
1,1745023970,relu,relu,1.305544555,1.210735297,47.160576
0,1108333237,relu,tanh,1.322728145,1.142542398,46.630662
1,1108333237,relu,relu,1.311440122,1.22683146,46.676867
0,3794279429,relu,tanh,1.214642513,1.108673382,50.437211
1,3794279429,relu,relu,1.32269094,1.17679826,47.742145
0,1133514144,relu,tanh,1.296447051,1.212462175,47.083854
1,1133514144,relu,relu,1.332939291,1.19851073,48.647408
0,2987683558,relu,tanh,1.244499946,1.138628006,48.886503
1,2987683558,relu,relu,1.325456035,1.216902125,48.029456
0,111664916,relu,tanh,1.284389114,1.180305779,47.810757
1,111664916,relu,relu,1.336245263,1.204497302,50.452901
0,3480536570,relu,tanh,1.319173539,1.192645979,48.459054
1,3480536570,relu,relu,1.261525452,1.127982056,47.523058
0,1244562093,relu,tanh,1.248054481,1.062764668,48.519004
1,1244562093,relu,relu,2.096647537,1.902958202,45.445647
0,4015243749,relu,tanh,1.153593636,1.077257967,50.110901
1,4015243749,relu,relu,1.272371316,1.15477308,45.524644
0,3413825306,relu,tanh,1.262247455,1.142899144,48.747778
1,3413825306,relu,relu,1.261688328,1.14073385,48.204785
0,349629,relu,tanh,1.179301417,1.071119714,47.718128
1,349629,relu,relu,1.276100945,1.171264231,47.484684
0,2228154857,relu,tanh,1.31792984,1.167538154,48.634842
1,2228154857,relu,relu,1.330084646,1.227186084,45.890752
0,3694527085,relu,tanh,1.30786773,1.192869353,48.106156
1,3694527085,relu,relu,1.304119289,1.178635311,53.146125
0,1714859017,relu,tanh,1.254395032,1.120482111,47.008261
1,1714859017,relu,relu,1.316875505,1.204614663,46.453822
0,3026130878,relu,tanh,1.287123156,1.185051191,48.136069
1,3026130878,relu,relu,1.3536268,1.199139011,47.059516
0,2782673124,relu,tanh,1.354368079,1.272027946,45.439187
1,2782673124,relu,relu,1.312578213,1.167026365,46.937436
0,3048766629,relu,tanh,1.23801614,1.163715804,48.26302
1,3048766629,relu,relu,1.388579679,1.165698838,47.174205
0,2893458429,relu,tanh,1.206782329,1.078602767,51.251621
1,2893458429,relu,relu,1.343582129,1.206803823,47.830526
0,353269984,relu,tanh,1.308962035,1.179294562,45.227231
1,353269984,relu,relu,1.312529397,1.147356999,45.29338
0,671307279,relu,tanh,1.254673398,1.149037051,46.411012
1,671307279,relu,relu,1.357634842,1.17054652,45.213759
0,283568788,relu,tanh,1.301416671,1.20967133,47.90272
1,283568788,relu,relu,1.287768972,1.132789993,48.996992
0,1796854099,relu,tanh,1.289721406,1.156014812,48.425289
1,1796854099,relu,relu,1.259959197,1.139367926,46.22474
0,2564873944,relu,tanh,1.356010413,1.264760673,52.723843
1,2564873944,relu,relu,1.33808651,1.1951249,49.526271
0,3604857969,relu,tanh,1.318747282,1.246533096,47.390983
1,3604857969,relu,relu,1.372141886,1.23575623,48.414051
0,1101168778,relu,tanh,1.320014286,1.229685295,47.380487
1,1101168778,relu,relu,1.413562119,1.285598516,54.661556
0,3197926004,relu,tanh,1.272100103,1.137515485,48.800594
1,3197926004,relu,relu,1.279825199,1.1509166,48.180325
0,1025679361,relu,tanh,1.337551069,1.206419921,44.995731
1,1025679361,relu,relu,1.269466996,1.133449841,47.307106
0,1453332711,relu,tanh,1.296383631,1.181596267,46.06987
1,1453332711,relu,relu,1.413198161,1.325153923,50.259411
0,585230803,relu,tanh,1.254186344,1.143288338,51.767507
1,585230803,relu,relu,1.339586449,1.24215765,48.14212
0,807309426,relu,tanh,1.32211206,1.251179969,49.113461
1,807309426,relu,relu,1.369323599,1.218328905,48.774884
0,1244538448,relu,tanh,1.281627738,1.167947376,47.434036
1,1244538448,relu,relu,1.381638396,1.269275773,54.708196
0,4226929468,relu,tanh,1.198481774,1.113383591,51.818911
1,4226929468,relu,relu,1.398791039,1.205696666,49.528938
0,3687438345,relu,tanh,1.32726115,1.229469216,50.134554
1,3687438345,relu,relu,1.230565965,1.12102561,49.050282
0,3273306374,relu,tanh,1.210587347,1.118188465,50.622804
1,3273306374,relu,relu,1.279040802,1.163633454,50.869126
0,2305955938,relu,tanh,1.186759448,1.081828439,54.7286
1,2305955938,relu,relu,1.332937181,1.1746539,51.255641
0,2276681809,relu,tanh,1.289016378,1.170051575,50.616067
1,2276681809,relu,relu,1.289005709,1.190265596,51.620399
0,4146059794,relu,tanh,1.275945079,1.182847142,50.288661
1,4146059794,relu,relu,1.256799209,1.141530657,50.19919
0,1654503713,relu,tanh,1.266384041,1.16845479,51.975091
1,1654503713,relu,relu,1.229113662,1.097416842,52.423467
0,3970594347,relu,tanh,1.22419461,1.117283392,51.649988
1,3970594347,relu,relu,1.279219151,1.156588781,50.581747
0,4216791286,relu,tanh,1.364809144,1.240037143,50.561356
1,4216791286,relu,relu,1.253070259,1.106538296,48.130239
0,777219900,relu,tanh,1.287769675,1.167765999,51.502336
1,777219900,relu,relu,1.268276632,1.168005395,48.004485
0,3639873340,relu,tanh,1.213170421,1.126801813,52.821174
1,3639873340,relu,relu,1.30918982,1.199156046,49.535102
0,735075288,relu,tanh,1.239561808,1.079154372,51.267776
1,735075288,relu,relu,1.300616443,1.198827851,51.496533
0,1264184676,relu,tanh,1.274710655,1.150086725,47.447769
1,1264184676,relu,relu,1.345640039,1.204831707,52.911399
0,3991367445,relu,tanh,1.2543504,1.141639757,50.495967
1,3991367445,relu,relu,1.292388737,1.165955985,48.481082
0,1484959450,relu,tanh,1.25643779,1.133162558,49.356847
1,1484959450,relu,relu,1.306063104,1.17071209,46.832361
0,3943105047,relu,tanh,1.301787627,1.226660931,47.276554
1,3943105047,relu,relu,1.298228109,1.14505918,48.121902
0,1030775745,relu,tanh,1.314438403,1.21744293,50.416392
1,1030775745,relu,relu,1.333984113,1.144877732,46.453534
0,3583824459,relu,tanh,1.2034603,1.089406383,50.448306
1,3583824459,relu,relu,1.392732286,1.198571229,46.343799
0,4026235575,relu,tanh,1.304670012,1.195594442,47.857003
1,4026235575,relu,relu,1.284954071,1.155445254,45.606532
0,128952656,relu,tanh,1.282122421,1.183120811,48.419338
1,128952656,relu,relu,1.316626835,1.203266907,45.331085
0,2281148886,relu,tanh,1.223803139,1.130781722,50.943464
1,2281148886,relu,relu,2.112934947,1.922354746,46.126075
0,3998163014,relu,tanh,1.273641527,1.15628134,46.979148
1,3998163014,relu,relu,1.263863194,1.140017116,49.874893
0,1995684500,relu,tanh,1.333499098,1.220217884,47.561639
1,1995684500,relu,relu,1.26012373,1.156688523,49.391923
0,2746066464,relu,tanh,1.21357094,1.122113097,47.442677
1,2746066464,relu,relu,1.324273264,1.163087034,46.578272
0,271559638,relu,tanh,1.273597062,1.11365236,50.810824
1,271559638,relu,relu,1.3171978,1.196801472,44.939642
0,3061203869,relu,tanh,1.186368704,1.091979814,47.115525
1,3061203869,relu,relu,1.356685531,1.191125524,48.012265
0,4089518252,relu,tanh,1.267359495,1.14420718,48.94347
1,4089518252,relu,relu,1.338098037,1.177959013,49.698956
0,3677164490,relu,tanh,1.262049556,1.158181024,45.734017
1,3677164490,relu,relu,1.34588635,1.190248334,47.463376
0,2704627502,relu,tanh,1.19103632,1.080423307,54.731762
1,2704627502,relu,relu,1.287296343,1.168823349,47.221246
0,220235315,relu,tanh,1.328614545,1.192726696,47.823599
1,220235315,relu,relu,1.251712406,1.162174928,49.727709
0,779064587,relu,tanh,1.204095364,1.11169523,47.442002
1,779064587,relu,relu,1.272355616,1.152578151,46.251962
0,1765765747,relu,tanh,1.245097816,1.138907838,52.194262
1,1765765747,relu,relu,1.326530755,1.202059639,49.087338
0,3871032682,relu,tanh,1.225091326,1.118629813,49.113245
1,3871032682,relu,relu,1.274584115,1.161673605,45.878363
0,705610244,relu,tanh,1.307053959,1.161793005,45.372084
1,705610244,relu,relu,1.433087909,1.243058634,45.57216
0,816447154,relu,tanh,1.222636759,1.126756811,47.722098
1,816447154,relu,relu,1.335409939,1.24070878,44.469398
0,2982437439,relu,tanh,1.234219909,1.119815683,52.478449
1,2982437439,relu,relu,1.289440382,1.177199173,48.242325
0,1592820732,relu,tanh,1.307542408,1.227038622,46.904973
1,1592820732,relu,relu,1.323410797,1.245743442,54.207748
0,1854617280,relu,tanh,1.255335212,1.132011962,49.137805
1,1854617280,relu,relu,1.333143008,1.202888358,49.077631
0,4292922678,relu,tanh,1.222987187,1.144603026,50.887542
1,4292922678,relu,relu,1.28692528,1.202700496,48.186486
0,2614120605,relu,tanh,1.252497816,1.154394901,49.923342
1,2614120605,relu,relu,1.329000378,1.19966085,46.714971
0,210564421,relu,tanh,1.264652979,1.15753479,47.970941
1,210564421,relu,relu,1.313932967,1.180730653,47.72781
0,4060246167,relu,tanh,1.315692508,1.178221118,47.945975
1,4060246167,relu,relu,1.306044602,1.183776319,46.810164
0,3003962486,relu,tanh,1.28046577,1.204344618,46.852684
1,3003962486,relu,relu,1.325445962,1.207869411,51.062108
0,1226764178,relu,tanh,1.217979848,1.134658444,51.470846
1,1226764178,relu,relu,1.328344572,1.20417304,45.869306
0,1378119084,relu,tanh,1.290693521,1.164845634,47.112258
1,1378119084,relu,relu,1.30914818,1.183073902,47.38613
0,1107171278,relu,tanh,1.334808087,1.229835391,45.825824
1,1107171278,relu,relu,1.328611732,1.244947672,49.589654
0,1081023226,relu,tanh,1.262875295,1.152970898,48.469796
1,1081023226,relu,relu,1.298515344,1.173641264,48.68236
0,2084728384,relu,tanh,1.224525678,1.119236815,53.15997
1,2084728384,relu,relu,1.261332679,1.152246666,46.820127
0,200421418,relu,tanh,1.223892081,1.109099936,55.37604
1,200421418,relu,relu,1.367486167,1.17622093,47.839053
0,32995323,relu,tanh,1.323562849,1.224235153,49.433144
1,32995323,relu,relu,1.337170064,1.215199494,46.724569
0,2742697269,relu,tanh,1.261531377,1.158713305,47.508115
1,2742697269,relu,relu,1.29653964,1.186780262,47.25178
0,1950694810,relu,tanh,1.250113678,1.143808866,47.780692
1,1950694810,relu,relu,1.294340515,1.186795318,47.887194
0,2182077558,relu,tanh,1.355968595,1.197440648,47.35306
1,2182077558,relu,relu,1.293538225,1.150350678,48.35134
0,3675332938,relu,tanh,1.255674958,1.180732954,52.182492
1,3675332938,relu,relu,1.407573259,1.231156421,43.18195
0,3534115762,relu,tanh,1.177450287,1.096130955,55.797229
1,3534115762,relu,relu,1.307344866,1.205369484,49.172813
0,1351173136,relu,tanh,1.30953393,1.201348221,49.256954
1,1351173136,relu,relu,1.331048775,1.192957604,46.86085
0,4268338851,relu,tanh,1.286647379,1.157293832,49.385404
1,4268338851,relu,relu,1.315129817,1.181012666,45.063857
0,437032624,relu,tanh,1.213325989,1.107260001,48.590208
1,437032624,relu,relu,1.305772996,1.165041351,48.406987
0,504669444,relu,tanh,1.229162586,1.11230669,48.878304
1,504669444,relu,relu,1.35959394,1.207403731,47.943403
0,3725213871,relu,tanh,1.312940741,1.176295567,46.902874
1,3725213871,relu,relu,1.359954047,1.16012193,45.562959
0,2864210590,relu,tanh,1.308466744,1.205604947,49.767548
1,2864210590,relu,relu,1.317784846,1.194751608,48.759059
0,4119444074,relu,tanh,1.255694163,1.163181639,52.986902
1,4119444074,relu,relu,1.386682487,1.219844925,49.21038
0,809182062,relu,tanh,1.3179232,1.178466916,47.811146
1,809182062,relu,relu,1.294365442,1.175073457,47.427267
0,962283676,relu,tanh,1.225280416,1.078357649,52.97882
1,962283676,relu,relu,1.332739031,1.18739965,45.837544
0,3566193814,relu,tanh,1.292202234,1.202608776,48.9436
1,3566193814,relu,relu,1.262159324,1.133420539,46.46601
0,475981055,relu,tanh,1.177446008,1.107826841,49.827344
1,475981055,relu,relu,1.296555078,1.168656695,45.871149
0,2353837578,relu,tanh,1.200168729,1.104979479,53.153556
1,2353837578,relu,relu,1.372169209,1.214778674,47.742972
0,2468295024,relu,tanh,1.240581906,1.135753965,44.902751
1,2468295024,relu,relu,1.328480589,1.231335306,49.313056
0,2812187661,relu,tanh,1.299662888,1.196790349,49.540484
1,2812187661,relu,relu,1.430923271,1.237058043,45.580636
0,3390860406,relu,tanh,1.147517753,1.046864307,51.605143
1,3390860406,relu,relu,1.250844359,1.13091135,50.109226
0,1768731161,relu,tanh,1.257566619,1.155427301,49.249668
1,1768731161,relu,relu,1.339753222,1.225327611,50.105978
0,2178065915,relu,tanh,1.316702509,1.162689769,45.994944
1,2178065915,relu,relu,1.331882548,1.198477316,47.808638
0,1340813133,relu,tanh,1.261484253,1.201509726,47.036159
1,1340813133,relu,relu,1.312016976,1.179870903,49.310139
0,2911882133,relu,tanh,1.302361858,1.180374002,49.013559
1,2911882133,relu,relu,1.284648764,1.189981782,49.368254
0,2362155944,relu,tanh,1.316401672,1.173505175,44.73045
1,2362155944,relu,relu,1.380339849,1.225691032,47.005552
0,1906722607,relu,tanh,1.208626246,1.099483442,52.511936
1,1906722607,relu,relu,1.350044596,1.230601537,46.26469
0,2902577092,relu,tanh,1.300660121,1.195213211,47.721268
1,2902577092,relu,relu,1.27882067,1.164546287,51.199127
0,2822979798,relu,tanh,1.299904907,1.170607698,47.47854
1,2822979798,relu,relu,1.317240739,1.170890868,46.527142
0,1253330082,relu,tanh,1.304348516,1.179740286,50.028498
1,1253330082,relu,relu,1.313233995,1.191903663,46.350508
0,3576937460,relu,tanh,1.309147608,1.197539926,47.069973
1,3576937460,relu,relu,1.221434534,1.111896396,49.801095
0,2858424528,relu,tanh,1.238038611,1.141304195,49.472493
1,2858424528,relu,relu,1.278714228,1.177947891,48.30111
0,1283924746,relu,tanh,1.254102683,1.137945414,46.86102
1,1283924746,relu,relu,1.291317594,1.169629848,47.878713
0,744761016,relu,tanh,1.277693725,1.115233314,51.046439
1,744761016,relu,relu,1.277905345,1.152618349,48.092394
0,1301681995,relu,tanh,1.329146349,1.197964561,50.841239
1,1301681995,relu,relu,1.346424651,1.221629918,44.107099
0,676953907,relu,tanh,1.256886804,1.155872643,48.48432
1,676953907,relu,relu,1.311769676,1.185110044,48.701294
0,3799297750,relu,tanh,1.246690679,1.146997213,47.754963
1,3799297750,relu,relu,1.323285973,1.181313169,48.269541
0,655719162,relu,tanh,1.259998083,1.153207541,47.258942
1,655719162,relu,relu,1.373225319,1.256962371,47.695185
0,3917081186,relu,tanh,1.254712045,1.178075612,51.264246
1,3917081186,relu,relu,1.311290586,1.19582696,47.227803
0,180922481,relu,tanh,1.308739519,1.161659515,67.497235
1,180922481,relu,relu,1.315922689,1.171728182,90.064166
