iteration,dense_layers,learning_rate,optimizer,activation,dropout,rnn_activation,rnn_dropout,last_activation,rnn_type,rnn_size,last_perf,min_perf,time,
22,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,365,1.243167841,1.162723374,40.455897
,,,,,,,,,,,,,,
23,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,380,1.340084636,1.1837659,41.756475
,,,,,,,,,,,,,,
24,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,395,1.303561461,1.078355765,47.625575
,,,,,,,,,,,,,,
25,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,410,1.22215395,1.050491321,45.157365
,,,,,,,,,,,,,,
26,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,425,1.367978907,1.210219014,47.415632
,,,,,,,,,,,,,,
27,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,440,1.308549321,1.141322052,42.463249
,,,,,,,,,,,,,,
28,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,455,1.292480922,1.141283894,48.120404
,,,,,,,,,,,,,,
29,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,470,1.218493807,1.123163784,52.065138
,,,,,,,,,,,,,,
30,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,485,1.325837493,1.228181386,46.893837
,,,,,,,,,,,,,,
31,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,50,1.635486603,1.312235737,18.445011
,,,,,,,,,,,,,,
32,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,65,1.622146988,1.356669617,19.060828
,,,,,,,,,,,,,,
33,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,80,1.82858007,1.556800795,17.650285
,,,,,,,,,,,,,,
34,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,95,1.530309248,1.196912813,18.712938
,,,,,,,,,,,,,,
35,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,110,1.719720912,1.282388926,19.268761
,,,,,,,,,,,,,,
36,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,125,1.494629049,1.235646212,20.759276
,,,,,,,,,,,,,,
37,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,140,1.540437436,1.109940267,22.084848
,,,,,,,,,,,,,,
38,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,155,1.438518643,1.24631263,19.983527
,,,,,,,,,,,,,,
39,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,170,1.759717011,1.249508619,21.300101
,,,,,,,,,,,,,,
40,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,185,1.806329155,1.411229849,19.794589
,,,,,,,,,,,,,,
41,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,200,1.778615832,1.500592899,22.457724
,,,,,,,,,,,,,,
42,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,215,1.477036524,1.397086382,23.459432
,,,,,,,,,,,,,,
43,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,230,1.668282437,1.470005322,20.298426
,,,,,,,,,,,,,,
44,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,245,1.724039316,1.53204987,19.786593
,,,,,,,,,,,,,,
45,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,260,1.635170293,1.418137228,22.919578
,,,,,,,,,,,,,,
46,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,275,1.660545635,1.301429498,23.152508
,,,,,,,,,,,,,,
47,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,290,1.734167767,1.45463798,22.620674
,,,,,,,,,,,,,,
48,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,305,1.621237993,1.488979602,23.072529
,,,,,,,,,,,,,,
49,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,320,1.707013226,1.477581382,22.144827
,,,,,,,,,,,,,,
50,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,335,1.664298606,1.544955921,26.39145
,,,,,,,,,,,,,,
51,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,350,1.634544873,1.495958185,23.165497
,,,,,,,,,,,,,,
52,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,365,2.136713552,1.807606649,18.806911
,,,,,,,,,,,,,,
53,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,380,1.965470886,1.62882967,20.844249
,,,,,,,,,,,,,,
54,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,395,1.50646131,1.425580466,34.619784
,,,,,,,,,,,,,,
55,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,410,1.612197423,1.523835921,26.535396
,,,,,,,,,,,,,,
56,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,425,1.661962891,1.59796977,24.211158
,,,,,,,,,,,,,,
57,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,440,1.522675776,1.478995395,42.065376
,,,,,,,,,,,,,,
58,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,455,1.545678067,1.49200778,32.379514
,,,,,,,,,,,,,,
59,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,470,1.605670238,1.54082737,36.03033
,,,,,,,,,,,,,,
60,12,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,485,1.586260414,1.543499446,33.257228
,,,,,,,,,,,,,,
0,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,none,0,1.67635932,1.365077853,7.203666
,,,,,,,,,,,,,,
1,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,50,1.1557971,1.047477663,39.907074
,,,,,,,,,,,,,,
2,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,65,1.246733737,1.109264338,35.714434
,,,,,,,,,,,,,,
3,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,80,1.30235517,1.194486046,36.722109
,,,,,,,,,,,,,,
4,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,95,1.165381467,1.049171305,35.339556
,,,,,,,,,,,,,,
5,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,110,1.16165874,1.015690112,36.851065
,,,,,,,,,,,,,,
6,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,125,1.265055895,1.15326277,38.309595
,,,,,,,,,,,,,,
7,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,140,1.300783181,1.206608248,38.189633
,,,,,,,,,,,,,,
8,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,155,1.265814924,1.173761106,38.920394
,,,,,,,,,,,,,,
9,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,170,1.279698503,1.157504928,36.259257
,,,,,,,,,,,,,,
10,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,185,1.319557261,1.222118139,33.74507
,,,,,,,,,,,,,,
11,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,200,1.211225033,1.103739572,41.886434
,,,,,,,,,,,,,,
12,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,215,1.194796813,1.090907133,40.869763
,,,,,,,,,,,,,,
13,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,230,1.251762593,1.153180492,43.493913
,,,,,,,,,,,,,,
14,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,245,1.342179811,1.171906221,38.877411
,,,,,,,,,,,,,,
15,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,260,1.224491477,1.129062581,36.904048
,,,,,,,,,,,,,,
16,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,275,1.265078974,1.088346875,36.385216
,,,,,,,,,,,,,,
17,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,290,1.275603735,1.129949558,36.192284
,,,,,,,,,,,,,,
18,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,305,1.221306467,1.110543358,42.479243
,,,,,,,,,,,,,,
19,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,320,1.176238275,1.081374049,46.50294
,,,,,,,,,,,,,,
20,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,335,1.243642735,1.140380549,38.799433
,,,,,,,,,,,,,,
21,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,350,1.20786953,1.091792214,43.755839
,,,,,,,,,,,,,,
22,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,365,1.255674398,1.108922458,41.82944
,,,,,,,,,,,,,,
23,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,380,1.182840681,1.064361966,40.422908
,,,,,,,,,,,,,,
24,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,395,1.278300261,1.137258208,41.086693
,,,,,,,,,,,,,,
25,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,410,1.241476893,1.109625244,45.044399
,,,,,,,,,,,,,,
26,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,425,1.203235018,1.070159996,49.373011
,,,,,,,,,,,,,,
27,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,440,1.262168574,1.158688509,48.498295
,,,,,,,,,,,,,,
28,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,455,1.277966762,1.146581972,45.846151
,,,,,,,,,,,,,,
29,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,470,1.293530941,1.145497525,44.485582
,,,,,,,,,,,,,,
30,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,485,1.336294723,1.212697935,50.050793
,,,,,,,,,,,,,,
31,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,50,1.721411014,1.325090408,18.812908
,,,,,,,,,,,,,,
32,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,65,1.652567029,1.37857213,21.872916
,,,,,,,,,,,,,,
33,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,80,1.826501107,1.538460386,17.430354
,,,,,,,,,,,,,,
34,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,95,1.71864481,1.227462316,16.807555
,,,,,,,,,,,,,,
35,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,110,1.639777899,1.296702063,19.503686
,,,,,,,,,,,,,,
36,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,125,1.568923545,1.21800735,20.896231
,,,,,,,,,,,,,,
37,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,140,2.261750126,1.408052015,19.285755
,,,,,,,,,,,,,,
38,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,155,1.83485744,1.418639696,21.618999
,,,,,,,,,,,,,,
39,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,170,1.754129028,1.378438449,21.857922
,,,,,,,,,,,,,,
40,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,185,1.865307856,1.315141749,20.712292
,,,,,,,,,,,,,,
41,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,200,1.616215181,1.418436217,21.02919
,,,,,,,,,,,,,,
42,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,215,1.643810821,1.521814418,21.33509
,,,,,,,,,,,,,,
43,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,230,1.676056981,1.409561467,21.611
,,,,,,,,,,,,,,
44,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,245,1.715134692,1.453565097,21.107151
,,,,,,,,,,,,,,
45,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,260,2.036787367,1.749836612,18.851895
,,,,,,,,,,,,,,
46,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,275,1.784859896,1.563085914,21.45006
,,,,,,,,,,,,,,
47,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,290,1.799982381,1.494382811,20.639315
,,,,,,,,,,,,,,
48,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,305,1.987506866,1.535966098,24.30513
,,,,,,,,,,,,,,
49,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,320,1.571750474,1.424871206,27.726021
,,,,,,,,,,,,,,
50,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,335,1.603594828,1.47276175,30.634077
,,,,,,,,,,,,,,
51,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,350,1.531772852,1.464001203,30.208215
,,,,,,,,,,,,,,
52,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,365,1.663662815,1.497338772,25.49574
,,,,,,,,,,,,,,
53,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,380,2.330221033,1.851771927,21.666982
,,,,,,,,,,,,,,
54,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,395,1.567691255,1.504351449,26.791322
,,,,,,,,,,,,,,
55,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,410,1.587054563,1.468823338,26.418443
,,,,,,,,,,,,,,
56,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,425,1.644659042,1.59360714,31.461819
,,,,,,,,,,,,,,
57,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,440,1.688670444,1.585709405,25.96659
,,,,,,,,,,,,,,
58,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,455,1.659056664,1.557533669,26.922282
,,,,,,,,,,,,,,
59,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,470,1.570178485,1.478112555,30.860006
,,,,,,,,,,,,,,
60,13,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,485,1.653928494,1.563570666,28.46878
,,,,,,,,,,,,,,
0,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,none,0,1.719001484,1.263028932,6.985727
,,,,,,,,,,,,,,
1,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,50,1.218360674,1.080227703,43.240982
,,,,,,,,,,,,,,
2,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,65,1.21792711,1.080831158,39.594177
,,,,,,,,,,,,,,
3,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,80,1.186644638,1.052071977,41.374599
,,,,,,,,,,,,,,
4,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,95,1.303427768,1.186278582,41.297616
,,,,,,,,,,,,,,
5,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,110,1.24505682,1.147706938,37.14797
,,,,,,,,,,,,,,
6,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,125,1.176676345,1.071913505,38.686472
,,,,,,,,,,,,,,
7,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,140,1.275342631,1.128339505,35.393539
,,,,,,,,,,,,,,
8,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,155,1.282670307,1.154723465,36.496178
,,,,,,,,,,,,,,
9,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,170,1.249368715,1.081000006,38.877397
,,,,,,,,,,,,,,
10,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,185,1.376369166,1.292869389,33.734073
,,,,,,,,,,,,,,
11,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,200,1.325962698,1.200238752,37.615817
,,,,,,,,,,,,,,
12,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,215,1.264755881,1.177802265,36.050325
,,,,,,,,,,,,,,
13,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,230,1.25458411,1.155375445,41.831454
,,,,,,,,,,,,,,
14,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,245,1.183756459,1.066915357,52.753905
,,,,,,,,,,,,,,
15,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,260,1.243007612,1.123884475,40.031035
,,,,,,,,,,,,,,
16,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,275,1.208579028,1.061962533,44.02774
,,,,,,,,,,,,,,
17,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,290,1.258535075,1.112550426,49.599937
,,,,,,,,,,,,,,
18,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,305,1.221079779,1.045877945,42.541222
,,,,,,,,,,,,,,
19,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,320,1.22338357,1.122512174,40.871762
,,,,,,,,,,,,,,
20,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,335,1.393859172,1.118113291,41.125681
,,,,,,,,,,,,,,
21,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,350,1.307233691,1.178750932,39.635163
,,,,,,,,,,,,,,
22,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,365,1.233156538,1.150777173,40.325938
,,,,,,,,,,,,,,
23,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,380,1.222314155,1.075456834,43.842802
,,,,,,,,,,,,,,
24,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,395,1.369450879,1.118266511,42.590226
,,,,,,,,,,,,,,
25,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,410,1.407715416,1.256677198,43.220988
,,,,,,,,,,,,,,
26,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,425,1.389064741,1.250028348,43.151022
,,,,,,,,,,,,,,
27,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,440,1.335322666,1.169034004,44.949442
,,,,,,,,,,,,,,
28,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,455,1.426004267,1.298060656,46.117062
,,,,,,,,,,,,,,
29,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,470,1.39001565,1.261272776,43.752828
,,,,,,,,,,,,,,
30,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,485,1.407715452,1.227260005,45.253334
,,,,,,,,,,,,,,
31,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,50,1.93995831,1.239635873,17.435352
,,,,,,,,,,,,,,
32,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,65,1.871295571,1.345002031,19.08382
,,,,,,,,,,,,,,
33,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,80,1.500019956,1.297798765,20.114486
,,,,,,,,,,,,,,
34,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,95,1.434817886,1.225306094,21.152147
,,,,,,,,,,,,,,
35,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,110,1.588332462,1.264243674,21.124159
,,,,,,,,,,,,,,
36,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,125,1.803789282,1.213749433,19.457698
,,,,,,,,,,,,,,
37,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,140,1.603264844,1.238530099,17.824225
,,,,,,,,,,,,,,
38,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,155,1.517423105,1.217169249,20.9932
,,,,,,,,,,,,,,
39,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,170,1.623727489,1.312055624,21.49204
,,,,,,,,,,,,,,
40,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,185,1.759390998,1.452579856,20.442379
,,,,,,,,,,,,,,
41,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,200,1.778628063,1.482095528,21.174142
,,,,,,,,,,,,,,
42,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,215,1.584071493,1.358070183,23.857274
,,,,,,,,,,,,,,
43,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,230,1.759672523,1.456972051,23.43441
,,,,,,,,,,,,,,
44,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,245,1.691776609,1.437144232,27.065233
,,,,,,,,,,,,,,
45,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,260,1.738009715,1.453032899,23.009545
