iteration,dense_layers,learning_rate,optimizer,activation,dropout,rnn_activation,rnn_dropout,last_activation,rnn_type,rnn_size,last_perf,min_perf,time,
8,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,155,1.229113996,1.116616654,38.765445
,,,,,,,,,,,,,,
9,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,170,1.284681904,1.132114923,35.577476
,,,,,,,,,,,,,,
10,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,185,1.210639083,1.112191582,48.838183
,,,,,,,,,,,,,,
11,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,200,1.274884486,1.134825397,36.706111
,,,,,,,,,,,,,,
12,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,215,1.199434495,1.094240427,38.653478
,,,,,,,,,,,,,,
13,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,230,1.198321533,1.111091661,38.768443
,,,,,,,,,,,,,,
14,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,245,1.251118565,1.110856664,36.908045
,,,,,,,,,,,,,,
15,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,260,1.20804708,1.035590553,42.967082
,,,,,,,,,,,,,,
16,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,275,1.24079324,1.103324831,46.630895
,,,,,,,,,,,,,,
17,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,290,1.297373903,1.168141365,42.778145
,,,,,,,,,,,,,,
18,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,305,1.271244884,1.140715909,44.868467
,,,,,,,,,,,,,,
19,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,320,1.237445295,1.11889087,48.297357
,,,,,,,,,,,,,,
20,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,335,1.313722932,1.139392507,43.317969
,,,,,,,,,,,,,,
21,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,350,1.30074861,1.142693102,45.495263
,,,,,,,,,,,,,,
22,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,365,1.31856761,1.204889429,44.753503
,,,,,,,,,,,,,,
23,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,380,1.283244288,1.176789403,43.664856
,,,,,,,,,,,,,,
24,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,395,1.263673246,1.092360389,41.701506
,,,,,,,,,,,,,,
25,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,410,1.407062519,1.18966043,43.146036
,,,,,,,,,,,,,,
26,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,425,1.522475648,1.21680131,42.170354
,,,,,,,,,,,,,,
27,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,440,1.522853935,1.225161862,42.875103
,,,,,,,,,,,,,,
28,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,455,1.210109997,1.036284435,48.770206
,,,,,,,,,,,,,,
29,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,470,1.487978041,1.27102536,45.309316
,,,,,,,,,,,,,,
30,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,485,1.316145778,1.106038487,47.35665
,,,,,,,,,,,,,,
31,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,50,1.468522525,1.224731874,19.03982
,,,,,,,,,,,,,,
32,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,65,1.715105772,1.286483812,18.194107
,,,,,,,,,,,,,,
33,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,80,1.603654242,1.315361333,17.311394
,,,,,,,,,,,,,,
34,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,95,1.420033431,1.226018918,23.240471
,,,,,,,,,,,,,,
35,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,110,1.481913519,1.265223026,21.947892
,,,,,,,,,,,,,,
36,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,125,1.648781395,1.305393243,20.845247
,,,,,,,,,,,,,,
37,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,140,1.537926459,1.431495833,25.346796
,,,,,,,,,,,,,,
38,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,155,1.788488865,1.586343527,18.866889
,,,,,,,,,,,,,,
39,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,170,2.020909262,1.546511245,23.084522
,,,,,,,,,,,,,,
40,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,185,1.879668593,1.374737048,18.396051
,,,,,,,,,,,,,,
41,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,200,1.650832081,1.415416622,21.203133
,,,,,,,,,,,,,,
42,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,215,1.956218362,1.459798336,19.065831
,,,,,,,,,,,,,,
43,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,230,1.599371433,1.422371602,22.191812
,,,,,,,,,,,,,,
44,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,245,1.672381043,1.413493228,21.503037
,,,,,,,,,,,,,,
45,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,260,1.551971006,1.411299098,27.326167
,,,,,,,,,,,,,,
46,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,275,1.503473783,1.344427192,27.716022
,,,,,,,,,,,,,,
47,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,290,1.602998066,1.491951823,26.146533
,,,,,,,,,,,,,,
48,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,305,1.461919737,1.390938509,29.582421
,,,,,,,,,,,,,,
49,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,320,1.505897403,1.369845617,31.284871
,,,,,,,,,,,,,,
50,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,335,1.565719843,1.456682062,24.669011
,,,,,,,,,,,,,,
51,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,350,1.562001896,1.424672818,27.896966
,,,,,,,,,,,,,,
52,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,365,1.582872081,1.525978136,27.032255
,,,,,,,,,,,,,,
53,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,380,1.544688988,1.474432087,26.022571
,,,,,,,,,,,,,,
54,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,395,1.518600392,1.455027509,24.432086
,,,,,,,,,,,,,,
55,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,410,1.538972425,1.486921835,30.33818
,,,,,,,,,,,,,,
56,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,425,1.558936357,1.50504899,27.963946
,,,,,,,,,,,,,,
57,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,440,1.578236699,1.505943274,26.873297
,,,,,,,,,,,,,,
58,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,455,1.539075303,1.472667789,35.280574
,,,,,,,,,,,,,,
59,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,470,1.809807467,1.669362044,23.835282
,,,,,,,,,,,,,,
60,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,485,1.570383477,1.52486496,31.126918
,,,,,,,,,,,,,,
0,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,none,0,1.908133531,1.42304914,7.462584
,,,,,,,,,,,,,,
1,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,50,1.287918258,1.169147611,38.579505
,,,,,,,,,,,,,,
2,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,65,1.229856372,1.106161857,33.703085
,,,,,,,,,,,,,,
3,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,80,1.22506268,1.091977954,38.015689
,,,,,,,,,,,,,,
4,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,95,1.294579673,1.215508914,45.472272
,,,,,,,,,,,,,,
5,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,110,1.231364429,1.106618202,40.831775
,,,,,,,,,,,,,,
6,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,125,1.309397924,1.219895816,48.646244
,,,,,,,,,,,,,,
7,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,140,1.170034993,1.066245234,36.52417
,,,,,,,,,,,,,,
8,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,155,1.216819561,1.112022257,39.05535
,,,,,,,,,,,,,,
9,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,170,1.183589375,1.066297209,39.803111
,,,,,,,,,,,,,,
10,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,185,1.337546921,1.255866563,34.571803
,,,,,,,,,,,,,,
11,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,200,1.256811285,1.141022027,39.365251
,,,,,,,,,,,,,,
12,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,215,1.176119232,1.064493966,42.164352
,,,,,,,,,,,,,,
13,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,230,1.238934028,1.130871141,40.345934
,,,,,,,,,,,,,,
14,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,245,1.309293115,1.226543415,39.469208
,,,,,,,,,,,,,,
15,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,260,1.278233302,1.164790154,42.062376
,,,,,,,,,,,,,,
16,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,275,1.239724088,1.12501055,41.119669
,,,,,,,,,,,,,,
17,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,290,1.278566778,1.180464482,35.605467
,,,,,,,,,,,,,,
18,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,305,1.242291224,1.131538928,44.992415
,,,,,,,,,,,,,,
19,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,320,1.242645836,1.135244286,43.647864
,,,,,,,,,,,,,,
20,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,335,1.190099943,1.089154303,39.975055
,,,,,,,,,,,,,,
21,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,350,1.197683251,1.082398462,42.153364
,,,,,,,,,,,,,,
22,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,365,1.308338439,1.189070296,39.441226
,,,,,,,,,,,,,,
23,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,380,1.274132383,1.128272891,42.598203
,,,,,,,,,,,,,,
24,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,395,1.268524837,1.182002127,46.167059
,,,,,,,,,,,,,,
25,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,410,1.324872553,1.177990413,45.236343
,,,,,,,,,,,,,,
26,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,425,1.326336336,1.194693089,43.96776
,,,,,,,,,,,,,,
27,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,440,1.360836244,1.170644987,45.957106
,,,,,,,,,,,,,,
28,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,455,1.494246101,1.237993181,43.594868
,,,,,,,,,,,,,,
29,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,470,1.428927779,1.248500359,41.807437
,,,,,,,,,,,,,,
30,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,485,1.406011605,1.163632202,46.021084
,,,,,,,,,,,,,,
31,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,50,1.734033799,1.351924801,17.381371
,,,,,,,,,,,,,,
32,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,65,1.445859385,1.254659498,19.08282
,,,,,,,,,,,,,,
33,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,80,1.484921455,1.335153794,18.655958
,,,,,,,,,,,,,,
34,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,95,1.816110373,1.399795473,18.25309
,,,,,,,,,,,,,,
35,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,110,1.612748337,1.35873549,20.203454
,,,,,,,,,,,,,,
36,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,125,1.834997916,1.192043698,19.546671
,,,,,,,,,,,,,,
37,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,140,1.863645077,1.399851894,17.732257
,,,,,,,,,,,,,,
38,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,155,1.894810939,1.312361932,18.367053
,,,,,,,,,,,,,,
39,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,170,1.734182155,1.357174313,20.459373
,,,,,,,,,,,,,,
40,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,185,1.853848505,1.484549487,20.353409
,,,,,,,,,,,,,,
41,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,200,1.501250219,1.389142561,22.696652
,,,,,,,,,,,,,,
42,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,215,1.569776225,1.407726169,24.746985
,,,,,,,,,,,,,,
43,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,230,1.635901117,1.478390932,23.433412
,,,,,,,,,,,,,,
44,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,245,1.54692018,1.406593704,25.10087
,,,,,,,,,,,,,,
45,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,260,1.661310673,1.41998961,24.381104
,,,,,,,,,,,,,,
46,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,275,1.536398673,1.337229359,26.766332
,,,,,,,,,,,,,,
47,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,290,1.509060621,1.373950875,30.757039
,,,,,,,,,,,,,,
48,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,305,1.606672001,1.489673567,24.274139
,,,,,,,,,,,,,,
49,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,320,1.594271731,1.431493449,24.923927
,,,,,,,,,,,,,,
50,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,335,1.59567647,1.487570143,27.274166
,,,,,,,,,,,,,,
51,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,350,1.81194849,1.578683925,22.995553
,,,,,,,,,,,,,,
52,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,365,1.710974431,1.469831371,26.881294
,,,,,,,,,,,,,,
53,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,380,1.632411432,1.531350565,26.346467
,,,,,,,,,,,,,,
54,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,395,1.585768127,1.485273886,28.201867
,,,,,,,,,,,,,,
55,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,410,1.706614733,1.423344874,26.760332
,,,,,,,,,,,,,,
56,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,425,1.636809206,1.489172125,31.690735
,,,,,,,,,,,,,,
57,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,440,1.617936897,1.449862027,28.74269
,,,,,,,,,,,,,,
58,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,455,1.56948657,1.530423474,31.043945
,,,,,,,,,,,,,,
59,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,470,1.665177536,1.543913007,29.39448
,,,,,,,,,,,,,,
60,18,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,485,1.788133264,1.670475817,22.998552
,,,,,,,,,,,,,,
0,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,none,0,1.782631564,1.35590086,7.163657
,,,,,,,,,,,,,,
1,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,50,1.222062731,1.105047381,36.114294
,,,,,,,,,,,,,,
2,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,65,1.231850123,1.126718903,46.665873
,,,,,,,,,,,,,,
3,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,80,1.269922423,1.204037261,38.265607
,,,,,,,,,,,,,,
4,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,95,1.238855267,1.076118851,34.177918
,,,,,,,,,,,,,,
5,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,110,1.148340082,1.033329523,34.742748
,,,,,,,,,,,,,,
6,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,125,1.29137156,1.148276472,32.494475
,,,,,,,,,,,,,,
7,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,140,1.288196909,1.182668257,39.180311
,,,,,,,,,,,,,,
8,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,155,1.220389163,1.094602454,36.700114
,,,,,,,,,,,,,,
9,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,170,1.185548472,1.070675349,48.308342
,,,,,,,,,,,,,,
10,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,185,1.222707367,1.122730792,47.581588
,,,,,,,,,,,,,,
11,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,200,1.189727271,1.124447429,47.08475
,,,,,,,,,,,,,,
12,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,215,1.298928714,1.215837932,37.562833
,,,,,,,,,,,,,,
13,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,230,1.090770781,0.975492883,45.244345
,,,,,,,,,,,,,,
14,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,245,1.330074131,1.168255723,34.462841
,,,,,,,,,,,,,,
15,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,260,1.204751229,1.038227332,39.389276
,,,,,,,,,,,,,,
16,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,275,1.260730958,1.108330405,37.306918
,,,,,,,,,,,,,,
17,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,290,1.177050388,1.07233597,37.319915
,,,,,,,,,,,,,,
18,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,305,1.243407536,1.097602165,38.027682
,,,,,,,,,,,,,,
19,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,320,1.269905221,1.137796795,38.228619
,,,,,,,,,,,,,,
20,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,335,1.231094313,1.108567977,43.075049
,,,,,,,,,,,,,,
21,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,350,1.204259121,1.093517816,47.183738
,,,,,,,,,,,,,,
22,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,365,1.216504085,1.055647659,44.781511
,,,,,,,,,,,,,,
23,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,380,1.251030445,1.108939362,44.087718
,,,,,,,,,,,,,,
24,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,395,1.20982641,1.07635622,45.274357
,,,,,,,,,,,,,,
25,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,410,1.236935902,1.139033568,47.096748
,,,,,,,,,,,,,,
26,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,425,1.281878996,1.132505405,46.73986
,,,,,,,,,,,,,,
27,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,440,1.285201228,1.074179614,47.439636
,,,,,,,,,,,,,,
28,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,455,1.337767339,1.175353813,46.647895
,,,,,,,,,,,,,,
29,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,470,1.338477516,1.102777004,50.52064
,,,,,,,,,,,,,,
30,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,485,1.259931493,1.103787267,42.82013
,,,,,,,,,,,,,,
31,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,50,1.430715322,1.281314778,18.239094
,,,,,,,,,,,,,,
