iteration,learning_rate,last_perf,last_perf_cap,min_perf,time
in,in,out,out,out,out
int,float,float,float,float,float
429,0.021428571,1.696548343,1.696548343,1.449730897,57.730986
430,0.022857143,2.388036215,2.388036215,1.272701156,52.967078
431,0.024285714,1.771883082,1.771883082,1.604248738,52.478927
432,0.025714286,2.802790332,2.802790332,1.54830246,54.464242
433,0.027142857,3.019449973,3.019449973,2.311299896,50.261899
434,0.028571429,2.948421216,2.948421216,2.776218796,54.750374
435,0.028571429,2.948421216,2.948421216,2.776218796,56.046387
436,0.03,2.580745363,2.580745363,1.632432389,56.118114
437,0.031428571,3.307243013,3.307243013,2.762142396,53.321222
438,0.032857143,25.55992403,15,4.222136426,48.535453
439,0.034285714,3.333682036,3.333682036,3.102020717,55.136357
440,0.035714286,4.12591455,4.12591455,3.641081405,48.932986
441,0.037142857,2.06285944,2.06285944,1.556716752,61.785881
442,0.038571429,3.619013023,3.619013023,2.628682303,85.662297
443,0.04,2.446598649,2.446598649,1.48243041,49.873773
444,0.041428571,3.991818881,3.991818881,1.462767863,49.116899
445,0.042857143,1.698219013,1.698219013,1.497463846,49.895275
446,0.042857143,1.698219013,1.698219013,1.497463846,49.644498
447,0.044285714,6.277102637,6.277102637,3.503490591,52.644195
448,0.045714286,5.620499873,5.620499873,1.984202552,47.274775
449,0.047142857,8.693945432,8.693945432,2.641677976,46.450869
450,0.048571429,3.927190638,3.927190638,2.141458035,47.208054
451,0.05,4.47921598,4.47921598,1.782975984,50.406745
452,0.051428571,5.733855796,5.733855796,2.790194607,48.104544
453,0.052857143,1.993122101,1.993122101,1.786239386,48.786081
454,0.054285714,1.854699731,1.854699731,1.767622185,50.223881
455,0.055714286,9.572774649,9.572774649,4.947895575,49.080514
456,0.057142857,6.57065866,6.57065866,2.10284009,45.633108
457,0.057142857,6.57065866,6.57065866,2.10284009,52.673458
458,0.058571429,5.307145023,5.307145023,2.100913119,50.498086
459,0.06,6.581258893,6.581258893,2.265044379,47.771705
460,0.061428571,4.406861258,4.406861258,2.109420919,47.810847
461,0.062857143,4.780229211,4.780229211,2.722550368,46.559511
462,0.064285714,1.999111152,1.999111152,1.793873906,53.403971
463,0.065714286,11.92191594,11.92191594,10.27917464,47.857062
464,0.067142857,6.837059593,6.837059593,3.721203446,48.878903
465,0.068571429,9.648999548,9.648999548,9.109309864,45.929826
466,0.07,7.288926077,7.288926077,6.914502168,52.940867
467,0.071428571,1.871165347,1.871165347,1.772715759,50.231836
468,0.071428571,1.871165347,1.871165347,1.772715759,50.210877
469,0.072857143,7.33897109,7.33897109,6.950647283,48.868837
470,0.074285714,7.368735576,7.368735576,4.547283316,48.253999
471,0.075714286,7.39538455,7.39538455,7.108644271,47.242826
472,0.077142857,4.571385694,4.571385694,4.28591814,47.912056
473,0.078571429,9.956090283,9.956090283,9.20707109,46.994498
474,0.08,10.43384099,10.43384099,9.834621906,47.2588
475,0.081428571,7.835236526,7.835236526,7.368893337,55.105991
476,0.082857143,7.57938056,7.57938056,7.135138178,47.856022
477,0.084285714,10.59569824,10.59569824,8.015128207,55.634054
478,0.085714286,10.65931561,10.65931561,9.968285012,47.136826
479,0.085714286,10.65931561,10.65931561,9.968285012,51.348414
480,0.087142857,10.53877091,10.53877091,9.924798107,45.751056
481,0.088571429,10.76747081,10.76747081,9.963408351,50.055983
482,0.09,14.95026314,14.95026314,7.061966586,48.559293
483,0.091428571,7.81546731,7.81546731,7.063612556,53.383039
484,0.092857143,10.392996,10.392996,8.289930534,46.934161
485,0.094285714,8.153499842,8.153499842,7.489807081,51.612879
486,0.095714286,7.479619622,7.479619622,6.992460585,47.428778
487,0.097142857,1.890410995,1.890410995,1.794147396,52.52452
488,0.098571429,7.936482859,7.936482859,7.270358014,47.89128
489,0.1,8.011746383,8.011746383,7.292897701,47.579395
490,0.114285714,8.20880599,8.20880599,7.567801881,57.907488
491,0.128571429,8.485087609,8.485087609,6.64334414,52.39225
492,0.142857143,10.18993196,10.18993196,8.453171802,51.311999
493,0.157142857,4024.698342,15,25.50747716,55.616248
494,0.171428571,7.557820368,7.557820368,6.185513568,47.699317
495,0.185714286,11208.20193,15,51.09249907,49.280826
496,0.2,2925391.589,15,76.6564852,48.595143
497,0.214285714,15116443.21,15,549.3561332,47.202051
498,0.228571429,11.98700886,11.98700886,9.101074553,47.624001
499,0.242857143,18.13914328,15,11.7515635,46.805069
500,0.257142857,22.50803852,15,9.223192453,47.287726
501,0.271428571,16.08326283,15,5.422492552,52.163759
502,0.285714286,45.11161573,15,11.64413693,49.067536
503,0.3,24.43720262,15,14.25112667,46.020662
504,0.314285714,20.65105219,15,10.24184082,54.638151
505,0.328571429,14.44424436,14.44424436,4.57442112,52.162874
506,0.342857143,36.1562551,15,7.619840169,46.784076
507,0.357142857,42.94787292,15,12.38030057,51.568268
508,0.371428571,39.45294857,15,8.239610052,46.041529
509,0.385714286,54.58206539,15,13.71597497,46.08443
510,0.4,27.6987648,15,15.03983085,48.125125
511,0.414285714,42.05270839,15,15.89194756,44.984325
512,0.428571429,43.34364486,15,15.81143894,47.338794
513,0.442857143,70.9212925,15,15.68758287,44.613333
514,0.457142857,62.0105875,15,17.31348567,44.335064
515,0.471428571,44.14960105,15,25.70332007,46.370168
516,0.485714286,166.0443253,15,26.3920702,48.924974
517,0.5,26.4980922,15,12.837871,45.799644
518,0.514285714,62.74966753,15,13.75957918,44.632904
519,0.528571429,199.4021658,15,26.7303591,50.101666
520,0.542857143,367.2273349,15,23.83441479,45.542865
521,0.557142857,115.9906956,15,48.8720686,45.83664
522,0.571428571,166.1668663,15,12.24243164,46.055468
523,0.585714286,135.3052452,15,34.0804574,47.225835
524,0.6,120.726664,15,55.70562217,44.323051
525,0.614285714,50437056592,15,3611104880,48.766299
526,0.628571429,5.10E+14,15,9744033404,44.299183
527,0.642857143,97.50190907,15,70.38257966,50.329279
528,0.657142857,1.15E+11,15,3271347412,45.136789
529,0.671428571,202.2653575,15,19.84655714,45.589105
530,0.685714286,358.4467751,15,28.724963,48.574863
531,0.7,210.0536861,15,39.68962243,44.497529
532,0.714285714,133.3388631,15,45.38696241,45.104555
533,0.728571429,42.76174645,15,16.01660476,46.619442
534,0.742857143,484.2390686,15,12.23585093,46.073464
535,0.757142857,191.1116692,15,20.75469315,44.854202
536,0.771428571,258.273304,15,28.2666378,47.9335
537,0.785714286,29.94065232,15,12.54899328,47.880472
538,0.8,30.95613079,15,19.57979891,48.532905
539,0.814285714,1.16E+16,15,1.53E+11,88.839362
540,0.828571429,985.9502655,15,10.42551551,47.608114
541,0.842857143,1.38E+18,15,1.45E+11,44.494891
542,0.857142857,462.3177475,15,142.4206449,44.538686
543,0.871428571,380.7613068,15,96.16338766,48.234173
544,0.885714286,328.4530525,15,78.89082036,44.245473
545,0.9,1509.550042,15,53.30648158,44.7624
546,0.914285714,244.5913203,15,86.52405667,49.121327
547,0.928571429,619.0578506,15,70.28715982,44.600879
548,0.942857143,9658.529324,15,174.7829759,44.953444
549,0.957142857,7839.799236,15,35.38263187,45.680655
550,0.971428571,17751.10667,15,77.56206315,50.293619
551,0.985714286,1.56E+11,15,271.815777,47.698232
