iteration,dense_layers,learning_rate,optimizer,activation,dropout,rnn_type,rnn_size,rnn_activation,rnn_dropout,last_activation,last_perf,min_perf,time
153,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2920170307159424,1.1824269771575928,45.882119
154,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,12.935843467712402,12.935843467712402,33.251215
155,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1359594106674193,1.0410232543945312,56.272756
156,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2837185502052306,1.1571718454360962,47.859477
157,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.3061398148536683,1.1774227380752564,44.311628
158,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.222705566883087,1.1061941146850587,46.698856000000006
159,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.275988507270813,1.1731941938400268,45.570256
160,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1979014039039613,1.1003087162971497,50.947475999999995
161,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1669561386108398,1.0755234479904174,63.925268
162,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1943127632141113,1.073993694782257,50.478629000000005
163,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2957589983940125,1.21678729057312,56.278746999999996
164,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2810954332351685,1.1457762956619262,47.584597
165,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2148683786392211,1.1164878964424134,47.704527
166,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1840429067611695,1.0756694674491882,47.836513999999994
167,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.273987364768982,1.174315369129181,49.852821
168,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.226598358154297,1.1324460625648498,50.774534
169,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1841036438941956,1.080625319480896,49.804874
170,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2037471652030944,1.0708383679389955,50.906487999999996
171,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2615395307540893,1.1778052687644958,40.344913000000005
172,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1875773310661315,1.0719884514808655,50.096751
173,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,12.935825538635253,12.935825538635253,38.084649
174,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1977019786834717,1.0809000372886657,40.970727
175,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2132588624954224,1.1354240894317627,51.696234000000004
176,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2097339630126953,1.078146517276764,51.277358
177,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1754841089248658,1.0563511967658996,51.84717499999999
178,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2133947730064392,1.106137478351593,47.726519
179,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2231243968009948,1.1292821168899536,51.272369000000005
180,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2486494541168214,1.1487167000770568,46.367968000000005
181,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.175330924987793,1.0644377708435058,46.844807
182,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1873711585998534,1.0864374041557312,47.608560000000004
183,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1349343419075013,1.0341195106506347,54.656271
184,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.169787311553955,1.0681486248970031,56.593651
185,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.203025758266449,1.0944832563400269,43.486884
186,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2910659551620483,1.156549859046936,41.759457
187,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.260331428050995,1.1652763962745667,45.315313999999994
188,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2507966995239257,1.168928825855255,52.35702
189,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.3077674508094788,1.2064797163009644,42.317274000000005
190,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2477571725845338,1.1190566182136537,46.195017
191,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2622738122940063,1.2000324487686158,45.828135
192,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1955355167388917,1.0751444220542907,46.437939
193,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.275980579853058,1.160841464996338,43.853813
194,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2045595049858093,1.0904250860214233,43.609856
195,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.252623200416565,1.1572819352149963,54.254436999999996
196,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2382805585861205,1.1233492016792297,46.426929
197,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2675307869911194,1.1795825481414794,43.407923000000004
198,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2704572796821594,1.13834308385849,45.073369
199,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.212693214416504,1.110946261882782,46.116032000000004
200,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2087661862373351,1.1182290077209474,41.545526
201,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.3009026527404786,1.211992621421814,47.742515
202,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2340447425842285,1.082358705997467,44.180692
203,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2208075165748595,1.1504303812980652,49.61590699999999
204,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1380201935768128,1.0302814245224,53.32870200000001
205,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.223531174659729,1.1327917098999023,41.83143199999999
206,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1797298073768616,1.0953112959861755,54.04646900000001
207,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2414073824882508,1.1635690450668335,58.749944000000006
208,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2305955290794373,1.1120840668678285,51.35536
209,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2432065844535827,1.1307308435440064,53.964497
210,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.3037099838256836,1.1986278891563416,50.2557
211,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2501381158828735,1.1789695143699646,51.588267
212,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2388872981071473,1.158687424659729,45.243325000000006
213,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1923467636108398,1.0943745732307435,51.228424
214,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1797243118286134,1.0783053994178773,44.646519999999995
215,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2206987738609314,1.071337628364563,47.623574999999995
216,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1779766440391541,1.0527860045433044,45.852146
217,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2915817022323608,1.1704112410545349,45.044421
218,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.158165979385376,1.0538394093513488,51.380335
219,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2897887825965881,1.2007364988327027,49.145047999999996
220,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.295389187335968,1.1704082489013672,44.807480000000005
221,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2307323932647705,1.122588574886322,51.80221900000001
222,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.171750259399414,1.0367335319519042,53.12377000000001
223,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.3314935207366942,1.2181968569755555,41.811436
224,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2237366080284118,1.1253798365592957,48.14738
225,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,12.935821723937988,12.935821723937988,38.189615
226,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1369997262954712,1.007742953300476,50.747536999999994
227,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2500072598457337,1.1433686137199401,46.297983
228,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2146373391151428,1.123973000049591,54.204429000000005
229,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2352914929389953,1.12096209526062,49.514939000000005
230,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.3027347207069397,1.1887731671333313,49.730884
231,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1620494604110718,1.0462981820106507,47.015753000000004
232,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2801424264907837,1.174598789215088,47.753511
233,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2228675961494446,1.1276288151741027,50.65357099999999
234,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2178451776504517,1.105965495109558,48.022424
235,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,10.967163896560669,10.961403560638427,55.809900999999996
236,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2285605311393737,1.1140994906425477,51.281375
237,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2125276803970337,1.1020724058151246,46.662865000000004
238,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,12.935843467712402,12.935843467712402,33.263221
239,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1738080024719237,1.089725637435913,52.664919
240,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1509809017181396,1.0581504702568054,54.217414999999995
241,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.255032217502594,1.1512346386909484,42.387251
242,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2548291683197021,1.0947316527366637,45.10937
243,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1833618760108948,1.0481720089912414,52.925835000000006
244,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2537486910820008,1.143207812309265,44.973413
245,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1834894657135009,1.0934900760650634,54.13744
246,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.22350971698761,1.1262371778488158,48.098415
247,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.37572683095932,1.2737492322921753,41.128662
248,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2424780607223511,1.161940908432007,47.382656
249,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,3.990826940536499,3.9162223815917967,76.43221
250,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2349436283111572,1.1485526800155639,47.770508
251,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.3381135702133178,1.206467092037201,42.809115999999996
252,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2653810501098632,1.1422027945518494,44.907441999999996
253,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2379813075065613,1.08297438621521,44.538554999999995
254,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2277405977249145,1.09122314453125,43.704831
255,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2069458603858947,1.0596110582351685,52.939804
256,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2012715101242066,1.1200200915336609,55.459013
257,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1767772316932679,1.062333357334137,51.895183
258,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2386988997459412,1.121606421470642,48.1004
259,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1850125551223756,1.0805100798606873,54.271412000000005
260,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.3847350835800172,1.242478036880493,49.867827999999996
261,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2658653855323792,1.1738500595092773,47.145696
262,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2888473987579345,1.1751575946807862,45.994081
263,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.154404306411743,1.0638700485229493,55.197098
264,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1840450286865234,1.0817904233932496,46.99076
265,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2460309982299804,1.1208075284957886,45.432265
266,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2349381923675538,1.1373203873634339,46.358965
267,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.221376359462738,1.102965033054352,49.080112
268,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.22902672290802,1.0921998977661134,49.674887999999996
269,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2177027940750123,1.1100102424621583,54.128433
270,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2352293014526368,1.1022162318229676,50.92348500000001
271,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2831716775894164,1.1516830563545226,42.892078000000005
272,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2197780370712281,1.0799788236618042,44.324625
273,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.280649197101593,1.1862550616264342,46.792823999999996
274,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1442148804664611,1.038742983341217,50.117747
275,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.280902373790741,1.1768675923347474,45.618204000000006
276,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2762279868125916,1.1464716434478759,42.059358
277,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.229499626159668,1.124162983894348,39.984052
278,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2680299043655396,1.1897480010986328,52.00913200000001
279,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.127484345436096,0.9966799497604371,53.903517
280,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2445880889892578,1.080197513103485,52.155086
281,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.3005792498588562,1.163608682155609,66.56841200000001
282,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2052163004875183,1.1131137132644653,48.005431
283,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1494382858276366,1.0599109888076783,50.910505
284,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1256516218185424,1.0222933888435364,52.355019999999996
285,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2688579916954041,1.1742388367652894,53.067777
286,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2266073822975159,1.0959641098976136,49.233033
287,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.3025781273841859,1.184425687789917,48.743189
288,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.241453218460083,1.0744380950927734,49.279016
289,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.17396137714386,1.0414155721664429,48.242354
290,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.3001809000968934,1.1946844220161439,47.69754
291,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2734013199806213,1.1503218293190003,46.811817999999995
292,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,10.614155638217927,10.585088479518891,35.209579
293,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.246217930316925,1.1407275557518006,49.799867000000006
294,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.181654167175293,1.1029052734375,52.856885
295,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2738731741905212,1.168498945236206,45.981086999999995
296,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2067258834838868,1.0834134817123413,50.105749
297,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.1368316650390624,1.0808445930480957,54.63228
298,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2118439078330994,1.0783315539360045,54.162434999999995
299,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2045402765274047,1.082429325580597,44.919454
300,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2643036007881165,1.1727638244628906,46.745836
301,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2721058964729308,1.1872206211090088,42.980098999999996
302,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2247669339179992,1.1184024453163146,46.474927
303,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2693750262260437,1.1645473957061767,48.177404
304,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2532718181610107,1.125852918624878,48.699203
305,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2302147626876831,1.102577006816864,44.777474999999995
306,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2463066816329955,1.1314322471618652,45.064383
307,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.203059446811676,1.100678038597107,57.025504999999995
308,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,3.6669419527053835,3.634222221374512,78.82143599999999
309,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0.025,lstm,230,tanh,0.125,relu,1.2248008251190186,1.1174537062644958,49.419972
