iteration,seed,last_activation,last_perf,min_perf,time
2,1575099683,leaky_relu,1.231394887,1.127132773,51.233406
0,1315884747,linear,1.320305896,1.168046868,42.9201
1,1315884747,relu,1.216306508,1.092241716,52.855882
2,1315884747,leaky_relu,1.28524698,1.193202972,56.250782
0,849615922,linear,1.291897762,1.190803468,52.610998
1,849615922,relu,1.35336957,1.248257506,42.647185
2,849615922,leaky_relu,1.347476149,1.231665063,42.023388
0,1372231393,linear,1.22147454,1.091631687,50.246724
1,1372231393,relu,1.191115451,1.090476882,48.551276
2,1372231393,leaky_relu,1.252822912,1.174050951,52.569975
0,3645397463,linear,1.237098551,1.134652495,47.64057
1,3645397463,relu,1.236692381,1.172424114,46.920822
2,3645397463,leaky_relu,1.256272578,1.13370899,48.534292
0,1724807276,linear,1.264585185,1.139496386,47.172723
1,1724807276,relu,1.266997349,1.193205571,44.235673
2,1724807276,leaky_relu,1.306278825,1.197670686,48.843172
0,3133293820,linear,1.229095757,1.158828259,48.931152
1,3133293820,relu,1.239952111,1.167956984,47.424641
2,3133293820,leaky_relu,1.229155707,1.158175099,47.110721
0,3801301145,linear,1.221192169,1.15134654,49.889831
1,3801301145,relu,1.2678532,1.1810238,48.890155
2,3801301145,leaky_relu,1.281197894,1.187439108,47.483619
0,2311110047,linear,1.213110328,1.089795363,49.546937
1,2311110047,relu,1.259209502,1.153707564,39.235293
2,2311110047,leaky_relu,1.246559548,1.122769821,40.642836
0,3367679775,linear,1.257809281,1.099632561,46.052076
1,3367679775,relu,1.24230448,1.140342009,42.474243
2,3367679775,leaky_relu,1.285415947,1.148772383,46.043078
0,3042003354,linear,1.275031865,1.175593603,50.457656
1,3042003354,relu,1.283213031,1.156868076,48.232379
2,3042003354,leaky_relu,1.244282949,1.148692262,50.600626
0,4248281723,linear,1.307818389,1.156232584,46.757857
1,4248281723,relu,1.285091448,1.148524761,47.871496
2,4248281723,leaky_relu,1.269134355,1.150675273,46.533908
0,2540574794,linear,1.279584324,1.176709998,46.592909
1,2540574794,relu,1.279584336,1.176710033,46.701874
2,2540574794,leaky_relu,1.27958436,1.176710021,46.623903
0,2341434418,linear,1.264428067,1.142969263,44.199691
1,2341434418,relu,1.24776963,1.124285591,44.874489
2,2341434418,leaky_relu,1.268448424,1.167175281,42.986089
0,3736610165,linear,1.253260756,1.151629186,46.589898
1,3736610165,relu,1.250605702,1.168826616,50.924495
2,3736610165,leaky_relu,1.246231687,1.120061469,46.366977
0,2473528077,linear,1.338321292,1.247326624,42.88511
1,2473528077,relu,1.237582052,1.122677934,53.139828
2,2473528077,leaky_relu,1.309843826,1.164565146,46.439947
0,661104818,linear,1.230264401,1.12644949,44.647528
1,661104818,relu,1.314812601,1.170354915,44.004755
2,661104818,leaky_relu,1.274941385,1.138669372,44.079722
0,3902139161,linear,1.262444019,1.165246308,42.001396
1,3902139161,relu,1.272970152,1.183938289,45.920137
2,3902139161,leaky_relu,1.25027709,1.136175787,44.390623
0,3027377864,linear,1.29759779,1.174915779,45.974111
1,3027377864,relu,1.315755367,1.180894113,43.926773
2,3027377864,leaky_relu,1.197507977,1.108318865,50.924507
0,3697522017,linear,1.288623953,1.171161079,44.353633
1,3697522017,relu,1.23719604,1.140180802,47.153727
2,3697522017,leaky_relu,1.233720732,1.103219759,49.818867
0,716472688,linear,1.296525455,1.177143455,47.312675
1,716472688,relu,1.337816012,1.201930439,46.718869
2,716472688,leaky_relu,1.321941984,1.200042355,46.752858
0,562693792,linear,1.235975683,1.172169232,50.736569
1,562693792,relu,1.299142706,1.187402141,46.422966
2,562693792,leaky_relu,1.255611444,1.185639477,45.519291
0,288830129,linear,1.20133698,1.103693962,48.827212
1,288830129,relu,1.242502558,1.150068319,51.59629
2,288830129,leaky_relu,1.268326735,1.184648144,47.030767
0,3802521080,linear,1.253190196,1.106180954,53.07381
1,3802521080,relu,1.278707981,1.164269304,50.348694
2,3802521080,leaky_relu,1.347017336,1.216968095,44.402618
0,3286835884,linear,1.232283592,1.156609428,48.863161
1,3286835884,relu,1.238641751,1.102100909,49.480962
2,3286835884,leaky_relu,1.246144974,1.182437825,44.262652
0,502069502,linear,1.28257345,1.126560926,45.871149
1,502069502,relu,1.279150724,1.219536459,48.333357
2,502069502,leaky_relu,1.25428648,1.144947481,46.859824
0,2153866667,linear,1.264759696,1.170644975,45.339315
1,2153866667,relu,1.262639105,1.14188813,47.517611
2,2153866667,leaky_relu,1.29432205,1.130793154,44.02674
0,1625366737,linear,1.33204385,1.239651585,42.195336
1,1625366737,relu,1.256759012,1.136917055,49.924829
2,1625366737,leaky_relu,1.254686451,1.162850821,50.353693
0,3823380036,linear,1.235394514,1.148228228,45.184367
1,3823380036,relu,1.242255557,1.177382708,51.052464
2,3823380036,leaky_relu,1.256653476,1.157225919,43.959752
0,1217920894,linear,1.252320802,1.085979164,53.22476
1,1217920894,relu,1.306577802,1.248109317,45.865143
2,1217920894,leaky_relu,1.351929986,1.247776866,49.141071
0,3839855180,linear,1.305114317,1.186567199,51.737243
1,3839855180,relu,1.359185398,1.217188644,47.989445
2,3839855180,leaky_relu,1.292401016,1.175168669,46.138057
0,375387650,linear,1.307284284,1.159623587,50.983489
1,375387650,relu,1.29767487,1.160657609,45.030413
2,375387650,leaky_relu,1.294861543,1.171641564,45.510259
0,2021407241,linear,1.260430098,1.126792634,47.513611
1,2021407241,relu,1.265490329,1.130856216,42.811133
2,2021407241,leaky_relu,1.280808914,1.180900109,43.218001
0,2310649664,linear,1.339240444,1.22154609,39.95006
1,2310649664,relu,1.292049706,1.17669338,40.690839
2,2310649664,leaky_relu,1.297153437,1.197509122,41.689499
0,2857167403,linear,1.371357822,1.237827325,49.439976
1,2857167403,relu,1.29985193,1.137164938,51.68826
2,2857167403,leaky_relu,1.349558914,1.162436831,47.33267
0,10732700,linear,1.172334743,1.078251541,48.570297
1,10732700,relu,1.272432768,1.168828464,43.203024
2,10732700,leaky_relu,1.255817533,1.165515423,46.849813
0,1666030023,linear,1.338062716,1.224724698,47.126753
1,1666030023,relu,1.351681089,1.22458818,50.294698
2,1666030023,leaky_relu,1.391660833,1.228833771,43.792803
0,2486396259,linear,1.25990808,1.153254986,44.755467
1,2486396259,relu,1.239259601,1.113559127,53.173758
2,2486396259,leaky_relu,1.217864048,1.111355865,46.99278
0,3532586300,linear,1.325274396,1.229896462,45.995104
1,3532586300,relu,1.248014629,1.158616138,48.650244
2,3532586300,leaky_relu,1.289941764,1.199309242,43.884786
0,1885355828,linear,1.272802496,1.168153775,45.339314
1,1885355828,relu,1.215278006,1.135222411,52.345046
2,1885355828,leaky_relu,1.2458004,1.160426271,46.09707
0,2158784008,linear,1.271109748,1.16710192,47.143757
1,2158784008,relu,1.216334784,1.144552255,47.20869
2,2158784008,leaky_relu,1.315705454,1.184470034,44.223657
0,716412310,linear,1.23232969,1.102665603,45.53924
1,716412310,relu,1.23232969,1.102665615,45.671207
2,716412310,leaky_relu,1.232329714,1.102665627,45.561245
0,481325748,linear,1.311993408,1.196255851,42.442254
1,481325748,relu,1.227752066,1.13696897,48.070464
2,481325748,leaky_relu,1.302366471,1.205147707,42.979068
0,2281165200,linear,1.333079302,1.243501997,46.248015
1,2281165200,relu,1.29270277,1.160830998,45.259341
2,2281165200,leaky_relu,1.263428736,1.154684746,49.135086
0,1625096511,linear,1.241310966,1.084752893,43.757835
1,1625096511,relu,1.241311014,1.084752929,43.798813
2,1625096511,leaky_relu,1.241311014,1.084752917,43.795811
0,3495525196,linear,1.235118008,1.078008282,52.686935
1,3495525196,relu,1.661523128,1.557130957,48.238375
2,3495525196,leaky_relu,1.246950865,1.117100215,50.295709
0,792594405,linear,1.25332725,1.134967935,47.994454
1,792594405,relu,1.248447514,1.132499278,48.091422
2,792594405,leaky_relu,1.328338635,1.202002847,40.524873
0,2277209318,linear,1.28853935,1.180258167,42.041383
1,2277209318,relu,1.297839773,1.193107522,42.094401
2,2277209318,leaky_relu,1.29968102,1.206989348,43.352946
0,1284150408,linear,1.218441892,1.140942538,48.896166
1,1284150408,relu,1.247627783,1.165689993,47.527609
2,1284150408,leaky_relu,1.251860499,1.168513107,46.056079
0,343209704,linear,1.275853729,1.162324953,43.527891
1,343209704,relu,1.221639025,1.119867444,45.415285
2,343209704,leaky_relu,1.267736506,1.129818273,44.906455
0,1988027126,linear,1.246680009,1.106788123,41.62452
1,1988027126,relu,1.244211495,1.123799479,47.654563
2,1988027126,leaky_relu,1.250472534,1.115508211,42.324291
0,1730043836,linear,1.270216334,1.166030324,48.555298
1,1730043836,relu,1.250006568,1.138090098,47.315662
2,1730043836,leaky_relu,1.376588237,1.21573571,41.265625
0,3381556424,linear,1.24629029,1.143973827,49.533957
1,3381556424,relu,1.369695532,1.24319874,41.120714
2,3381556424,leaky_relu,1.269448423,1.17607404,50.356681
0,818552544,linear,1.300452113,1.154835725,43.422934
1,818552544,relu,1.328384864,1.165131783,43.283984
2,818552544,leaky_relu,1.281763577,1.163833094,44.770501
0,74687289,linear,1.343190658,1.190242088,41.636501
1,74687289,relu,1.300871944,1.137085927,41.647513
2,74687289,leaky_relu,1.279162264,1.110199857,42.953081
0,2323735572,linear,1.242544496,1.11474278,45.778175
1,2323735572,relu,1.26019218,1.105942333,45.459278
2,2323735572,leaky_relu,1.254150319,1.127623534,44.738487
0,1578256930,linear,1.298415816,1.157135618,43.224989
1,1578256930,relu,1.261253464,1.132147956,48.391327
2,1578256930,leaky_relu,1.268666363,1.170249665,45.010411
0,3215290309,linear,1.30864954,1.173875844,46.032089
1,3215290309,relu,1.242271483,1.133135915,47.013751
2,3215290309,leaky_relu,1.273249388,1.145920086,45.56622
0,4020490767,linear,1.290169406,1.207016456,44.720516
1,4020490767,relu,1.270028055,1.210577536,54.05949
2,4020490767,leaky_relu,1.274819279,1.198758554,44.200672
0,2902832886,linear,1.326821852,1.156735408,47.037767
1,2902832886,relu,1.260663176,1.09631933,47.199713
2,2902832886,leaky_relu,1.282798028,1.111010921,48.686232
0,1507705003,linear,1.297229993,1.175748503,46.868821
1,1507705003,relu,1.264224315,1.179708815,46.135035
2,1507705003,leaky_relu,1.255092716,1.147200489,52.614954
0,1886146078,linear,1.292453098,1.13815428,45.223354
1,1886146078,relu,1.235034466,1.115257514,47.957464
2,1886146078,leaky_relu,1.212527978,1.143706667,47.986469
0,3810825150,linear,1.255617857,1.15697608,47.350664
1,3810825150,relu,1.331621814,1.206186593,48.105411
2,3810825150,leaky_relu,1.252961695,1.136908615,47.455627
0,1880492247,linear,1.224011433,1.127663577,45.3533
1,1880492247,relu,1.244209206,1.156786752,43.250991
2,1880492247,leaky_relu,1.226859891,1.084952593,42.988078
0,3899565580,linear,1.28353256,1.184785891,50.932504
1,3899565580,relu,1.284939969,1.177946818,44.320648
2,3899565580,leaky_relu,1.29005022,1.205396283,43.203007
0,1133775731,linear,1.177261531,1.077311778,48.237344
1,1133775731,relu,1.15282594,1.032624161,50.630602
2,1133775731,leaky_relu,1.130492365,1.027514672,49.084093
0,3501741046,linear,1.328886878,1.223180914,56.104808
1,3501741046,relu,1.330800557,1.173606825,48.208376
2,3501741046,leaky_relu,1.317442846,1.196032619,45.179367
0,3789788894,linear,1.365554023,1.243473554,43.420939
1,3789788894,relu,1.326962233,1.163509595,45.379303
2,3789788894,leaky_relu,1.356373513,1.152587008,44.706522
0,3466637919,linear,1.253347218,1.138675177,46.672863
1,3466637919,relu,1.253336573,1.138675189,46.710862
2,3466637919,leaky_relu,1.253336608,1.138675177,46.712871
0,2179943966,linear,1.371178174,1.233051109,45.117387
1,2179943966,relu,1.332798624,1.221901,45.035415
2,2179943966,leaky_relu,1.350020003,1.252801454,45.562244
0,378790849,linear,1.266987264,1.178667402,46.746862
1,378790849,relu,1.259087694,1.172700107,43.966747
2,378790849,leaky_relu,1.280963194,1.175458515,42.279305
0,1914214792,linear,1.284637523,1.185524523,47.083751
1,1914214792,relu,1.234080136,1.13538295,47.084752
2,1914214792,leaky_relu,1.329002035,1.232255054,47.321661
0,1737949036,linear,1.281584001,1.184692907,45.138369
1,1737949036,relu,1.264838362,1.186594403,45.375306
2,1737949036,leaky_relu,1.269539511,1.169667506,45.966113
0,3989186829,linear,1.14667201,1.059781313,49.183046
1,3989186829,relu,1.2626459,1.171478271,39.762123
2,3989186829,leaky_relu,1.132493031,1.068648183,52.286067
0,359076262,linear,1.239010823,1.101538324,41.915433
1,359076262,relu,1.217764676,1.074836242,42.17734
2,359076262,leaky_relu,1.28633796,1.166685939,38.525525
0,2588463352,linear,1.313711143,1.195187545,45.995091
1,2588463352,relu,1.29318651,1.170845294,46.781848
2,2588463352,leaky_relu,1.261039472,1.129317057,48.232388
0,1010443328,linear,1.152847445,1.0998276,54.598296
1,1010443328,relu,1.211276937,1.135601914,45.479262
2,1010443328,leaky_relu,1.143493414,1.054931378,51.177426
0,401228150,linear,1.271588147,1.133038139,47.765577
1,401228150,relu,1.307476306,1.206887257,44.738504
2,401228150,leaky_relu,1.283213198,1.172924173,46.960789
0,1519084638,linear,1.283235252,1.14097873,50.228731
1,1519084638,relu,1.245337141,1.127830732,51.817223
2,1519084638,leaky_relu,1.308161652,1.183590567,45.475271
0,2710427740,linear,1.243710494,1.168250024,58.368098
1,2710427740,relu,1.326190352,1.197961295,48.635247
2,2710427740,leaky_relu,1.297714508,1.215138698,42.007393
0,1556142515,linear,1.206526518,1.100336659,50.006805
1,1556142515,relu,1.226068366,1.130546737,51.371361
2,1556142515,leaky_relu,1.226517928,1.117449653,46.555923
0,1153892915,linear,1.263402486,1.152023959,40.728813
1,1153892915,relu,1.263404441,1.152023947,40.797795
2,1153892915,leaky_relu,1.263402486,1.152023959,40.705803
0,1209845667,linear,1.211947715,1.135338795,44.388654
1,1209845667,relu,1.193246686,1.081300485,46.042078
2,1209845667,leaky_relu,1.220414662,1.128523159,46.515917
0,2410522789,linear,1.310841191,1.137548411,41.61652
1,2410522789,relu,1.211364353,1.103974855,49.404986
2,2410522789,leaky_relu,1.221060395,1.073571527,44.780498
0,2807755042,linear,1.236583865,1.101791441,48.560273
1,2807755042,relu,1.303333342,1.200519371,45.191361
2,2807755042,leaky_relu,1.251484036,1.127205026,50.891517
0,3507779994,linear,1.209251428,1.108826458,49.350017
1,3507779994,relu,1.265653193,1.159635484,45.835158
2,3507779994,leaky_relu,1.275029147,1.167704046,47.212716
0,3717493482,linear,1.276155472,1.189566994,46.885822
1,3717493482,relu,1.276155448,1.189566994,46.68386
2,3717493482,leaky_relu,1.276155448,1.189566982,46.74586
0,3862524083,linear,1.230418146,1.126022744,53.243755
1,3862524083,relu,1.197692788,1.078775883,55.512019
2,3862524083,leaky_relu,1.256598866,1.123941827,39.95405
0,489396809,linear,1.302415633,1.182162106,49.018124
1,489396809,relu,1.308894265,1.189943349,42.75914
2,489396809,leaky_relu,1.250349593,1.113741517,51.127443
0,3381767527,linear,1.378436673,1.261384404,45.582223
1,3381767527,relu,1.294339681,1.18074038,47.544601
2,3381767527,leaky_relu,1.317675567,1.223434055,44.847476
0,62939560,linear,1.262336016,1.157109654,48.504325
1,62939560,relu,1.246514416,1.150526643,47.880493
2,62939560,leaky_relu,1.282375968,1.144857466,47.947471
0,2979492472,linear,1.276449847,1.140437865,44.113714
1,2979492472,relu,1.185473013,1.105177486,49.202072
2,2979492472,leaky_relu,1.195088875,1.093496704,47.26468
0,3342384522,linear,1.2326069,1.117819905,49.670911
1,3342384522,relu,1.312485075,1.168436599,47.518587
2,3342384522,leaky_relu,1.260173583,1.112756157,50.223722
0,1696951342,linear,1.220540333,1.13468864,42.435266
1,1696951342,relu,1.201989615,1.118082201,43.96175
2,1696951342,leaky_relu,1.195871985,1.097428465,47.533591
0,3232234083,linear,1.237547815,1.129647326,49.092079
1,3232234083,relu,1.272179866,1.209682882,50.941502
2,3232234083,leaky_relu,1.220388281,1.112891829,49.552952
0,4077286689,linear,1.2207026,1.077757597,43.173022
1,4077286689,relu,1.213389015,1.098552847,45.143367
2,4077286689,leaky_relu,1.227392638,1.037981594,47.051761
0,2763635978,linear,1.311423278,1.143546927,41.959401
1,2763635978,relu,1.311423278,1.143546915,42.091368
2,2763635978,leaky_relu,1.311423278,1.143546915,41.857445
0,1091443553,linear,1.262618971,1.179279101,43.405942
1,1091443553,relu,1.241723859,1.128838062,41.859423
2,1091443553,leaky_relu,1.21059705,1.099324441,49.247036
0,3328866641,linear,1.333931434,1.18711952,44.315627
1,3328866641,relu,1.312341714,1.183677316,44.182677
2,3328866641,leaky_relu,1.323243189,1.173681843,44.26765
0,3608338251,linear,1.274103582,1.181852305,44.834466
1,3608338251,relu,1.290336573,1.191897547,47.235679
2,3608338251,leaky_relu,1.268679035,1.154017091,47.350671
0,4200649395,linear,1.303354764,1.22928803,46.091094
1,4200649395,relu,1.245790172,1.172393918,45.727188
2,4200649395,leaky_relu,1.276578939,1.20468061,47.27269
0,3665620610,linear,1.291142786,1.18600533,48.63525
1,3665620610,relu,1.26780405,1.143321264,47.380654
2,3665620610,leaky_relu,1.328814244,1.236268234,45.758201
0,2870065416,linear,1.356353152,1.192595375,42.410351
1,2870065416,relu,1.306079519,1.215623879,42.073373
2,2870065416,leaky_relu,1.254633594,1.139835489,45.826158
0,2296311769,linear,1.276173568,1.145680642,41.854443
1,2296311769,relu,1.292645383,1.190711725,41.128679
2,2296311769,leaky_relu,1.289153159,1.14724257,44.086722
0,3098651534,linear,1.25175271,1.139543915,49.236086
1,3098651534,relu,1.230851388,1.147690189,48.889181
2,3098651534,leaky_relu,1.229727972,1.163999736,47.333697
0,1418747339,linear,1.318771672,1.202285707,51.113413
1,1418747339,relu,1.347558057,1.243255043,42.788128
2,1418747339,leaky_relu,1.284519374,1.184851587,51.086455
0,3813587610,linear,1.298042989,1.210488331,49.677903
1,3813587610,relu,1.340031588,1.208370638,44.795483
2,3813587610,leaky_relu,1.302105963,1.198548388,50.923484
0,4231248913,linear,1.199150085,1.084196138,42.789121
1,4231248913,relu,1.192710757,1.107066989,42.132342
2,4231248913,leaky_relu,1.303038144,1.188991797,39.11832
0,1171739545,linear,1.300941837,1.200099659,47.655564
1,1171739545,relu,1.306525123,1.215707684,45.701189
2,1171739545,leaky_relu,1.33007139,1.172034931,45.345314
0,1657532623,linear,1.304837573,1.184146571,47.454631
1,1657532623,relu,1.249299335,1.152299464,49.018119
2,1657532623,leaky_relu,1.271153629,1.175086164,45.609215
0,2831146789,linear,1.298458028,1.149885595,42.048398
1,2831146789,relu,1.303065169,1.160874903,42.055379
2,2831146789,leaky_relu,1.290943575,1.136936831,41.799452
0,451075914,linear,1.205735362,1.125974822,48.648233
1,451075914,relu,1.20822053,1.155118799,47.323661
2,451075914,leaky_relu,1.23413409,1.1514956,47.073753
0,2880849100,linear,1.362458467,1.251452661,42.947091
1,2880849100,relu,10.6496061,10.63183044,36.394212
2,2880849100,leaky_relu,1.297265244,1.177600861,46.880805
0,2962153461,linear,1.211311817,1.123225772,46.758896
1,2962153461,relu,1.227690661,1.148707616,45.928125
2,2962153461,leaky_relu,1.220293164,1.138547885,45.212357
0,2742734818,linear,1.268858469,1.161659253,48.429307
1,2742734818,relu,1.304523015,1.128609097,44.92343
2,2742734818,leaky_relu,1.269733882,1.145194173,52.330049
0,3062728845,linear,1.327482438,1.223719394,44.931437
1,3062728845,relu,1.297993696,1.184319794,46.059074
2,3062728845,leaky_relu,1.291837013,1.178254092,42.213329
0,970890456,linear,1.276904976,1.163009381,45.842152
1,970890456,relu,1.281639254,1.14234699,45.432287
2,970890456,leaky_relu,1.24503144,1.13672688,47.08975
0,2297016428,linear,1.353789246,1.2492769,41.269614
1,2297016428,relu,1.293769252,1.201443124,48.411303
2,2297016428,leaky_relu,1.275850534,1.155698919,48.834183
0,1790689578,linear,1.255360687,1.138397872,46.846816
1,1790689578,relu,1.247608674,1.117797375,43.621858
2,1790689578,leaky_relu,1.248072553,1.187257564,43.808792
0,2430475163,linear,1.327873158,1.212078965,43.8408
1,2430475163,relu,1.315898776,1.221549809,48.177404
2,2430475163,leaky_relu,1.336465693,1.189631665,45.849141
0,3299699972,linear,1.211263824,1.080181754,42.664162
1,3299699972,relu,1.248511684,1.129355609,43.684853
2,3299699972,leaky_relu,1.230811036,1.106715965,43.01107
0,3905560377,linear,1.262254882,1.168661904,44.67953
1,3905560377,relu,1.261075151,1.164914107,45.201361
2,3905560377,leaky_relu,1.26313591,1.159574878,44.618551
0,1743167348,linear,1.248940015,1.129207253,43.11004
1,1743167348,relu,1.183974826,1.089403975,48.531271
2,1743167348,leaky_relu,1.271393216,1.147553217,44.700511
0,1494057337,linear,1.301108515,1.193750155,48.940201
1,1494057337,relu,1.318543804,1.207344925,46.449953
2,1494057337,leaky_relu,1.272319829,1.170095778,46.889814
0,2747210587,linear,1.343191588,1.180499387,44.223677
1,2747210587,relu,1.295735347,1.185697973,46.71987
2,2747210587,leaky_relu,1.383181334,1.198962379,41.860431
0,1678113244,linear,1.215753424,1.111619008,44.15069
1,1678113244,relu,1.248834777,1.128210139,42.182339
2,1678113244,leaky_relu,1.183411825,1.09969877,51.244403
0,1574627629,linear,1.257941628,1.173909795,52.135106
1,1574627629,relu,1.318046987,1.229469609,44.144694
2,1574627629,leaky_relu,1.319980681,1.212026477,45.60023
0,3696369640,linear,1.275916517,1.120608997,46.609897
1,3696369640,relu,1.249125946,1.143468058,49.006117
2,3696369640,leaky_relu,1.28609935,1.17915535,51.88517
0,223372206,linear,1.222309101,1.153487647,43.260973
1,223372206,relu,1.164506269,1.094268882,57.17648
2,223372206,leaky_relu,1.23194592,1.165546823,50.898506
0,2435465762,linear,1.324720001,1.211455739,45.519257
1,2435465762,relu,1.343925142,1.237692034,46.208047
2,2435465762,leaky_relu,1.350888133,1.269218135,45.91213
0,3684932999,linear,1.274279356,1.149572647,47.90547
1,3684932999,relu,1.311828458,1.203012097,45.786176
2,3684932999,leaky_relu,1.310362291,1.149625123,42.647187
0,1421468795,linear,1.27784909,1.165474212,48.710228
1,1421468795,relu,1.238997507,1.108409834,50.004804
2,1421468795,leaky_relu,1.22406168,1.115124953,50.518638
0,676241374,linear,1.288955379,1.150127256,49.383006
1,676241374,relu,1.258699596,1.138023245,50.612608
2,676241374,leaky_relu,1.286323738,1.150993657,48.202387
0,1603181929,linear,1.223651481,1.129013646,45.50726
1,1603181929,relu,1.223651481,1.129013646,45.430285
2,1603181929,leaky_relu,1.223651481,1.129013646,45.599231
0,599552846,linear,1.278312337,1.150009727,48.949148
1,599552846,relu,1.286029577,1.160934532,49.169112
2,599552846,leaky_relu,1.28576535,1.163739944,49.705905
0,1980773666,linear,1.278700721,1.192625475,47.696518
1,1980773666,relu,1.300040555,1.205680752,46.695895
2,1980773666,leaky_relu,1.302942753,1.194197249,43.028057
0,1773866847,linear,1.229587388,1.11437068,45.903129
1,1773866847,relu,1.268894601,1.177381396,67.058281
2,1773866847,leaky_relu,1.367489982,1.153450787,41.233645
0,224421911,linear,1.27803719,1.142282462,45.243347
1,224421911,relu,1.240321839,1.168954086,48.046438
2,224421911,leaky_relu,1.336684799,1.197112679,43.812803
0,1735056075,linear,1.264847124,1.177585328,43.775825
1,1735056075,relu,1.264847124,1.177585304,43.880776
2,1735056075,leaky_relu,1.264847136,1.177585292,43.798815
0,141409453,linear,1.224522221,1.114637709,49.945824
1,141409453,relu,1.280394483,1.187940633,45.752183
2,141409453,leaky_relu,1.323257935,1.210375965,46.37698
0,1337406815,linear,1.286129713,1.159167361,40.323926
1,1337406815,relu,1.25006336,1.120372331,45.006422
2,1337406815,leaky_relu,1.303029132,1.171407914,41.31762
0,21359918,linear,1.285224247,1.172591877,45.603266
1,21359918,relu,1.174541903,1.086817491,51.732246
2,21359918,leaky_relu,1.235153186,1.14506104,47.033767
0,2318632862,linear,1.297397232,1.166255546,44.819484
1,2318632862,relu,1.272402132,1.174093485,47.53861
2,2318632862,leaky_relu,1.296374583,1.195468771,48.1254
0,416504229,linear,1.299191618,1.205230904,48.486296
1,416504229,relu,1.234746933,1.115510869,46.658888
2,416504229,leaky_relu,1.266829383,1.138416517,45.32232
0,3120032962,linear,1.363532388,1.211295307,49.941848
1,3120032962,relu,1.323067057,1.195975685,49.626924
2,3120032962,leaky_relu,1.325732911,1.173022282,53.097789
0,831065510,linear,1.286472356,1.197025251,51.497309
1,831065510,relu,1.314713395,1.207324302,41.696497
2,831065510,leaky_relu,1.278905201,1.166977441,47.340655
0,663841505,linear,1.320267808,1.250493622,42.996062
1,663841505,relu,1.299106586,1.196181607,45.895133
2,663841505,leaky_relu,1.31653316,1.225303185,44.331634
0,3052509957,linear,1.18862102,1.071286714,50.938525
1,3052509957,relu,1.307663476,1.14497112,45.747184
2,3052509957,leaky_relu,1.250721657,1.143557489,49.301033
0,18614638,linear,1.154701734,1.084752226,49.699904
1,18614638,relu,1.335066032,1.203569603,43.654862
2,18614638,leaky_relu,1.252192402,1.063974965,53.062409
0,1570673393,linear,1.212786829,1.072097003,49.999913
1,1570673393,relu,1.212786806,1.072097003,50.081049
2,1570673393,leaky_relu,1.212786829,1.072097003,50.157932
0,3820129589,linear,1.229644787,1.150900877,46.489901
1,3820129589,relu,1.259626818,1.167793846,46.15262
2,3820129589,leaky_relu,1.272625768,1.176168013,44.706103
0,1854410883,linear,1.213522506,1.134606707,47.328936
1,1854410883,relu,1.239129186,1.171184981,43.400945
2,1854410883,leaky_relu,1.226591003,1.122599638,47.263694
0,1480068981,linear,1.242170191,1.179055345,48.357339
1,1480068981,relu,1.240322316,1.152103746,48.112414
2,1480068981,leaky_relu,1.253079772,1.126070964,47.601324
0,3325756861,linear,1.262784684,1.14908067,51.972314
1,3325756861,relu,1.291676664,1.222326434,47.272601
2,3325756861,leaky_relu,1.283908033,1.14959867,49.68142
0,1298892237,linear,1.376380515,1.256818604,43.314474
1,1298892237,relu,1.262224329,1.183343327,52.665026
2,1298892237,leaky_relu,1.302215326,1.160074127,43.811714
0,3057787168,linear,1.326689589,1.216249812,45.472967
1,3057787168,relu,1.338429248,1.230027747,44.200227
2,3057787168,leaky_relu,1.279629958,1.154415047,55.164813
0,3989572067,linear,1.327779627,1.214205444,45.428212
1,3989572067,relu,1.294595802,1.206108546,50.216081
2,3989572067,leaky_relu,1.229995763,1.138801014,53.306674
0,2596758545,linear,1.271250081,1.136572623,42.341286
1,2596758545,relu,1.26978091,1.133567441,41.102686
2,2596758545,leaky_relu,1.269577169,1.137193394,41.854443
0,3340110111,linear,1.270384705,1.126941621,48.533706
1,3340110111,relu,1.320194101,1.204566193,54.480475
2,3340110111,leaky_relu,1.285885477,1.181787193,45.395096
0,3941725781,linear,1.304628766,1.171109796,48.019127
1,3941725781,relu,1.371795774,1.206487155,45.741779
2,3941725781,leaky_relu,1.24996115,1.137255514,48.825799
0,501392683,linear,1.286570287,1.214118588,51.113182
1,501392683,relu,1.258287108,1.179674971,53.575974
2,501392683,leaky_relu,1.285833347,1.207089949,50.090222
0,1634709157,linear,1.303788137,1.161561966,47.176131
1,1634709157,relu,1.285276926,1.175606763,56.661634
2,1634709157,leaky_relu,1.265495718,1.140126657,52.692015
0,1091286640,linear,1.269005382,1.15945915,46.224515
1,1091286640,relu,1.238854933,1.129207039,45.716545
2,1091286640,leaky_relu,1.259868753,1.141640198,58.079258
0,3954555383,linear,1.333742774,1.190139449,48.649819
1,3954555383,relu,1.299983835,1.168472838,50.075102
2,3954555383,leaky_relu,1.227153695,1.107831097,54.233045
0,787791865,linear,1.310534751,1.187730062,52.163815
1,787791865,relu,1.291983593,1.161857009,51.849003
2,787791865,leaky_relu,1.256629848,1.140835142,53.160219
0,374751713,linear,1.354769981,1.239380801,45.844948
1,374751713,relu,1.32625339,1.242056191,45.552659
2,374751713,leaky_relu,1.318691111,1.205574584,50.615572
