iteration,seed,rnn_type,rnn_size,last_perf,min_perf,time
in,in,in,in,out,out,out
int,int,str,int,float,float,float
29,16,lstm,470,1.430641448,1.262696862,44.484569
30,16,lstm,485,1.307035339,1.208720541,47.248698
1,17,lstm,50,1.195785093,1.087853205,46.078073
2,17,lstm,65,1.271262467,1.155096626,35.10463
3,17,lstm,80,1.138937724,1.013340676,45.027413
4,17,lstm,95,1.15820514,1.034278083,37.988694
5,17,lstm,110,1.180072618,1.039341784,38.893402
6,17,lstm,125,1.298517334,1.203287017,42.407264
7,17,lstm,140,1.187348187,1.090655589,41.418583
8,17,lstm,155,1.229113996,1.116616654,38.765445
9,17,lstm,170,1.284681904,1.132114923,35.577476
10,17,lstm,185,1.210639083,1.112191582,48.838183
11,17,lstm,200,1.274884486,1.134825397,36.706111
12,17,lstm,215,1.199434495,1.094240427,38.653478
13,17,lstm,230,1.198321533,1.111091661,38.768443
14,17,lstm,245,1.251118565,1.110856664,36.908045
15,17,lstm,260,1.20804708,1.035590553,42.967082
16,17,lstm,275,1.24079324,1.103324831,46.630895
17,17,lstm,290,1.297373903,1.168141365,42.778145
18,17,lstm,305,1.271244884,1.140715909,44.868467
19,17,lstm,320,1.237445295,1.11889087,48.297357
20,17,lstm,335,1.313722932,1.139392507,43.317969
21,17,lstm,350,1.30074861,1.142693102,45.495263
22,17,lstm,365,1.31856761,1.204889429,44.753503
23,17,lstm,380,1.283244288,1.176789403,43.664856
24,17,lstm,395,1.263673246,1.092360389,41.701506
25,17,lstm,410,1.407062519,1.18966043,43.146036
26,17,lstm,425,1.522475648,1.21680131,42.170354
27,17,lstm,440,1.522853935,1.225161862,42.875103
28,17,lstm,455,1.210109997,1.036284435,48.770206
29,17,lstm,470,1.487978041,1.27102536,45.309316
30,17,lstm,485,1.316145778,1.106038487,47.35665
1,18,lstm,50,1.287918258,1.169147611,38.579505
2,18,lstm,65,1.229856372,1.106161857,33.703085
3,18,lstm,80,1.22506268,1.091977954,38.015689
4,18,lstm,95,1.294579673,1.215508914,45.472272
5,18,lstm,110,1.231364429,1.106618202,40.831775
6,18,lstm,125,1.309397924,1.219895816,48.646244
7,18,lstm,140,1.170034993,1.066245234,36.52417
8,18,lstm,155,1.216819561,1.112022257,39.05535
9,18,lstm,170,1.183589375,1.066297209,39.803111
10,18,lstm,185,1.337546921,1.255866563,34.571803
11,18,lstm,200,1.256811285,1.141022027,39.365251
12,18,lstm,215,1.176119232,1.064493966,42.164352
13,18,lstm,230,1.238934028,1.130871141,40.345934
14,18,lstm,245,1.309293115,1.226543415,39.469208
15,18,lstm,260,1.278233302,1.164790154,42.062376
16,18,lstm,275,1.239724088,1.12501055,41.119669
17,18,lstm,290,1.278566778,1.180464482,35.605467
18,18,lstm,305,1.242291224,1.131538928,44.992415
19,18,lstm,320,1.242645836,1.135244286,43.647864
20,18,lstm,335,1.190099943,1.089154303,39.975055
21,18,lstm,350,1.197683251,1.082398462,42.153364
22,18,lstm,365,1.308338439,1.189070296,39.441226
23,18,lstm,380,1.274132383,1.128272891,42.598203
24,18,lstm,395,1.268524837,1.182002127,46.167059
25,18,lstm,410,1.324872553,1.177990413,45.236343
26,18,lstm,425,1.326336336,1.194693089,43.96776
27,18,lstm,440,1.360836244,1.170644987,45.957106
28,18,lstm,455,1.494246101,1.237993181,43.594868
29,18,lstm,470,1.428927779,1.248500359,41.807437
30,18,lstm,485,1.406011605,1.163632202,46.021084
1,19,lstm,50,1.222062731,1.105047381,36.114294
2,19,lstm,65,1.231850123,1.126718903,46.665873
3,19,lstm,80,1.269922423,1.204037261,38.265607
4,19,lstm,95,1.238855267,1.076118851,34.177918
5,19,lstm,110,1.148340082,1.033329523,34.742748
6,19,lstm,125,1.29137156,1.148276472,32.494475
7,19,lstm,140,1.288196909,1.182668257,39.180311
8,19,lstm,155,1.220389163,1.094602454,36.700114
9,19,lstm,170,1.185548472,1.070675349,48.308342
10,19,lstm,185,1.222707367,1.122730792,47.581588
11,19,lstm,200,1.189727271,1.124447429,47.08475
12,19,lstm,215,1.298928714,1.215837932,37.562833
13,19,lstm,230,1.090770781,0.975492883,45.244345
14,19,lstm,245,1.330074131,1.168255723,34.462841
15,19,lstm,260,1.204751229,1.038227332,39.389276
16,19,lstm,275,1.260730958,1.108330405,37.306918
17,19,lstm,290,1.177050388,1.07233597,37.319915
18,19,lstm,305,1.243407536,1.097602165,38.027682
19,19,lstm,320,1.269905221,1.137796795,38.228619
20,19,lstm,335,1.231094313,1.108567977,43.075049
21,19,lstm,350,1.204259121,1.093517816,47.183738
22,19,lstm,365,1.216504085,1.055647659,44.781511
23,19,lstm,380,1.251030445,1.108939362,44.087718
24,19,lstm,395,1.20982641,1.07635622,45.274357
25,19,lstm,410,1.236935902,1.139033568,47.096748
26,19,lstm,425,1.281878996,1.132505405,46.73986
27,19,lstm,440,1.285201228,1.074179614,47.439636
28,19,lstm,455,1.337767339,1.175353813,46.647895
29,19,lstm,470,1.338477516,1.102777004,50.52064
30,19,lstm,485,1.259931493,1.103787267,42.82013
0,1,none,0,1.789767385,1.407001185,9.479765
0,2,none,0,1.922594023,1.320012426,9.021993
0,3,none,0,1.705834889,1.319834328,9.645332
0,4,none,0,1.760907435,1.424532795,9.359613
0,5,none,0,1.765792513,1.335074222,9.255865
0,6,none,0,1.695903325,1.311879301,9.336148
0,7,none,0,1.858786774,1.231655777,9.079844
0,8,none,0,1.882522988,1.237383449,9.084326
0,9,none,0,1.675008583,1.310231495,9.02647
0,10,none,0,1.838096929,1.438278794,9.636441
0,11,none,0,1.82803793,1.266426599,8.525286
0,12,none,0,1.890418553,1.272559416,6.983738
0,13,none,0,1.67635932,1.365077853,7.203666
0,14,none,0,1.719001484,1.263028932,6.985727
0,15,none,0,1.804903603,1.438209748,7.648515
0,16,none,0,1.88737278,1.50221169,7.651499
0,17,none,0,1.785258317,1.339989877,7.184671
0,18,none,0,1.908133531,1.42304914,7.462584
0,19,none,0,1.782631564,1.35590086,7.163657
