iteration,dense_layers_1,dense_layers_2,dense_layers_3,dense_layers_4,dense_layers_5,dense_layers_6,dense_layers_7,dense_layers_8,dense_layers_9,dense_layers_10,dense_layers,learning_rate,optimizer,activation,dropout,rnn_type,rnn_size,rnn_activation,rnn_dropout,last_activation,last_perf,min_perf,time
in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,out,out,out
int,int,int,int,int,int,int,int,int,int,int,int,str,str,str,float,str,int,str,float,str,float,float,float
3450,160,384,465,493,53,0,0,0,0,0,5,5.00E-05,adam,relu,0.1,none,916,relu,0,linear,1.313787651,1.277214551,18.058375
3451,121,0,0,0,0,0,0,0,0,0,1,0.0001,rmsprop,relu,0.1,none,213,tanh,0.15,relu,1.362694013,1.355639911,18.378051
3452,49,308,321,328,30,129,391,257,434,0,9,0.0001,adam,relu,0.25,lstm,491,relu,0.25,linear,1.551588345,1.438205492,80.420843
3453,415,100,50,447,386,0,0,0,0,0,5,0.0005,adadelta,relu,0.25,simplernn,363,tanh,0.25,linear,1.77526412,1.215857971,44.814479
3454,205,89,0,0,0,0,0,0,0,0,2,0.005,adadelta,relu,0.2,lstm,32,tanh,0.25,relu,1.485719228,1.094749594,86.219973
3455,430,0,0,0,0,0,0,0,0,0,1,0.0005,rmsprop,leaky_relu,0.15,simplernn,818,relu,0.15,relu,2.481348658,2.089781213,25.125497
3456,172,152,44,0,0,0,0,0,0,0,3,5.00E-05,adam,relu,0,simplernn,845,relu,0.2,linear,4.000665188,3.667691994,44.288523
3457,6,151,252,453,367,0,0,0,0,0,5,0.005,adadelta,relu,0,lstm,739,relu,0.1,relu,1.369617319,1.099808073,100.544349
3458,150,42,179,20,318,239,345,20,344,0,9,5.00E-05,adam,relu,0.1,none,311,relu,0,relu,1.345245671,1.304225636,28.173858
3459,157,459,188,312,67,0,0,0,0,0,5,5.00E-05,adadelta,leaky_relu,0.25,lstm,851,relu,0.25,relu,1.332399297,1.128019452,119.731889
3460,309,144,64,324,154,0,0,0,0,0,5,0.0001,rmsprop,relu,0.15,none,551,relu,0.2,relu,1.381347036,1.333893061,12.344993
3461,295,91,447,0,0,0,0,0,0,0,3,0.0005,rmsprop,leaky_relu,0.25,simplernn,180,tanh,0.1,linear,1.528988147,1.420213366,22.008867
3462,133,475,428,497,303,337,243,468,0,0,8,0.0005,adadelta,relu,0.1,none,226,relu,0.25,linear,1.587621999,1.189630973,17.409333
3463,139,52,44,329,447,460,62,146,168,188,10,0.005,rmsprop,relu,0.2,lstm,167,relu,0,linear,1.444799769,1.240526485,45.087411
3464,50,0,0,0,0,0,0,0,0,0,1,0.005,rmsprop,relu,0.15,none,171,tanh,0.2,relu,1.730540371,1.320906043,4.00969
3465,332,188,154,202,307,57,129,0,0,0,7,0.0001,adadelta,relu,0,lstm,723,tanh,0.2,relu,1.292757726,0.95834291,99.550077
3466,163,0,0,0,0,0,0,0,0,0,1,0.0001,adadelta,leaky_relu,0,none,250,tanh,0,linear,1.83158412,1.291691124,4.162653
3467,98,321,183,254,363,0,0,0,0,0,5,5.00E-05,adam,relu,0,lstm,133,tanh,0.2,relu,12.93584347,12.93584347,30.376292
3468,357,393,462,144,64,209,78,284,0,0,8,5.00E-05,adadelta,relu,0.15,none,135,relu,0,linear,1.537405503,1.146666908,15.943839
3469,116,363,145,116,426,185,0,0,0,0,6,0.005,adam,leaky_relu,0.25,lstm,595,relu,0.2,linear,2.399572921,1.695469165,52.887062
3470,261,64,40,495,184,39,22,0,0,0,7,0.0005,adam,leaky_relu,0,simplernn,889,relu,0.1,relu,2.90706687,2.684759426,42.531604
3471,33,377,118,486,480,79,198,41,38,0,9,0.0005,adadelta,relu,0.2,simplernn,142,relu,0,relu,1.390817344,1.088794625,39.843182
3472,336,458,274,0,0,0,0,0,0,0,3,0.005,adam,relu,0,lstm,741,tanh,0.2,relu,1.514536965,1.287678564,65.750311
3473,99,347,433,30,35,0,0,0,0,0,5,0.001,adam,leaky_relu,0,none,533,tanh,0.1,linear,1.588686204,1.25172925,8.297287
3474,401,0,0,0,0,0,0,0,0,0,1,5.00E-05,rmsprop,relu,0.1,lstm,897,tanh,0.1,relu,1.797437596,1.73622793,113.85968
3475,190,219,0,0,0,0,0,0,0,0,2,0.0005,adam,leaky_relu,0,simplernn,954,relu,0.15,linear,1.742573714,1.523108518,27.424554
3476,147,0,0,0,0,0,0,0,0,0,1,0.001,adadelta,relu,0,none,545,tanh,0.1,relu,1.920179367,1.329924667,4.345316
3477,246,341,0,0,0,0,0,0,0,0,2,0.001,rmsprop,leaky_relu,0.25,lstm,360,relu,0.1,linear,1.413524842,1.286789894,45.66123
3478,310,171,69,383,12,68,438,414,144,423,10,0.0005,adam,leaky_relu,0,simplernn,235,relu,0.15,relu,1.174684942,1.102771425,30.212464
3479,172,0,0,0,0,0,0,0,0,0,1,0.005,rmsprop,relu,0.2,none,501,tanh,0.15,relu,1.89426012,1.335439098,3.872744
3480,66,298,236,23,97,0,0,0,0,0,5,0.001,adadelta,relu,0.1,lstm,310,tanh,0.1,linear,1.228504789,1.088628352,62.953686
3481,240,447,475,446,100,209,467,19,269,298,10,0.001,rmsprop,leaky_relu,0.15,none,107,relu,0.2,linear,1.706617332,1.379903865,15.243065
3482,110,0,0,0,0,0,0,0,0,0,1,0.0005,rmsprop,relu,0.1,none,461,tanh,0.25,linear,1.374951172,1.331274581,6.169991
3483,236,95,53,0,0,0,0,0,0,0,3,0.001,adadelta,relu,0.2,simplernn,448,tanh,0.15,linear,2.652385807,1.328508544,50.68758
3484,250,248,50,17,299,286,77,121,372,0,9,0.001,adadelta,relu,0.25,none,941,tanh,0.15,linear,1.942348289,1.198652315,17.227427
3485,269,185,51,105,325,317,336,78,80,239,10,5.00E-05,rmsprop,leaky_relu,0.1,none,85,relu,0,relu,1.357290089,1.311741424,21.664988
3486,134,278,0,0,0,0,0,0,0,0,2,5.00E-05,adam,relu,0.2,none,217,tanh,0.1,linear,1.304189062,1.296696711,17.520307
3487,142,0,0,0,0,0,0,0,0,0,1,0.001,rmsprop,leaky_relu,0,none,784,tanh,0,linear,1.526457644,1.328984094,4.074678
3488,368,167,72,62,459,495,93,274,271,166,10,0.001,adadelta,leaky_relu,0.15,none,982,tanh,0.1,linear,1.92953403,1.229258382,18.04816
3489,372,431,261,311,261,368,0,0,0,0,6,0.005,adam,leaky_relu,0.15,lstm,47,relu,0.25,relu,1.321171427,1.194080842,43.824216
3490,222,356,208,376,0,0,0,0,0,0,4,0.0005,adadelta,leaky_relu,0.2,none,87,tanh,0.2,relu,2.66824131,1.232741332,8.366279
3491,273,190,0,0,0,0,0,0,0,0,2,0.0001,adam,leaky_relu,0.2,simplernn,191,relu,0.1,linear,2.724569941,2.60086534,25.427167
3492,226,286,5,13,0,0,0,0,0,0,4,0.005,adadelta,relu,0,none,654,tanh,0.2,linear,2.261287427,1.315644979,6.904753
3493,178,460,0,0,0,0,0,0,0,0,2,0.0001,adadelta,relu,0.25,none,568,relu,0.1,linear,1.711906719,1.304797494,5.848109
3494,387,498,458,105,0,0,0,0,0,0,4,0.005,adadelta,leaky_relu,0.1,lstm,513,relu,0.2,relu,1.714773011,1.153394127,72.461527
3495,124,9,333,354,211,92,473,0,0,0,7,5.00E-05,adam,relu,0.25,none,542,relu,0.2,relu,1.834159803,1.781083512,20.211437
3496,191,254,0,0,0,0,0,0,0,0,2,0.0005,adam,leaky_relu,0.2,simplernn,6,tanh,0.1,linear,1.308611274,1.258805859,21.673987
3497,390,144,40,0,0,0,0,0,0,0,3,0.001,adam,relu,0,none,486,tanh,0.25,linear,1.459993124,1.153305721,6.225985
3498,473,365,0,0,0,0,0,0,0,0,2,0.005,adam,leaky_relu,0.1,none,795,tanh,0.1,linear,2.391714048,1.431138182,5.797114
3499,103,6,121,196,216,345,0,0,0,0,6,0.005,adam,relu,0.1,none,33,relu,0.25,linear,1.562951112,1.180183804,12.408983
3500,10,119,76,357,409,67,0,0,0,0,6,0.0005,adadelta,leaky_relu,0.2,none,478,relu,0.1,linear,1.912270093,1.145813489,13.3147
3501,260,0,0,0,0,0,0,0,0,0,1,0.001,adam,relu,0,simplernn,774,tanh,0.15,linear,1.985251832,1.693829489,22.12715
3502,443,261,91,0,0,0,0,0,0,0,3,0.005,rmsprop,relu,0.25,none,670,tanh,0,linear,1.664542079,1.243517423,5.877097
3503,165,190,223,12,66,382,0,0,0,0,6,0.001,adadelta,relu,0.1,none,361,relu,0.2,linear,1.767342377,1.129666388,12.905823
3504,213,205,202,420,24,145,65,146,13,0,9,0.0005,adadelta,relu,0.25,simplernn,332,tanh,0.1,linear,1.698904181,0.949256468,48.870802
3505,477,217,146,302,379,489,375,293,0,0,8,0.005,adam,relu,0.25,none,507,tanh,0,relu,1.615969229,1.137875462,14.24039
3506,370,3,319,0,0,0,0,0,0,0,3,0.0001,rmsprop,leaky_relu,0.2,simplernn,586,relu,0,linear,2.353554535,1.952459455,24.556077
3507,140,202,220,483,99,412,264,366,299,0,9,5.00E-05,adadelta,leaky_relu,0.1,simplernn,78,relu,0.2,relu,1.400043797,1.098465466,44.860765
3508,114,344,37,119,135,24,88,468,0,0,8,0.0001,rmsprop,relu,0.2,lstm,264,tanh,0.1,linear,1.665005445,1.570317626,103.031034
3509,420,404,286,157,305,177,211,34,474,31,10,0.005,adadelta,leaky_relu,0.15,simplernn,669,tanh,0.1,relu,1.984187222,1.133623874,72.343221
3510,192,353,0,0,0,0,0,0,0,0,2,0.0005,adam,relu,0.25,simplernn,844,tanh,0.15,linear,2.117103291,1.88220191,28.038172
3511,117,196,0,0,0,0,0,0,0,0,2,0.005,adadelta,relu,0.2,none,674,tanh,0.15,relu,1.730512762,1.260980701,5.98806
3512,229,0,0,0,0,0,0,0,0,0,1,0.001,rmsprop,relu,0.25,none,417,tanh,0.25,relu,1.564766407,1.363185608,4.567507
3513,363,166,0,0,0,0,0,0,0,0,2,0.005,adam,leaky_relu,0.2,none,660,relu,0,linear,2.100460672,1.472133017,5.791125
3514,182,484,58,305,189,0,0,0,0,0,5,0.0005,rmsprop,leaky_relu,0.25,lstm,630,relu,0.2,relu,1.436419499,1.310366106,62.356722
3515,373,157,153,90,386,94,0,0,0,0,6,0.0005,adam,relu,0.15,none,635,relu,0,relu,1.387984729,1.235296249,11.910146
3516,499,189,310,68,0,0,0,0,0,0,4,5.00E-05,rmsprop,relu,0,lstm,332,tanh,0.25,linear,1.472739232,1.426725245,97.562109
3517,57,0,0,0,0,0,0,0,0,0,1,5.00E-05,adam,relu,0.2,lstm,327,tanh,0,linear,2.260889053,2.239985895,104.527032
3518,284,45,460,483,0,0,0,0,0,0,4,5.00E-05,rmsprop,leaky_relu,0,simplernn,342,relu,0.2,relu,1.851996183,1.720465755,36.265268
3519,93,180,18,0,0,0,0,0,0,0,3,0.005,adam,leaky_relu,0.1,none,752,tanh,0.15,relu,1.740871334,1.182851315,6.992737
3520,470,263,107,363,347,259,78,353,380,237,10,0.005,rmsprop,leaky_relu,0.2,simplernn,656,tanh,0.15,linear,3.096591043,2.06316638,32.143651
3521,420,299,369,489,200,433,198,490,0,0,8,0.0005,rmsprop,leaky_relu,0.2,none,461,tanh,0.1,relu,1.667866969,1.291630268,11.596249
3522,40,6,485,249,259,497,54,194,112,86,10,0.0005,adadelta,leaky_relu,0,lstm,451,tanh,0.2,relu,1.490645862,1.053777289,71.25144
3523,151,0,0,0,0,0,0,0,0,0,1,0.0005,adadelta,leaky_relu,0.1,simplernn,669,relu,0.1,linear,2.104686737,1.368121827,31.943677
3524,94,245,141,410,132,0,0,0,0,0,5,0.0005,rmsprop,relu,0.2,none,762,relu,0.2,linear,1.431170058,1.251152182,8.868129
3525,494,306,355,194,290,23,0,0,0,0,6,5.00E-05,adam,relu,0.2,none,518,tanh,0.15,relu,1.387793279,1.31741848,19.221742
3526,358,322,475,115,172,0,0,0,0,0,5,0.0001,adadelta,leaky_relu,0.25,lstm,956,relu,0.15,relu,1.439496636,1.138482404,121.95787
3527,12,297,452,122,294,339,92,232,282,0,9,0.0005,adadelta,leaky_relu,0.2,none,274,relu,0.1,relu,2.083099866,1.186188185,20.287422
3528,353,0,0,0,0,0,0,0,0,0,1,0.001,adam,leaky_relu,0.1,lstm,805,tanh,0.2,relu,1.498042917,1.431850588,76.195389
3529,153,153,446,67,42,52,432,253,0,0,8,0.005,adadelta,relu,0.2,none,514,tanh,0.15,relu,1.471082401,1.19059937,14.984152
3530,28,150,213,121,61,16,15,179,428,0,9,0.001,adadelta,relu,0,simplernn,472,tanh,0,relu,1.688996434,0.925709003,41.549076
3531,164,22,491,325,126,108,363,0,0,0,7,0.005,adam,relu,0,lstm,759,tanh,0.1,linear,1.449913216,1.080416334,61.083372
3532,273,452,458,30,317,188,143,107,199,128,10,0.0005,rmsprop,leaky_relu,0.25,lstm,191,tanh,0.15,linear,1.442334366,1.197087622,50.492693
3533,329,365,276,220,182,469,483,391,450,222,10,0.0005,adadelta,relu,0.2,lstm,572,tanh,0.2,linear,1.919119883,1.107516956,80.189067
3534,104,300,214,366,392,474,345,120,481,0,9,0.005,adam,relu,0,none,118,relu,0.1,linear,1.541527843,1.218889606,12.687276
3535,353,193,0,0,0,0,0,0,0,0,2,0.001,adadelta,leaky_relu,0.1,none,412,tanh,0.1,linear,2.347595787,1.285135818,5.728144
3536,423,452,409,208,126,165,267,434,30,274,10,5.00E-05,rmsprop,leaky_relu,0.2,lstm,638,relu,0.2,linear,1.680581427,1.548716831,89.204369
3537,37,91,171,190,207,494,321,454,0,0,8,0.005,adadelta,relu,0.2,simplernn,900,relu,0.2,relu,1.627856088,1.115927601,43.368967
3538,147,53,146,298,0,0,0,0,0,0,4,5.00E-05,rmsprop,relu,0,lstm,590,relu,0.1,relu,3.956783795,3.25364995,111.986763
3539,165,0,0,0,0,0,0,0,0,0,1,0.001,rmsprop,leaky_relu,0.15,simplernn,742,relu,0.2,linear,2.153655934,1.743381286,23.466431
3540,110,350,176,273,139,74,240,430,78,0,9,0.005,adadelta,leaky_relu,0,simplernn,878,relu,0.1,relu,2.093710136,1.110727859,47.338683
3541,389,229,169,132,171,409,280,250,0,0,8,0.005,rmsprop,relu,0.25,none,409,tanh,0,linear,1.331143379,1.106004548,11.939123
3542,35,26,128,0,0,0,0,0,0,0,3,0.0005,rmsprop,leaky_relu,0.15,none,958,relu,0,relu,1.372528315,1.289743388,7.684499
3543,156,4,118,140,49,36,0,0,0,0,6,0.0005,rmsprop,relu,0,none,102,relu,0.15,relu,1.397306323,1.235682893,7.935381
3544,314,169,441,60,0,0,0,0,0,0,4,5.00E-05,adadelta,leaky_relu,0.15,lstm,196,tanh,0.15,linear,1.743162966,1.114321792,55.855915
3545,364,20,294,0,0,0,0,0,0,0,3,0.0005,adam,relu,0.2,none,105,relu,0.2,relu,1.374735212,1.229552603,7.879438
3546,48,2,359,7,434,448,0,0,0,0,6,0.001,adam,relu,0.15,none,18,relu,0,linear,1.442173028,1.27052511,13.860507
3547,144,57,79,414,307,296,200,0,0,0,7,0.005,rmsprop,leaky_relu,0.2,lstm,710,tanh,0,relu,8.315383959,8.299664783,52.35206
3548,414,436,83,234,44,71,242,0,0,0,7,0.0001,adadelta,leaky_relu,0.1,none,799,tanh,0,relu,3.39971056,1.220435941,12.48895
3549,2,299,365,71,0,0,0,0,0,0,4,0.001,adam,leaky_relu,0,none,585,relu,0.2,relu,1.394066167,1.293938255,8.52624
3550,19,451,0,0,0,0,0,0,0,0,2,0.005,adam,leaky_relu,0,none,240,relu,0.1,relu,1.79679029,1.231635725,4.805443
3551,118,217,373,31,113,114,184,359,333,0,9,0.005,adadelta,relu,0.2,none,386,relu,0,relu,1.38273077,1.0935812,18.130134
3552,48,0,0,0,0,0,0,0,0,0,1,0.005,rmsprop,relu,0,lstm,368,relu,0.15,linear,1.269427848,1.175002813,54.232451
3553,225,345,277,160,69,0,0,0,0,0,5,0.001,adam,leaky_relu,0.25,simplernn,146,tanh,0.2,relu,1.518433309,1.377058649,25.096879
3554,33,438,0,0,0,0,0,0,0,0,2,5.00E-05,rmsprop,leaky_relu,0,none,415,relu,0,relu,1.451156545,1.447574329,15.29505
3555,306,105,494,116,344,351,56,408,438,459,10,0.005,rmsprop,relu,0,none,798,tanh,0.2,relu,12.93584347,12.93584347,8.334292
3556,462,477,202,83,333,112,0,0,0,0,6,0.0001,adam,relu,0.25,lstm,14,tanh,0.2,linear,1.530971384,1.390054727,76.738158
3557,419,234,0,0,0,0,0,0,0,0,2,0.005,rmsprop,relu,0.15,simplernn,449,tanh,0.25,linear,2.286671925,2.006213546,18.506011
3558,215,234,249,489,462,242,45,491,453,226,10,0.005,rmsprop,leaky_relu,0.25,lstm,937,relu,0.1,relu,1.430274713,1.173457205,85.776225
3559,153,219,217,0,0,0,0,0,0,0,3,0.001,rmsprop,leaky_relu,0.25,simplernn,838,relu,0,relu,1.605343652,1.377182639,30.895991
3560,103,120,0,0,0,0,0,0,0,0,2,0.0005,adam,relu,0,lstm,775,relu,0,linear,4.700284147,4.272302175,101.815046
3561,170,13,449,99,314,245,0,0,0,0,6,0.001,rmsprop,relu,0.25,none,77,tanh,0.15,relu,1.48723526,1.162917721,9.000065
3562,190,31,119,0,0,0,0,0,0,0,3,5.00E-05,adadelta,relu,0.25,none,627,relu,0.2,relu,1.809881139,1.229222679,7.935419
3563,14,0,0,0,0,0,0,0,0,0,1,0.0005,adadelta,leaky_relu,0.2,none,461,tanh,0,linear,1.575490808,1.362997818,5.080376
3564,303,340,249,110,269,145,37,387,0,0,8,0.001,rmsprop,relu,0.1,none,409,tanh,0.2,relu,1.460308838,1.218972707,11.356325
3565,442,159,421,372,38,78,384,170,140,417,10,5.00E-05,adadelta,relu,0,none,62,tanh,0.2,relu,1.641239643,1.195694411,12.642905
3566,85,389,60,483,0,0,0,0,0,0,4,0.0001,adadelta,relu,0.15,none,497,tanh,0.15,linear,1.79209528,1.280444908,9.282982
3567,268,121,14,0,0,0,0,0,0,0,3,5.00E-05,adadelta,relu,0,none,768,tanh,0,linear,2.040068364,1.246264768,5.548185
3568,382,0,0,0,0,0,0,0,0,0,1,0.001,adadelta,leaky_relu,0.25,none,379,relu,0.25,relu,2.000297022,1.352388263,4.417559
3569,350,0,0,0,0,0,0,0,0,0,1,0.005,adadelta,relu,0,lstm,31,relu,0.25,linear,1.361668992,1.118100584,78.905455
3570,185,98,77,0,0,0,0,0,0,0,3,0.0005,adam,relu,0,none,179,relu,0.2,linear,1.326761079,1.221569109,6.570864
3571,414,437,146,371,146,360,0,0,0,0,6,0.0005,rmsprop,leaky_relu,0,lstm,170,tanh,0,relu,1.334517896,1.225549912,39.451222
3572,357,230,334,461,0,0,0,0,0,0,4,0.005,rmsprop,leaky_relu,0.15,lstm,278,tanh,0,linear,1.295628536,1.118375957,33.116285
3573,213,146,398,66,235,445,257,124,29,0,9,0.001,rmsprop,leaky_relu,0.25,none,390,relu,0.15,linear,1.598338628,1.356394196,12.556921
3574,399,451,455,416,0,0,0,0,0,0,4,0.0005,rmsprop,leaky_relu,0.15,none,762,relu,0.1,linear,1.721857166,1.333611774,6.918738
3575,84,326,251,55,0,0,0,0,0,0,4,0.005,adadelta,leaky_relu,0.1,none,903,tanh,0.15,relu,2.359099627,1.198562288,8.094368
3576,12,0,0,0,0,0,0,0,0,0,1,0.005,adadelta,relu,0.15,simplernn,413,relu,0.1,relu,2.518163276,1.45215199,50.463658
3577,295,0,0,0,0,0,0,0,0,0,1,0.001,adadelta,leaky_relu,0.2,none,8,relu,0.2,relu,2.038440585,1.36998992,4.38858
3578,424,247,0,0,0,0,0,0,0,0,2,0.005,rmsprop,leaky_relu,0.1,none,629,tanh,0.15,linear,2.115806866,1.424078798,4.590502
3579,157,275,255,173,287,252,0,0,0,0,6,5.00E-05,adadelta,relu,0.2,none,10,relu,0.15,relu,1.810475016,1.147073281,10.830484
3580,331,63,115,182,80,247,130,446,198,0,9,0.001,rmsprop,leaky_relu,0.15,none,201,relu,0.15,linear,1.565290618,1.216383338,12.247025
3581,339,390,450,237,352,336,390,450,368,122,10,0.0001,adadelta,leaky_relu,0.15,simplernn,903,relu,0.15,linear,1.98672967,1.123182559,52.417026
3582,432,310,0,0,0,0,0,0,0,0,2,5.00E-05,adadelta,relu,0.1,lstm,664,tanh,0.2,relu,1.374842465,1.036356032,97.182541
3583,6,292,0,0,0,0,0,0,0,0,2,0.005,rmsprop,leaky_relu,0.25,none,521,tanh,0.1,linear,1.637340617,1.365616703,4.849418
3584,427,132,464,175,224,279,80,0,0,0,7,0.005,adadelta,relu,0.2,lstm,484,tanh,0.2,relu,1.607388163,1.051707721,92.538046
3585,104,483,462,228,0,0,0,0,0,0,4,0.001,rmsprop,leaky_relu,0.2,none,604,relu,0.25,linear,1.737674665,1.302645111,6.991739
3586,225,38,380,461,475,309,98,264,149,457,10,0.0005,adadelta,leaky_relu,0.15,none,427,relu,0,relu,2.642503738,1.283304667,16.70557
3587,184,459,265,65,359,261,477,0,0,0,7,0.001,rmsprop,leaky_relu,0.25,none,781,relu,0.25,linear,1.684532499,1.232495105,10.474616
3588,381,0,0,0,0,0,0,0,0,0,1,0.005,adam,leaky_relu,0.2,none,251,relu,0.15,relu,1.904014277,1.291091657,4.222634
3589,15,110,273,178,474,39,128,188,0,0,8,0.0005,rmsprop,leaky_relu,0.15,lstm,85,tanh,0.2,linear,1.268722332,1.166125727,42.570224
3590,350,151,173,69,122,135,212,0,0,0,7,0.005,rmsprop,leaky_relu,0.2,none,218,relu,0,relu,1.789170003,1.586053133,11.256346
3591,399,48,389,124,479,0,0,0,0,0,5,0.001,adam,leaky_relu,0,none,372,relu,0,relu,12.93584347,12.93584347,6.73681
3592,211,138,419,416,357,474,322,51,228,454,10,0.0001,adadelta,leaky_relu,0.2,none,519,tanh,0.2,relu,1.757123542,1.230893862,20.111467
3593,379,162,489,167,229,413,114,111,338,12,10,5.00E-05,rmsprop,leaky_relu,0.2,simplernn,267,tanh,0.15,relu,2.112091374,1.983822536,35.544496
3594,68,72,0,0,0,0,0,0,0,0,2,0.0001,adadelta,leaky_relu,0,none,56,relu,0.2,relu,2.519014382,1.296179545,4.585527
3595,83,0,0,0,0,0,0,0,0,0,1,0.001,adam,relu,0.15,none,960,tanh,0.1,relu,1.37521981,1.325337243,5.952095
3596,323,139,400,0,0,0,0,0,0,0,3,0.0001,adam,relu,0.25,none,640,tanh,0.2,relu,1.294637775,1.278140652,10.580578
3597,488,282,0,0,0,0,0,0,0,0,2,0.0001,adadelta,leaky_relu,0.1,none,171,relu,0.2,relu,2.518677545,1.2912269,5.401252
3598,182,350,445,193,185,0,0,0,0,0,5,0.0001,adadelta,leaky_relu,0,simplernn,146,tanh,0.15,linear,2.218156028,1.183687508,28.331831
3599,117,473,343,316,0,0,0,0,0,0,4,0.0001,adadelta,leaky_relu,0,none,27,relu,0.2,linear,2.878237033,1.294946802,6.192019
3600,53,31,470,423,156,0,0,0,0,0,5,0.005,adam,leaky_relu,0.2,simplernn,322,relu,0.15,linear,1.353933406,1.242084217,23.891267
3601,242,383,87,401,136,240,56,457,1,0,9,5.00E-05,adam,relu,0.15,simplernn,972,tanh,0.1,linear,11.9673811,11.9673811,348.529237
3602,418,39,420,380,436,10,331,98,379,237,10,0.001,adam,relu,0,lstm,514,tanh,0.2,linear,1.320693529,1.12351017,57.344445
3603,403,223,6,278,224,271,83,0,0,0,7,0.0005,adam,relu,0.1,none,893,relu,0.1,linear,1.455380964,1.249641025,12.767897
3604,243,18,214,293,209,277,375,68,18,193,10,0.001,adadelta,leaky_relu,0.25,none,700,tanh,0,relu,1.947804213,1.149802792,18.225098
3605,466,245,97,137,378,369,428,332,36,434,10,0.0001,adam,leaky_relu,0.1,simplernn,265,tanh,0,linear,1.728641343,1.551668143,35.055675
3606,49,482,247,466,179,259,0,0,0,0,6,0.0001,adadelta,relu,0.25,lstm,440,tanh,0.25,relu,1.414262402,1.07424432,79.030444
3607,87,184,321,18,0,0,0,0,0,0,4,0.0005,adam,relu,0.15,none,129,relu,0.1,relu,1.431693935,1.297667384,9.797828
3608,422,0,0,0,0,0,0,0,0,0,1,5.00E-05,rmsprop,relu,0.25,none,243,relu,0.15,linear,1.379727137,1.376762819,14.500295
3609,45,459,215,22,406,324,114,212,0,0,8,0.0005,adam,leaky_relu,0.15,lstm,580,tanh,0.1,relu,1.333508229,1.236418438,60.635366
3610,65,497,0,0,0,0,0,0,0,0,2,5.00E-05,rmsprop,relu,0.15,simplernn,860,relu,0,relu,2.155190039,1.992469192,26.861308
3611,236,450,0,0,0,0,0,0,0,0,2,0.001,adam,leaky_relu,0.2,none,30,relu,0.25,relu,1.689642882,1.23477267,5.659167
3612,288,202,386,256,369,60,391,0,0,0,7,0.0005,rmsprop,leaky_relu,0.25,none,637,tanh,0.15,linear,1.69473505,1.361683202,10.182692
3613,26,288,454,4,97,171,113,0,0,0,7,0.001,adadelta,leaky_relu,0,lstm,461,tanh,0.25,linear,1.225306177,0.996656114,78.939443
3614,467,464,173,0,0,0,0,0,0,0,3,0.005,adam,relu,0.15,none,597,relu,0.1,linear,1.693578148,1.335401583,6.933742
3615,351,330,190,405,168,99,136,338,344,204,10,0.001,adadelta,relu,0,simplernn,654,relu,0.2,linear,1.990403914,1.025265956,41.31162
3616,113,209,0,0,0,0,0,0,0,0,2,0.0001,adam,leaky_relu,0.2,none,788,tanh,0.1,linear,1.386822367,1.377409983,11.362311
3617,13,356,0,0,0,0,0,0,0,0,2,0.005,rmsprop,relu,0,none,622,tanh,0.2,relu,1.782626605,1.268825722,3.696791
3618,300,15,0,0,0,0,0,0,0,0,2,0.0001,rmsprop,leaky_relu,0.1,none,130,tanh,0,relu,1.31328783,1.297188616,14.141408
3619,18,37,83,147,206,352,0,0,0,0,6,0.001,adam,leaky_relu,0,lstm,987,tanh,0.2,relu,1.318803012,1.231808233,91.31043
3620,279,389,0,0,0,0,0,0,0,0,2,5.00E-05,rmsprop,relu,0.15,lstm,177,tanh,0.1,linear,1.472941971,1.453384054,92.934917
3621,419,174,433,40,490,469,0,0,0,0,6,0.005,adam,relu,0.15,none,550,relu,0.25,linear,1.534937739,1.298230779,10.871467
3622,293,497,356,238,152,475,224,264,28,0,9,0.005,adam,relu,0.15,none,557,relu,0,relu,1.663406944,1.459884238,16.815563
3623,51,184,251,0,0,0,0,0,0,0,3,0.005,adadelta,relu,0,none,448,relu,0,linear,2.038100576,1.258858716,5.362241
3624,197,79,174,7,310,401,40,0,0,0,7,0.001,adadelta,relu,0.25,none,963,tanh,0,linear,1.527133679,1.104542828,16.142747
3625,216,386,130,31,456,0,0,0,0,0,5,0.0005,adam,relu,0.25,none,223,relu,0.1,relu,1.483889008,1.243850446,10.166717
3626,340,371,96,291,413,48,390,160,0,0,8,0.0001,adam,leaky_relu,0.1,simplernn,569,tanh,0.1,linear,1.966695547,1.791513467,38.954396
3627,388,69,155,272,56,90,133,217,0,0,8,5.00E-05,adadelta,relu,0.25,none,492,tanh,0.25,relu,1.715740013,1.107811916,16.279732
3628,435,273,433,8,229,396,408,74,88,0,9,0.0001,adam,leaky_relu,0.25,none,650,relu,0.1,relu,1.460458279,1.314990103,18.703944
3629,412,236,145,203,200,0,0,0,0,0,5,0.0005,adadelta,leaky_relu,0.15,lstm,249,relu,0.2,relu,1.439517295,1.113209963,69.018667
3630,168,181,198,62,455,97,460,0,0,0,7,0.0005,rmsprop,relu,0,none,896,relu,0.1,linear,1.479601264,1.270998311,7.178677
3631,457,395,436,435,33,4,55,220,0,0,8,0.001,rmsprop,relu,0.15,lstm,636,relu,0.15,linear,1.694781256,1.295162463,67.313228
