iteration,dense_layers_1,dense_layers_2,dense_layers_3,dense_layers_4,dense_layers_5,dense_layers_6,dense_layers_7,dense_layers_8,dense_layers_9,dense_layers_10,dense_layers,learning_rate,optimizer,activation,dropout,rnn_type,rnn_size,rnn_activation,rnn_dropout,last_activation,last_perf,min_perf,time
in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,out,out,out
int,int,int,int,int,int,int,int,int,int,int,int,str,str,str,float,str,int,str,float,str,float,float,float
796,400,131,138,0,0,0,0,0,0,0,3,5.00E-05,adadelta,leaky_relu,0,lstm,373,tanh,0.15,relu,1.455675554,0.964528167,71.718203
797,260,22,113,48,49,444,251,386,0,0,8,0.0005,rmsprop,relu,0.2,none,744,tanh,0.2,relu,1.349841571,1.176462781,17.763254
798,442,0,0,0,0,0,0,0,0,0,1,0.0005,rmsprop,leaky_relu,0.2,none,370,relu,0,relu,1.521340895,1.348008287,6.357587
799,189,167,179,0,0,0,0,0,0,0,3,0.005,adadelta,relu,0.1,simplernn,944,relu,0.1,relu,1.512202811,1.227993524,28.880691
800,493,107,0,0,0,0,0,0,0,0,2,0.005,adadelta,leaky_relu,0.2,none,104,tanh,0.2,relu,2.142004132,1.241893482,8.272477
801,478,98,379,219,463,0,0,0,0,0,5,0.005,adadelta,leaky_relu,0.1,none,697,relu,0,linear,2.845530248,1.302357531,14.487496
802,412,257,0,0,0,0,0,0,0,0,2,0.005,rmsprop,relu,0.15,none,187,relu,0,linear,1.589363718,1.235871148,7.178881
803,417,433,133,213,130,376,443,370,8,11,10,0.001,adadelta,relu,0.15,lstm,89,tanh,0.1,relu,1.529276693,1.027815497,83.835516
804,189,472,203,265,295,144,398,71,0,0,8,5.00E-05,adam,relu,0.1,simplernn,527,relu,0.1,relu,2.4054353,2.107945275,46.764571
805,462,103,0,0,0,0,0,0,0,0,2,0.0001,adam,relu,0.1,simplernn,258,relu,0.15,relu,2.700810885,2.525453472,27.213125
806,219,17,59,309,344,473,201,442,376,0,9,0.005,adadelta,leaky_relu,0.1,lstm,660,tanh,0.25,relu,1.434234703,0.958668256,92.870251
807,274,498,0,0,0,0,0,0,0,0,2,0.0001,adam,leaky_relu,0.2,none,735,tanh,0.1,relu,1.263026655,1.235609126,11.920321
808,126,433,468,85,53,468,320,469,472,0,9,5.00E-05,adadelta,relu,0.2,simplernn,551,tanh,0.1,linear,2.290554988,1.035454392,50.085783
809,24,276,452,197,341,117,0,0,0,0,6,0.0001,rmsprop,relu,0.25,none,198,tanh,0,relu,1.519303882,1.443039978,16.762442
810,249,162,7,0,0,0,0,0,0,0,3,0.001,adam,relu,0.1,none,959,tanh,0.1,relu,1.429997993,1.237989008,11.473978
811,328,409,140,380,468,0,0,0,0,0,5,0.001,adadelta,relu,0.25,simplernn,924,tanh,0,relu,2.638386726,1.870887661,34.259898
812,93,316,458,351,314,410,291,448,454,172,10,5.00E-05,rmsprop,leaky_relu,0.2,none,791,relu,0.2,relu,1.432982016,1.287633657,23.713556
813,128,491,0,0,0,0,0,0,0,0,2,0.0001,adam,leaky_relu,0.1,none,697,tanh,0.15,linear,1.385434675,1.366994452,12.114287
814,354,124,228,373,145,209,8,420,439,0,9,0.005,adadelta,leaky_relu,0,lstm,406,relu,0.25,relu,12.93584347,12.93584347,44.259273
815,127,199,449,0,0,0,0,0,0,0,3,5.00E-05,rmsprop,leaky_relu,0.15,none,284,tanh,0.1,linear,1.336618376,1.313399231,14.024702
816,366,0,0,0,0,0,0,0,0,0,1,5.00E-05,adadelta,leaky_relu,0.1,none,924,relu,0.25,linear,2.097648191,1.359823132,6.558048
817,215,249,0,0,0,0,0,0,0,0,2,0.005,adam,relu,0.25,simplernn,847,relu,0.1,linear,1.440502954,1.260762608,28.239887
818,190,76,340,424,402,225,217,332,371,0,9,5.00E-05,adam,relu,0.2,simplernn,702,tanh,0.1,relu,2.720228791,2.194241071,40.080434
819,181,310,208,103,485,228,13,498,0,0,8,0.0001,adadelta,leaky_relu,0.1,lstm,425,tanh,0.1,relu,1.489742374,1.074833524,77.387091
820,151,304,253,257,488,0,0,0,0,0,5,0.001,rmsprop,leaky_relu,0.1,none,899,relu,0.15,linear,1.681373119,1.227916288,12.296284
821,89,290,456,52,186,222,0,0,0,0,6,0.001,adam,leaky_relu,0.1,simplernn,21,tanh,0,relu,1.1765095,1.04985348,32.951863
822,377,228,411,442,489,68,278,272,19,87,10,0.0005,adam,relu,0.15,none,457,tanh,0.15,relu,1.535707474,1.205981839,26.053211
823,424,453,360,0,0,0,0,0,0,0,3,0.0001,adadelta,relu,0.2,lstm,420,tanh,0.15,linear,1.327365685,1.077134502,64.80165
824,463,431,285,85,45,487,371,226,0,0,8,0.0001,adadelta,relu,0.1,none,368,relu,0.2,relu,1.700066423,1.297351062,23.209275
825,469,445,358,264,7,0,0,0,0,0,5,0.005,adam,leaky_relu,0.15,simplernn,166,relu,0.15,linear,1.371472287,1.214076364,29.878558
826,81,473,455,416,104,191,57,401,0,0,8,0.001,adam,relu,0,none,883,tanh,0.1,relu,1.430861044,1.12329278,15.430941
827,37,117,457,0,0,0,0,0,0,0,3,0.001,rmsprop,relu,0.25,none,203,relu,0.1,linear,1.520386434,1.275340629,9.089313
828,132,95,298,423,52,195,213,205,427,0,9,0.005,adadelta,leaky_relu,0.25,simplernn,989,tanh,0.25,relu,2.167865705,1.34540751,61.368334
829,222,480,203,64,0,0,0,0,0,0,4,0.001,rmsprop,leaky_relu,0.2,none,669,relu,0.25,linear,1.705167484,1.215851498,10.557435
830,122,58,325,272,65,241,103,280,126,331,10,5.00E-05,rmsprop,relu,0,lstm,751,relu,0.25,linear,3.883540404,3.175488591,81.199597
831,156,13,117,85,0,0,0,0,0,0,4,0.0005,adadelta,relu,0.25,none,94,tanh,0.1,linear,1.676689601,1.250700736,13.31159
832,119,0,0,0,0,0,0,0,0,0,1,0.005,rmsprop,relu,0.25,simplernn,22,tanh,0.2,linear,1.365275645,1.304100323,18.817929
833,457,355,19,13,52,378,354,438,408,0,9,0.001,rmsprop,relu,0.15,none,844,tanh,0.15,relu,1.399874055,1.172398376,18.915177
834,48,458,148,214,408,341,68,0,0,0,7,0.0001,adadelta,leaky_relu,0.15,simplernn,817,relu,0,linear,1.852819419,1.106510019,46.003605
835,249,473,0,0,0,0,0,0,0,0,2,0.001,adam,relu,0.2,lstm,880,tanh,0.2,relu,1.428844595,1.283023548,57.654156
836,72,476,163,389,115,396,0,0,0,0,6,0.0005,adam,relu,0,none,893,tanh,0.25,linear,1.466362214,1.185388827,13.045778
837,237,227,0,0,0,0,0,0,0,0,2,0.0005,adam,relu,0.15,none,589,relu,0,relu,1.368648243,1.214068437,9.441393
838,447,392,0,0,0,0,0,0,0,0,2,0.0005,adadelta,relu,0,simplernn,45,tanh,0.2,relu,2.016048884,1.164133346,21.451939
839,222,480,268,278,187,0,0,0,0,0,5,0.0005,rmsprop,leaky_relu,0.15,lstm,497,relu,0.2,linear,1.482903409,1.344066644,48.094531
840,300,448,470,258,185,98,307,126,295,0,9,0.005,adam,leaky_relu,0.2,none,141,tanh,0.25,relu,2.086223292,1.400796175,23.898947
841,423,373,394,0,0,0,0,0,0,0,3,0.001,adadelta,relu,0.1,none,714,tanh,0,linear,1.528718519,1.162068748,10.419774
842,376,3,261,430,492,314,150,308,0,0,8,0.0001,adadelta,leaky_relu,0.25,none,459,tanh,0.15,linear,1.727760005,1.173834312,21.733314
843,382,0,0,0,0,0,0,0,0,0,1,0.0001,adadelta,relu,0,none,106,tanh,0.1,relu,1.9485219,1.388260102,5.717305
844,340,83,0,0,0,0,0,0,0,0,2,0.001,rmsprop,leaky_relu,0.25,none,489,tanh,0.1,relu,1.619166994,1.270078778,7.421234
845,220,260,272,300,237,126,205,154,424,0,9,0.001,adadelta,relu,0.15,none,48,relu,0.1,linear,1.812380934,1.150100517,25.944514
846,351,153,306,326,183,267,135,290,183,438,10,0.001,rmsprop,leaky_relu,0.1,simplernn,868,tanh,0.1,relu,2.031530213,1.907108116,41.497113
847,448,256,144,446,377,10,0,0,0,0,6,0.0001,rmsprop,leaky_relu,0,none,418,relu,0.15,linear,1.365903509,1.237172163,11.05063
848,283,461,77,55,498,492,153,472,31,0,9,0.0005,adam,relu,0.25,simplernn,523,tanh,0.1,linear,3.102165651,2.189805126,37.011046
849,433,0,0,0,0,0,0,0,0,0,1,0.0001,adam,leaky_relu,0,none,48,tanh,0,relu,1.359690821,1.354649472,11.453033
850,119,372,182,318,424,206,207,344,0,0,8,0.001,rmsprop,relu,0.2,none,297,tanh,0.15,linear,1.496027875,1.143124712,17.344841
851,443,288,439,193,380,453,439,0,0,0,7,0.0001,adadelta,relu,0.1,none,908,tanh,0.15,relu,2.00615027,1.176782584,20.447628
852,248,79,398,1,0,0,0,0,0,0,4,0.0001,adam,relu,0,none,938,relu,0.2,linear,11.05750542,11.05750542,53.480233
853,222,426,0,0,0,0,0,0,0,0,2,0.0005,adadelta,leaky_relu,0,none,130,tanh,0,linear,2.569386959,1.248230648,6.692215
854,469,391,70,325,76,372,0,0,0,0,6,0.0001,rmsprop,relu,0.1,none,229,relu,0.1,linear,1.328343034,1.24522202,15.487781
855,296,214,352,38,462,28,356,304,418,0,9,0.0001,adadelta,leaky_relu,0.15,simplernn,214,tanh,0.25,relu,1.619982398,1.043157935,48.251858
856,274,188,112,217,176,206,104,423,0,0,8,0.001,adam,leaky_relu,0.1,simplernn,373,tanh,0.15,relu,1.505890322,1.308766294,42.392716
857,485,263,176,0,0,0,0,0,0,0,3,0.005,adadelta,leaky_relu,0.15,none,434,relu,0.1,relu,2.124390626,1.300095367,10.297107
858,476,448,193,208,428,258,89,14,247,108,10,0.0001,rmsprop,relu,0.25,simplernn,766,tanh,0.2,linear,2.874114466,2.374260855,36.328407
859,237,259,344,250,375,310,252,0,0,0,7,0.0001,rmsprop,relu,0.15,none,355,relu,0.25,relu,1.345087361,1.214118958,17.298973
860,400,183,0,0,0,0,0,0,0,0,2,0.001,adam,leaky_relu,0.15,none,559,tanh,0.15,relu,1.621472454,1.207762444,9.036469
861,202,66,237,0,0,0,0,0,0,0,3,0.005,adadelta,relu,0.15,none,903,relu,0.15,linear,1.556037879,1.277051044,10.452206
862,105,369,73,105,234,0,0,0,0,0,5,0.0001,adam,leaky_relu,0.25,none,763,tanh,0.1,linear,1.298343396,1.273762155,17.790652
863,379,207,172,137,284,285,252,101,0,0,8,0.001,rmsprop,relu,0.2,simplernn,324,relu,0,linear,1.390025508,1.207486284,32.910498
864,252,371,485,97,453,479,0,0,0,0,6,0.005,adam,relu,0,simplernn,104,tanh,0.25,relu,1.559406853,1.16770438,26.371831
865,315,87,400,346,386,268,367,355,491,0,9,5.00E-05,adam,relu,0.15,simplernn,35,tanh,0.2,relu,1.27067914,1.16703248,48.240679
866,16,337,489,441,43,463,101,211,0,0,8,0.001,rmsprop,leaky_relu,0.15,lstm,255,relu,0.15,linear,1.308832216,1.194777358,50.451803
867,67,76,0,0,0,0,0,0,0,0,2,0.001,adam,relu,0.25,none,583,tanh,0.25,relu,1.390383267,1.267372608,9.635883
868,109,342,376,145,492,118,174,375,64,0,9,5.00E-05,adadelta,relu,0.1,simplernn,112,tanh,0.15,relu,1.451753139,1.036788917,45.121971
869,368,171,351,365,0,0,0,0,0,0,4,0.0005,adam,relu,0.15,lstm,406,relu,0.2,linear,1.375017405,1.264245176,53.067973
870,85,471,297,299,287,88,322,307,261,0,9,5.00E-05,adadelta,leaky_relu,0.15,none,330,tanh,0,relu,1.923649502,1.253033829,24.339264
871,170,30,457,182,170,51,468,154,375,463,10,0.001,adadelta,relu,0.25,lstm,459,tanh,0.2,linear,1.459264421,1.028921843,105.208681
872,471,350,445,218,416,0,0,0,0,0,5,0.005,adam,relu,0,none,989,tanh,0.2,relu,1.787415099,1.426386023,11.377238
873,196,293,118,211,401,0,0,0,0,0,5,0.005,rmsprop,relu,0,none,76,relu,0,relu,1.554923511,1.22384336,8.410634
874,184,22,49,10,74,359,424,0,0,0,7,5.00E-05,adam,leaky_relu,0,simplernn,79,relu,0.25,relu,2.476041174,2.313443589,44.476759
875,337,78,210,350,0,0,0,0,0,0,4,0.001,adam,relu,0.1,none,798,relu,0,linear,1.467321777,1.16423533,12.924624
876,423,323,223,428,0,0,0,0,0,0,4,5.00E-05,rmsprop,leaky_relu,0.15,simplernn,806,relu,0,relu,1.674916434,1.618255949,31.571525
877,279,144,444,58,0,0,0,0,0,0,4,5.00E-05,adadelta,relu,0,none,275,tanh,0,linear,2.081356883,1.264386964,10.106136
878,184,107,323,155,207,438,34,399,0,0,8,0.0001,adadelta,relu,0.15,simplernn,86,relu,0,relu,1.568662941,1.059138632,39.66896
879,449,238,250,144,170,0,0,0,0,0,5,0.0005,rmsprop,leaky_relu,0.15,none,865,relu,0.2,linear,1.694942737,1.267346835,12.350167
880,465,243,131,305,98,339,48,66,0,0,8,0.0001,adam,relu,0.1,simplernn,193,relu,0.1,linear,2.038054085,1.800209045,49.559263
881,474,293,92,0,0,0,0,0,0,0,3,0.0005,rmsprop,leaky_relu,0.15,simplernn,722,relu,0.25,relu,2.06667676,1.474005413,27.982061
882,276,267,7,315,397,0,0,0,0,0,5,0.005,adam,relu,0,none,742,tanh,0.25,linear,1.647348285,1.253050017,11.088003
883,458,420,178,0,0,0,0,0,0,0,3,5.00E-05,rmsprop,relu,0.1,lstm,807,relu,0.25,relu,1.535878444,1.477278996,82.478171
884,403,288,131,46,170,402,0,0,0,0,6,0.005,adadelta,leaky_relu,0,none,319,tanh,0.15,linear,2.748954439,1.362727237,12.262876
885,236,263,79,173,377,129,0,0,0,0,6,0.001,adam,leaky_relu,0.1,simplernn,185,relu,0.25,linear,1.521697009,1.374437976,32.734405
886,319,486,371,0,0,0,0,0,0,0,3,0.0005,adam,leaky_relu,0,none,310,tanh,0.1,relu,1.584112287,1.164284217,8.793118
887,126,49,86,267,10,420,373,313,0,0,8,5.00E-05,adam,relu,0.1,simplernn,988,relu,0.15,linear,3.66913538,3.442790222,54.11763
888,13,75,350,0,0,0,0,0,0,0,3,0.005,adadelta,leaky_relu,0.15,none,500,relu,0.2,relu,2.152367902,1.315702045,10.41379
889,248,428,357,405,221,134,95,484,96,0,9,0.001,adam,relu,0.15,lstm,193,tanh,0,linear,1.374966061,1.233947754,61.132425
890,476,202,403,192,74,15,315,333,88,0,9,0.001,adam,leaky_relu,0.1,lstm,335,tanh,0.2,linear,1.323424852,1.18260963,58.80109
891,157,468,213,310,458,5,104,0,0,0,7,0.001,adadelta,relu,0,none,140,relu,0.2,linear,1.844037271,1.218711138,14.375738
892,477,308,210,438,457,0,0,0,0,0,5,0.0001,adam,leaky_relu,0.25,simplernn,717,tanh,0,linear,2.068168902,1.745636868,33.560746
893,232,192,290,76,154,272,139,199,0,0,8,0.005,adadelta,relu,0.2,simplernn,23,relu,0.25,linear,1.388148129,1.143740594,48.195854
894,282,427,124,359,417,63,356,217,187,0,9,0.0005,rmsprop,leaky_relu,0,simplernn,520,relu,0.25,relu,1.537295461,1.248488164,31.063914
895,309,468,170,439,60,470,85,241,150,175,10,0.001,rmsprop,leaky_relu,0.25,simplernn,569,relu,0.1,linear,1.270672262,1.21426487,45.576297
896,475,0,0,0,0,0,0,0,0,0,1,5.00E-05,adam,leaky_relu,0.2,simplernn,995,relu,0,relu,2.065032125,1.985430908,28.710622
897,198,77,459,422,320,454,0,0,0,0,6,0.0005,adadelta,leaky_relu,0.25,lstm,778,tanh,0.25,relu,1.282046771,1.08771801,74.487952
898,76,260,222,0,0,0,0,0,0,0,3,0.0001,rmsprop,relu,0.1,simplernn,140,tanh,0.25,linear,2.005408192,1.811973095,22.804349
899,78,300,272,0,0,0,0,0,0,0,3,5.00E-05,adadelta,relu,0.15,none,655,tanh,0.2,relu,1.963891482,1.292009044,10.601298
900,463,83,0,0,0,0,0,0,0,0,2,0.0005,adam,relu,0.15,none,602,relu,0.25,linear,1.350285935,1.232863784,9.657815
901,202,476,57,433,397,466,331,493,260,277,10,0.0005,rmsprop,relu,0.15,lstm,19,relu,0,relu,1.318935585,1.181586111,55.578683
902,118,123,230,162,0,0,0,0,0,0,4,0.0005,adadelta,leaky_relu,0,simplernn,858,tanh,0.2,relu,2.238638091,1.753241324,36.065079
903,467,322,441,0,0,0,0,0,0,0,3,0.001,adam,relu,0.2,simplernn,949,relu,0.2,relu,1.571884274,1.412976551,29.932888
904,146,380,0,0,0,0,0,0,0,0,2,5.00E-05,adam,relu,0.25,none,926,relu,0.15,relu,1.298862076,1.292531633,17.957257
905,154,472,78,55,12,454,319,371,0,0,8,0.001,adam,relu,0.1,simplernn,29,tanh,0.25,linear,1.232461953,1.154248953,38.074231
906,181,268,350,406,458,0,0,0,0,0,5,0.001,adadelta,leaky_relu,0,simplernn,553,tanh,0.2,relu,2.456400228,1.205231702,29.835621
907,197,68,373,457,462,188,154,143,498,496,10,0.001,adam,leaky_relu,0.2,simplernn,108,tanh,0.1,relu,1.411508179,1.221626723,39.022214
908,253,54,392,175,479,497,181,12,0,0,8,0.001,adam,relu,0.15,none,263,relu,0.25,linear,1.551893568,1.181494236,21.347292
909,483,441,393,141,324,0,0,0,0,0,5,0.0005,rmsprop,relu,0.1,simplernn,126,tanh,0,relu,1.575330472,1.321820784,24.042072
910,308,66,0,0,0,0,0,0,0,0,2,0.0005,adam,relu,0.2,lstm,327,tanh,0.1,linear,1.669896984,1.525819051,54.955884
911,221,147,445,65,0,0,0,0,0,0,4,0.001,adadelta,leaky_relu,0.1,lstm,629,tanh,0.15,relu,1.406623256,1.05503577,77.45168
912,305,118,453,339,0,0,0,0,0,0,4,0.0001,rmsprop,leaky_relu,0.25,none,750,relu,0.2,linear,1.444564199,1.335908771,12.886733
913,385,314,263,147,171,54,362,173,0,0,8,5.00E-05,rmsprop,leaky_relu,0.2,lstm,503,relu,0,linear,1.516562915,1.453606462,78.452848
914,147,117,0,0,0,0,0,0,0,0,2,0.0001,adam,relu,0,none,351,tanh,0.1,linear,1.319137561,1.31573832,12.892228
915,340,285,391,428,249,227,396,435,5,0,9,0.0005,rmsprop,relu,0.2,lstm,909,tanh,0.2,linear,2.067628288,1.600513649,67.626628
916,436,271,7,30,12,0,0,0,0,0,5,0.005,adam,leaky_relu,0.25,none,342,tanh,0,relu,1.824908781,1.369979823,14.836033
917,153,0,0,0,0,0,0,0,0,0,1,0.0001,adadelta,relu,0.15,none,187,tanh,0.15,relu,1.927136636,1.313956976,6.645832
918,17,0,0,0,0,0,0,0,0,0,1,0.005,rmsprop,leaky_relu,0.2,simplernn,479,relu,0.2,linear,6.103209496,4.855030918,18.823419
919,25,131,289,48,167,0,0,0,0,0,5,0.0005,adam,leaky_relu,0.25,none,934,tanh,0.25,relu,1.324129176,1.202129281,15.994459
920,46,13,403,460,386,250,0,0,0,0,6,0.005,rmsprop,leaky_relu,0.15,none,806,tanh,0.1,relu,12.93584347,12.93584347,13.46269
921,372,41,264,0,0,0,0,0,0,0,3,0.0005,adam,leaky_relu,0,lstm,938,tanh,0.1,linear,1.540833294,1.438014293,62.8643
922,195,176,113,11,449,410,436,0,0,0,7,0.0005,adam,leaky_relu,0.2,lstm,950,tanh,0,relu,1.377449262,1.25875721,70.102496
923,51,247,10,180,458,381,0,0,0,0,6,0.005,adam,relu,0.2,lstm,307,tanh,0.1,relu,1.237420034,1.136662424,53.88766
924,170,365,231,216,0,0,0,0,0,0,4,0.005,adam,leaky_relu,0.25,none,974,relu,0.25,linear,2.013451648,1.345399237,12.883729
925,462,357,89,389,136,51,323,465,0,0,8,0.005,adadelta,relu,0,simplernn,570,tanh,0,linear,2.268936253,0.951727355,44.899631
926,161,0,0,0,0,0,0,0,0,0,1,0.0001,adadelta,leaky_relu,0.15,none,15,relu,0,relu,1.89839766,1.33133868,6.59995
927,100,0,0,0,0,0,0,0,0,0,1,0.001,rmsprop,leaky_relu,0.15,lstm,757,relu,0.25,relu,1.297448123,1.220742369,67.910985
928,283,496,415,177,348,86,122,0,0,0,7,0.005,adadelta,leaky_relu,0.2,none,424,relu,0.15,linear,2.505951667,1.367412114,19.075766
929,49,151,237,0,0,0,0,0,0,0,3,0.001,adadelta,leaky_relu,0,lstm,162,relu,0.2,linear,1.452129245,1.076704717,63.960388
930,351,274,60,191,207,365,396,398,212,0,9,0.001,rmsprop,relu,0.25,lstm,564,tanh,0.1,linear,1.373126853,1.23100791,58.060146
931,360,249,191,94,14,0,0,0,0,0,5,0.0005,rmsprop,leaky_relu,0,lstm,97,tanh,0.15,linear,1.301415813,1.234206784,50.79943
932,375,394,354,273,189,302,0,0,0,0,6,0.005,rmsprop,relu,0.1,simplernn,827,relu,0.2,relu,12.93584347,12.93584347,26.936879
933,73,0,0,0,0,0,0,0,0,0,1,0.005,adadelta,leaky_relu,0.25,lstm,71,tanh,0.15,relu,1.355203867,1.20168252,80.042648
934,198,208,377,0,0,0,0,0,0,0,3,0.0001,adam,leaky_relu,0.15,none,760,tanh,0.15,relu,1.314564502,1.284011972,13.597327
935,174,428,446,0,0,0,0,0,0,0,3,0.0001,rmsprop,relu,0.2,none,436,relu,0.15,relu,1.236381006,1.192505562,10.901977
936,123,44,319,331,270,93,180,308,100,0,9,0.001,adam,leaky_relu,0.15,lstm,606,tanh,0.25,linear,2.384409523,2.282659996,63.193434
937,206,252,418,237,273,67,122,348,418,339,10,0.0005,adam,relu,0.1,simplernn,744,tanh,0.2,linear,2.130119586,1.783491492,44.417474
938,482,9,334,385,453,0,0,0,0,0,5,5.00E-05,rmsprop,leaky_relu,0,none,730,tanh,0.1,relu,1.341117811,1.288452125,11.342828
939,300,0,0,0,0,0,0,0,0,0,1,0.0001,adam,relu,0,none,148,relu,0.25,relu,1.361959267,1.356520653,13.896527
940,95,309,368,266,0,0,0,0,0,0,4,0.005,rmsprop,leaky_relu,0.2,none,134,relu,0.2,linear,1.76832552,1.364586926,10.466657
941,241,93,477,206,458,239,69,204,236,0,9,0.0005,adam,leaky_relu,0.25,simplernn,254,relu,0,relu,1.427629912,1.222011852,38.339642
942,46,385,409,0,0,0,0,0,0,0,3,0.0005,rmsprop,leaky_relu,0,simplernn,5,relu,0.1,relu,12.93584347,12.93584347,16.432272
943,209,359,408,16,273,237,257,0,0,0,7,0.001,rmsprop,leaky_relu,0.1,none,299,tanh,0.2,linear,1.762071967,1.338174856,15.620945
944,377,90,274,55,290,0,0,0,0,0,5,5.00E-05,rmsprop,leaky_relu,0.2,simplernn,890,tanh,0.2,linear,2.000856996,1.89740665,40.076469
945,88,161,44,188,446,380,79,379,329,0,9,5.00E-05,adadelta,relu,0.25,simplernn,19,tanh,0.15,linear,1.872852898,1.08512131,44.608812
946,251,303,467,197,0,0,0,0,0,0,4,0.0005,rmsprop,leaky_relu,0.15,none,811,relu,0,linear,1.555333424,1.276269984,10.635208
947,279,208,0,0,0,0,0,0,0,0,2,5.00E-05,adadelta,relu,0.25,none,173,tanh,0.1,linear,1.747325683,1.169758844,9.538118
948,207,292,442,56,192,462,44,187,0,0,8,5.00E-05,rmsprop,relu,0.15,none,193,tanh,0.2,relu,1.428886104,1.367326903,22.113651
949,27,204,183,303,333,275,93,0,0,0,7,0.0005,rmsprop,leaky_relu,0.25,none,62,tanh,0.15,relu,1.545187831,1.319612384,16.131117
950,101,283,459,144,335,94,240,255,156,0,9,0.001,adadelta,relu,0.2,lstm,48,relu,0.2,linear,1.224301481,1.131434786,77.695371
951,294,483,265,169,466,408,301,371,0,0,8,0.0005,adam,leaky_relu,0.15,none,457,relu,0.25,linear,1.675163007,1.32032702,21.537775
952,224,137,132,403,341,350,146,483,77,0,9,0.005,rmsprop,leaky_relu,0.2,lstm,817,tanh,0,linear,5.409732938,2.01809957,67.733921
953,361,309,158,0,0,0,0,0,0,0,3,5.00E-05,rmsprop,leaky_relu,0,none,772,relu,0.2,linear,1.318087351,1.290462255,10.272177
954,443,295,54,95,4,3,0,0,0,0,6,0.0005,adadelta,relu,0.2,simplernn,520,tanh,0.25,linear,1.808091044,1.279102325,58.831035
955,251,0,0,0,0,0,0,0,0,0,1,5.00E-05,rmsprop,relu,0.15,none,979,relu,0.1,relu,1.360517097,1.35607543,20.061652
956,407,46,188,312,326,0,0,0,0,0,5,0.0005,adadelta,leaky_relu,0.25,lstm,773,tanh,0.25,relu,1.296667147,1.009358776,82.996219
957,170,299,89,244,386,379,0,0,0,0,6,0.001,adadelta,relu,0.2,simplernn,141,tanh,0,relu,1.517221606,1.02056241,37.820893
958,27,192,148,383,380,170,464,419,234,304,10,0.005,adadelta,relu,0.2,simplernn,13,tanh,0.1,relu,1.311149406,1.158809972,43.942609
959,372,396,5,349,98,473,0,0,0,0,6,0.0005,adam,leaky_relu,0.15,none,758,tanh,0.25,linear,1.481163311,1.229071736,17.661504
960,58,394,406,312,404,0,0,0,0,0,5,0.001,adam,relu,0.25,none,297,tanh,0,linear,1.4951581,1.228693676,15.087863
961,244,205,303,214,430,184,28,0,0,0,7,5.00E-05,adam,relu,0.25,none,235,relu,0.25,relu,1.536413479,1.414518929,22.844731
962,304,0,0,0,0,0,0,0,0,0,1,0.005,adam,leaky_relu,0.1,none,26,relu,0.15,linear,1.788547564,1.228736639,6.674219
963,342,0,0,0,0,0,0,0,0,0,1,0.005,adadelta,relu,0.25,none,76,tanh,0.1,linear,1.826221275,1.3296767,6.723619
964,435,262,110,380,0,0,0,0,0,0,4,0.001,adadelta,leaky_relu,0.25,simplernn,667,tanh,0,linear,1.973486257,1.311626911,38.246307
965,431,7,459,60,243,260,247,342,7,417,10,0.0001,adam,relu,0,none,892,relu,0,relu,1.333724248,1.267631721,20.896381
966,95,0,0,0,0,0,0,0,0,0,1,0.005,rmsprop,relu,0.1,none,789,tanh,0,relu,1.878938913,1.337101722,5.652483
967,214,263,410,82,126,442,397,480,290,0,9,0.001,adadelta,leaky_relu,0.25,none,848,relu,0,relu,2.551655531,1.224178338,23.946773
968,282,188,355,104,299,290,155,151,0,0,8,0.0001,adadelta,relu,0.1,simplernn,935,tanh,0.2,relu,1.91873343,1.46136868,72.343612
969,254,71,193,387,303,144,385,235,473,51,10,0.001,adadelta,relu,0,simplernn,962,tanh,0.25,linear,3.561845732,1.565695763,48.445154
970,199,351,19,374,328,359,246,164,294,37,10,0.0005,adam,leaky_relu,0,none,876,tanh,0.15,relu,1.581658387,1.222070527,18.537658
971,332,271,117,363,260,57,341,498,0,0,8,0.005,adadelta,relu,0.1,simplernn,218,tanh,0.1,relu,1.654775894,0.983945036,45.630066
972,188,307,401,31,256,473,0,0,0,0,6,0.005,adam,relu,0.25,none,795,relu,0.25,relu,1.397894526,1.201940119,18.111827
973,181,293,108,311,285,402,259,0,0,0,7,0.0005,rmsprop,leaky_relu,0,simplernn,903,tanh,0.25,relu,2.254700232,1.994331765,31.283825
974,95,175,302,3,344,305,29,421,0,0,8,0.0005,adadelta,relu,0.25,none,625,relu,0,linear,1.597027445,1.108383858,22.502642
975,437,66,102,243,203,205,199,424,0,0,8,0.005,rmsprop,relu,0,simplernn,677,tanh,0.25,relu,2.284663057,1.91273241,28.614428
976,153,333,58,174,332,6,64,492,0,0,8,0.005,rmsprop,relu,0.25,lstm,139,relu,0.1,relu,1.639314091,1.284074938,50.239051
977,219,150,166,134,356,405,0,0,0,0,6,0.005,adam,relu,0,lstm,271,tanh,0.2,relu,1.187514949,1.013604665,50.092295
978,60,189,96,418,0,0,0,0,0,0,4,0.005,adam,relu,0,lstm,367,tanh,0,linear,1.245133042,1.053590095,42.598132
979,53,206,305,0,0,0,0,0,0,0,3,0.005,rmsprop,relu,0.15,lstm,710,relu,0.2,linear,1.309986711,1.216492343,54.201873
